Epoch,Batch,Training Loss,Time,Throughput (Seq/sec),Disk Read IOPS,Disk Write IOPS
0,44,0.39666134119033813,20.501637935638428,17.559572612205997,7942464.085610597,2455934.992026873
0,45,0.34147247672080994,20.90852379798889,17.600477372553506,7960966.570772938,2461659.632085105
0,46,0.2813881039619446,21.328892707824707,17.628669483721527,7973718.904667188,2465606.1015632264
0,47,0.2609475255012512,21.74880576133728,17.656141868839274,7986145.671904713,2469451.9593105996
0,48,0.19570094347000122,22.152870178222656,17.6952239978978,8003823.683953243,2474921.468817039
0,49,0.18033111095428467,22.555587768554688,17.733964820799308,8021347.2979069855,2480343.122691538
0,50,0.1596907079219818,22.9750874042511,17.758365520929747,8032384.632663184,2483758.994946905
0,51,0.1542537659406662,23.406340837478638,17.772961732399178,8038987.226004575,2485803.4583020117
0,52,0.17259545624256134,23.82669949531555,17.79516294664985,8049029.662614633,2488911.609921432
0,53,0.09310616552829742,24.206262588500977,17.846621237812183,8072305.515384421,2496111.6892412314
0,54,0.10386691987514496,24.601927042007446,17.884777856982755,8089564.799545094,2501451.4064252125
0,55,0.08124828338623047,25.003223419189453,17.91768975100104,8104451.798182149,2506057.4770495445
0,56,0.06439835578203201,25.41898226737976,17.939349231349276,8114249.139891362,2509089.676727424
0,57,0.07526611536741257,25.8578040599823,17.94429252088306,8116485.511033904,2509784.1583708106
0,58,0.0559556782245636,26.28277277946472,17.958531390903453,8122926.404736359,2511778.6678725188
0,59,0.05227426812052727,26.68596053123474,17.986986057263373,8135797.313567952,2515761.683804517
0,60,0.05072836950421333,27.10038185119629,18.00712634528647,8144907.485510442,2518581.7076222138
0,61,0.03534889966249466,27.509084701538086,18.030407241149238,8155438.191931418,2521841.0482454617
0,62,0.06861452013254166,27.91563582420349,18.05439801457148,8166289.9758259235,2525199.5850612638
0,63,0.033503457903862,28.307698726654053,18.086952420399665,8181015.215551336,2529755.798643277
0,64,0.02064334601163864,28.703188180923462,18.116454406469007,8194359.787402294,2533885.0702423975
0,65,0.018667839467525482,29.112780809402466,18.136364349965273,8203365.716368398,2536672.655335935
0,66,0.016528485342860222,29.50994348526001,18.16336924764793,8215580.830274974,2540452.5439855973
0,67,0.013216213323175907,29.93681573867798,18.171605315296077,8219306.493646011,2541607.285964478
0,68,0.009200272150337696,30.33221435546875,18.19847352821035,8231459.763338518,2545367.973969893
0,69,0.011272838339209557,30.739434719085693,18.217641447137726,8240130.058173497,2548051.670949195
0,70,0.009860603138804436,31.145016193389893,18.237267769363058,8249007.687288563,2550799.4122302323
0,71,0.006946177687495947,31.571386575698853,18.244368159723432,8252219.628533465,2551795.2405046267
0,72,0.008448272943496704,31.989208698272705,18.256156490408397,8257551.991720984,2553446.687926687
0,73,0.007119939662516117,32.42701721191406,18.25638158857523,8257654.111387642,2553480.866244388
0,74,0.005492009222507477,32.838919162750244,18.27100328809209,8264268.036806826,2555529.296932307
0,75,0.004783854819834232,33.29042196273804,18.26351136914198,8260879.609991624,2554484.653128912
0,76,0.00325822364538908,33.70248198509216,18.27758561735837,8267245.899671328,2556456.5849515544
0,77,0.0033939185086637735,34.08997631072998,18.3045008395501,8279420.361790101,2560225.011729587
0,78,0.0017770860577002168,34.48834824562073,18.325029528784416,8288706.086012644,2563100.075725561
0,79,0.011201867833733559,34.92541003227234,18.324766965043988,8288587.585156706,2563067.031060876
0,80,0.0026939655654132366,35.30466032028198,18.354517339109872,8302044.413995341,2567232.092810462
0,81,0.0038631579373031855,35.727965116500854,18.36096732240226,8304962.094327645,2568138.0593831674
0,82,0.0007578143267892301,36.144410371780396,18.370752024175093,8309388.115914256,2569510.3625901327
0,83,0.0014700941974297166,36.54537320137024,18.388100630336535,8317235.408300699,2571940.5431184876
0,84,0.0012695920886471868,36.9552686214447,18.40062392633791,8322900.129631797,2573696.1074288567
0,85,0.0015667135594412684,37.37191081047058,18.40954837683176,8326937.029744064,2574948.374677133
0,86,0.003112270263954997,37.76049852371216,18.431960043190067,8337074.41130074,2578087.017015096
0,87,0.002162420190870762,38.151947021484375,18.452531389906756,8346379.381914198,2580968.4875204274
0,88,0.00027781660901382565,38.543967723846436,18.472410653236896,8355371.307576988,2583753.07164827
0,89,0.000394431030144915,38.93797826766968,18.490944626106028,8363755.014738474,2586349.4069392276
0,90,0.00024095845583360642,39.40534019470215,18.474653344012392,8356386.73268632,2584075.1151208193
0,91,0.00027756928466260433,39.82572627067566,18.48051671419057,8359039.399241875,2584899.6274501206
0,92,0.00012050732766510919,40.226221561431885,18.495398551509314,8365771.254107844,2586985.477646132
0,93,0.00020887907885480672,40.65827775001526,18.495618644341565,8365871.350757654,2587020.4745689337
0,94,0.00015155664004851133,41.092697620391846,18.494770214911796,8365488.150123594,2586906.437294791
0,95,0.00012712024908978492,41.49723792076111,18.507255867643394,8371136.162443379,2588657.3994424
0,96,0.00010897110041696578,41.91403865814209,18.514083224696762,8374224.823878105,2589616.8318515187
0,97,0.0001262769364984706,42.3321897983551,18.520185318418463,8376985.449823796,2590475.227536211
0,98,5.5840144341345876e-05,42.72922897338867,18.53532158263959,8383832.767567721,2592597.237572259
0,99,7.028374238871038e-05,43.15499210357666,18.53783214882564,8384969.255272088,2592953.1798182367
0,100,4.101228842046112e-05,43.55192804336548,18.552565553365607,8391634.3413337,2595019.212179671
0,101,0.004670209717005491,43.98283386230469,18.552692683573298,8391692.748936933,2595042.1102315765
0,102,1.5056596566864755e-05,44.38411259651184,18.56520164075013,8397351.646708181,2596796.809880526
0,103,4.009104668512009e-05,44.78625822067261,18.577126847716034,8402746.488571204,2598469.8124721404
0,104,0.0013511799043044448,45.220171213150024,18.575781061079397,8402138.621038916,2598287.3538044556
0,105,0.000284458976238966,45.62093234062195,18.58795856403226,8407647.549510183,2599996.3594427262
0,106,2.403411053819582e-05,46.01549530029297,18.60242934285117,8414193.750893623,2602026.235263357
0,107,1.0261681381962262e-05,46.46496033668518,18.59465700044624,8410678.996995779,2600945.0158635746
0,108,6.374729309754912e-06,46.86281871795654,18.607502148945077,8416489.86958757,2602747.5797836217
0,109,5.874523594684433e-06,47.248263359069824,18.625023174128458,8424415.707621813,2605204.091091133
0,110,6.005363502481487e-06,47.69584941864014,18.617972230786155,8421227.211502962,2604223.5438511115
0,111,4.434556558408076e-06,48.12924671173096,18.616539032214067,8420579.703384772,2604028.6844849424
0,112,4.425610768521437e-06,48.550272703170776,18.61987481567659,8422090.510179471,2604500.7980303625
0,113,3.5683351597981527e-06,48.95324683189392,18.630020663017913,8426681.59308363,2605925.7200665763
0,114,1.1940285276068607e-06,49.35529446601868,18.640350745621095,8431355.977148686,2607376.3796222936
0,115,2.0543288883345667e-06,49.759613275527954,18.649662626224536,8435569.779768277,2608684.542647759
0,116,6.115962605690584e-05,50.213887453079224,18.640261638269205,8431319.391385581,2607375.083682578
0,117,6.776313057343941e-07,50.61341190338135,18.65118284857089,8436261.060904177,2608908.4302806775
0,118,9.651495247453568e-07,50.98960900306702,18.6704706824235,8444987.075192107,2611612.5933028855
0,119,6.385006940945459e-07,51.412065505981445,18.672659628668498,8445978.929780224,2611924.879469721
0,120,0.0001731233933242038,51.82924199104309,18.67671536016841,8447815.136398606,2612498.4043447888
0,121,4.6006024945199897e-07,52.24183177947998,18.682346440680554,8450363.874365555,2613292.247796426
0,122,0.00014442973770201206,52.67865967750549,18.67929074171531,8448983.397162167,2612870.901473889
0,123,4.7367814204335446e-07,53.06505370140076,18.694035543279103,8455654.384613497,2614939.500124111
0,124,1.5343444204063417e-07,53.48211693763733,18.697838777886208,8457376.27639954,2615477.5279951645
0,125,2.3422339268108772e-07,53.87991905212402,18.708268641325347,8462095.48976719,2616942.4060120513
0,126,2.727543915170827e-07,54.28181266784668,18.71713470986974,8466107.346341686,2618188.4505154607
0,127,0.00014846866542939097,54.702373027801514,18.71948040498298,8467169.893426742,2618522.5260191383
0,128,1.81955257971822e-07,55.11285638809204,18.725213455330525,8469764.581116097,2619330.3425149797
0,129,2.0686695734184468e-07,55.514180183410645,18.733952236419483,8473718.794834577,2620558.5225137374
0,130,1.6973166339084855e-07,55.940556049346924,18.734172021377947,8473819.684270622,2620594.9556647544
0,131,1.9592519606703718e-07,56.34166431427002,18.742790310731735,8477719.354112562,2621806.1144953924
0,132,5.563613285630709e-07,56.70848560333252,18.76262412370739,8486691.998202786,2624586.0635582465
0,133,1.5263940440490842e-05,57.13803768157959,18.761582362594787,8486222.202837737,2624445.8697667764
0,134,1.749692160046834e-07,57.55022382736206,18.766217195605723,8488320.01879621,2625099.7120913346
0,135,0.0010431406553834677,57.98434400558472,18.763685588910175,8487176.296287866,2624751.001500362
0,136,2.7181422979083436e-07,58.420007944107056,18.760695839832657,8485825.3267322,2624338.123108131
0,137,0.00023387710098177195,58.80009317398071,18.775480452614737,8492514.025827585,2626411.5695030456
0,138,1.1990671566763922e-07,59.17637300491333,18.791283472335696,8499663.370011514,2628627.408223966
0,139,1.325956020536978e-07,59.5834538936615,18.797164763205274,8502324.905570673,2629455.2893763483
0,140,1.2338930446276208e-06,60.00192141532898,18.799397975809228,8503336.325987263,2629772.801903778
0,141,8.137375573369354e-08,60.38430690765381,18.812834959541618,8509415.414601216,2631657.49741938
0,142,4.516904184015402e-08,60.791178464889526,18.818519872266123,8511988.072395405,2632457.719049267
0,143,1.770605564388461e-07,61.22175145149231,18.816841607557755,8511230.202436468,2632227.912128311
0,144,9.976723447380209e-08,61.62597584724426,18.823231341201907,8514121.631121606,2633126.6445536735
0,145,1.296855600685376e-07,62.035178422927856,18.828026769538777,8516291.907765992,2633802.2901472393
0,146,0.0011987858451902866,62.41584038734436,18.84137091965599,8522328.926421946,2635673.7324866033
0,147,5.972091088324305e-08,62.815290689468384,18.848913807518358,8525741.903313199,2636733.623008913
0,148,4.7497362487547434e-08,63.2181077003479,18.85535716522942,8528657.52571447,2637639.6425906047
0,149,1.0675218220512761e-07,63.58881759643555,18.87124254480973,8535843.950500278,2639866.431631993
0,150,1.2502842139383574e-07,63.98322820663452,18.87994766532803,8539782.585451707,2641088.731163421
0,151,3.5654161933962314e-07,64.38388872146606,18.88671256345808,8542843.604546346,2642039.5595534416
0,152,2.027876035981535e-07,64.82194900512695,18.88249302567546,8540936.125759054,2641453.7456511436
0,153,4.749733761855168e-08,65.23403358459473,18.885847345348605,8542454.442547284,2641927.3733320027
0,154,9.161833247617324e-08,65.62632131576538,18.894857659835267,8546531.067943018,2643192.175367737
0,155,4.6279359366963035e-07,66.00836277008057,18.906695267492342,8551886.523321975,2644852.4349574153
0,156,4.074015009791765e-07,66.42425799369812,18.908754691985582,8552819.092896737,2645144.820686885
0,157,1.6297545357701892e-07,66.8334584236145,18.912682806092622,8554596.926230403,2645698.7887600195
0,158,5.320162088651159e-08,67.2502510547638,18.914427530748906,8555387.154339015,2645947.2672465993
0,159,1.158323144068163e-07,67.66004943847656,18.918106188555285,8557052.127584673,2646466.230605103
0,160,0.00027313819737173617,68.0625512599945,18.923769035338154,8559614.578280313,2647262.7114979313
0,161,5.669405922503756e-08,68.45924019813538,18.93097259404435,8562873.913052376,2648274.6883442337
0,162,7.578569949373559e-08,68.88441181182861,18.930262532576073,8562553.740187658,2648179.569251627
0,163,5.599557795221699e-08,69.30143189430237,18.93178775874422,8563244.680212593,2648397.3271999536
0,164,1.6344530706646765e-07,69.7378351688385,18.92803234864144,8561547.064867746,2647876.386654913
0,165,5.715974893405473e-08,70.14095187187195,18.93330450413458,8563932.794885362,2648618.2756595933
0,166,6.623982073961088e-08,70.55491065979004,18.935606147133853,8564974.887628868,2648944.662423249
0,167,4.3888459089203025e-08,70.94003176689148,18.945579336873937,8569486.97172311,2650344.415094398
0,168,1.0582042619944332e-07,71.34114360809326,18.95119606474353,8572028.524793992,2651134.680977327
0,169,4.179300816531395e-08,71.73702073097229,18.958133278217158,8575167.350578409,2652109.6229168894
0,170,2.7590392193133084e-08,72.17508721351624,18.95390851351565,8573257.364684165,2651523.113977774
0,171,1.0174638020998827e-07,72.61924338340759,18.948145641440206,8570651.648268312,2650721.379506714
0,172,6.72878925911391e-08,72.99568963050842,18.960023626128734,8576025.258049743,2652387.4352038433
0,173,2.6659062513090248e-08,73.40267443656921,18.96388667967261,8577773.532544715,2652932.219360448
0,174,1.2083725664524536e-07,73.80888485908508,18.967906135865093,8579592.541046957,2653498.9300260744
0,175,8.12575251529779e-08,74.19907402992249,18.975978048353966,8583244.552932939,2654632.508224655
0,176,4.3539230887290614e-08,74.62287950515747,18.97541356471154,8582990.126449537,2654557.86902875
0,177,5.261952651380852e-08,75.0373477935791,18.977216571103952,8583806.556861218,2654814.447173815
0,178,1.851002373598476e-08,75.45944118499756,18.977081959688597,8583746.550839515,2654799.927670661
0,179,6.426068921427941e-08,75.89214706420898,18.974295176834037,8582486.900112698,2654414.452519873
0,180,3.271259174653096e-08,76.31635046005249,18.973653630855292,8582197.576950924,2654329.1677192273
0,181,3.492452904652055e-08,76.70906782150269,18.98080685047592,8585433.987184891,2655334.288170077
0,182,4.796297048414999e-08,77.10601425170898,18.986845763040485,8588166.363239596,2656183.6192364283
0,183,3.585586227927706e-08,77.52730464935303,18.98685897385037,8588173.173456976,2656189.9311653483
0,184,5.2852414000881254e-08,77.94233298301697,18.98839749026348,8588869.903930962,2656409.618186742
0,185,5.366731770095612e-08,78.35148334503174,18.991344343123455,8590203.647276301,2656826.279641837
0,186,2.0256244681604585e-08,78.78298807144165,18.98887103194669,8589085.722242238,2656484.631050251
0,187,4.0745248952589463e-08,79.17374229431152,18.996196926112198,8592400.185798438,2657513.8537453874
0,188,2.7823222836786954e-08,79.60586667060852,18.993575011956363,8591215.039839627,2657151.3739715065
0,189,2.1769645641711577e-08,80.0400185585022,18.990500344387275,8589825.094774013,2656725.508435205
0,190,2.7241151556722798e-08,80.44280123710632,18.994863138793463,8591799.2706747,2657340.093987128
0,191,2.0605474659873835e-08,80.839839220047,19.00053259407147,8594364.470577879,2658137.4366057906
0,192,2.6426233645793218e-08,81.24652528762817,19.003889637543832,8595883.70736572,2658611.2358074207
0,193,8.719447919247614e-08,81.65105772018433,19.007714576321305,8597614.575989295,2659150.500463472
0,194,9.929956945597951e-08,82.09360265731812,19.002698742700826,8595346.55758098,2658453.130763474
0,195,5.366707966913964e-08,82.47865581512451,19.01097907699495,8599092.68635223,2659615.834328069
0,196,3.6321480934020656e-08,82.89285612106323,19.01249484875133,8599779.044395369,2659832.141360796
0,197,9.685507507128932e-08,83.29705238342285,19.01627914405331,8601491.499386936,2660365.7951779007
0,198,4.2491507201702916e-08,83.6959810256958,19.021223964281326,8603728.878916185,2661061.7650998305
0,199,2.2584549341786442e-08,84.10929083824158,19.022868746772687,8604473.569891892,2661296.020560761
0,200,2.5611326393004674e-08,84.52533316612244,19.023882423979405,8604932.790628906,2661441.9556072587
0,201,4.097785577528157e-08,84.98212718963623,19.015763119154716,8601260.949480463,2660310.1555166864
0,202,1.602972332648278e-07,85.38251495361328,19.020287712095254,8603308.222990142,2660947.2106019906
0,203,8.570566478738328e-07,85.75888800621033,19.030097497087613,8607746.10261438,2662323.67639219
0,204,3.492450062481112e-08,86.18718791007996,19.028350266063097,8606956.47448131,2662083.2697242037
0,205,4.342280846003632e-08,86.595468044281,19.031019026969027,8608164.29352656,2662460.625330919
0,206,3.050076102795174e-08,87.02042627334595,19.030014801332076,8607710.730433762,2662324.087821226
0,207,0.0027485722675919533,87.44822001457214,19.02840331938964,8606982.484887375,2662102.6129657924
0,208,7.054705264408767e-08,87.83117938041687,19.036519966994714,8610654.48892997,2663242.092957192
0,209,7.636705134927979e-08,88.21335673332214,19.044734972265132,8614370.976690775,2664395.299121597
0,210,3.073358456617825e-08,88.61747288703918,19.048162230395533,8615921.85068583,2664878.6667729383
0,211,1.7811526475952633e-08,89.007497549057,19.054574577442082,8618822.943282798,2665779.6200732957
0,212,1.5948886655792194e-08,89.42127823829651,19.055867166862157,8619408.245831883,2665964.2726724395
0,213,3.1781230092065016e-08,89.84398984909058,19.055253477451494,8619131.288589343,2665882.229877666
0,214,1.763576733537775e-07,90.2692174911499,19.054114434620317,8618616.695954803,2665726.6528713615
0,215,2.9453019578795647e-08,90.66661286354065,19.05883483924514,8620752.461287843,2666390.7955164704
0,216,1.7113038097704703e-08,91.12698912620544,19.050338616979253,8616910.03433131,2665205.8553546253
0,217,5.634474931071054e-08,91.53316736221313,19.053202792586426,8618206.173051704,2665610.259442689
0,218,5.3899739782536926e-08,91.92503833770752,19.05900755312856,8620832.401382092,2666426.0296474164
0,219,2.8405301222278467e-08,92.33882117271423,19.06023899425817,8621390.005737275,2666601.943503696
0,220,6.914958561310414e-08,92.7423324584961,19.063570573785306,8622897.546359252,2667074.44640444
0,221,8.917292859678128e-08,93.1878981590271,19.05826867099437,8620499.956218638,2666339.030160116
0,222,3.0966429420686836e-08,93.58163356781006,19.06356976240747,8622898.342710387,2667086.964443132
0,223,4.435407419123294e-08,93.98907685279846,19.066045332124617,8624018.674738862,2667439.5833534063
0,224,5.832374938563589e-08,94.39214944839478,19.06938247003348,8625528.709303547,2667912.6862947247
0,225,2.2817363998228757e-08,94.78415560722351,19.07491804318202,8628033.142890343,2668693.331490972
0,226,0.0035828789696097374,95.18298983573914,19.079039260417638,8629897.825415596,2669276.048571889
0,227,3.2479782419159164e-08,95.5951144695282,19.080472994060973,8630546.891211562,2669482.738904444
0,228,0.00010190613102167845,95.98924446105957,19.085471609719736,8632808.432367288,2670188.12825408
0,229,2.4680009147459714e-08,96.38248634338379,19.090605252126363,8635131.04481281,2670912.3593559517
0,230,3.23633386756228e-08,96.78631114959717,19.093609189667845,8636490.33702716,2671338.580105355
0,231,1.4202656828388172e-08,97.17985081672668,19.09860927344152,8638752.528888451,2672044.0586980768
0,232,2.0838303527170865e-08,97.61490750312805,19.095444002139413,8637321.33304518,2671607.1517216065
0,233,1.99057552663362e-07,98.01997137069702,19.098148814187805,8638545.310299234,2671991.4966053264
0,234,1.5948881326721676e-08,98.41891169548035,19.10201980100065,8640296.77173367,2672538.9507845873
0,235,3.853335428516402e-08,98.81500506401062,19.106409990840834,8642283.076814115,2673158.9987663254
0,236,9.499374442611952e-08,99.21501469612122,19.11001077616253,8643912.311324064,2673668.5552330073
0,237,5.448207929248383e-08,99.58142971992493,19.120030766329062,8648445.100880897,2675076.2039591335
0,238,2.4375615339522483e-06,99.99015998840332,19.12188159536649,8649282.780428624,2675340.863851254
0,239,1.2688737172084075e-07,100.38490962982178,19.126380718777053,8651318.342592822,2675976.0006816564
0,240,7.212931905087316e-07,100.76966094970703,19.132742750441945,8654196.538730495,2676871.7435164126
0,241,1.6414540837672575e-08,101.17024278640747,19.13606161929768,8655698.235782556,2677341.672213441
0,242,1.7462287615899186e-08,101.57707405090332,19.138176780183716,8656655.463016659,2677643.174321984
0,243,5.110609180292158e-08,101.9728672504425,19.142346906907527,8658542.196636807,2678232.1451181406
0,244,2.5262071545739673e-08,102.36396026611328,19.147363924809397,8660811.995698905,2678939.6217877716
0,245,3.178130469905227e-08,102.73693466186523,19.155720447346567,8664592.329231935,2680114.312406145
0,246,4.365543304629682e-08,103.17298364639282,19.152300633006707,8663045.939073695,2679641.3094685758
0,247,1.6880202124980315e-08,103.54693794250488,19.16039275928786,8666706.672661757,2680778.963779032
0,248,2.3515861258260884e-08,103.97033953666687,19.159310327129287,8666217.52910826,2680632.950147379
0,249,2.1886000567405972e-08,104.41544342041016,19.15425472022713,8663931.219040036,2679930.993285445
0,250,1.0290847995975128e-07,104.85515975952148,19.15022593647483,8662109.361933654,2679372.9812088567
0,251,1.7811524699595793e-08,105.25354266166687,19.15374959378183,8663703.65253375,2679871.6591107
0,252,3.480809240841154e-08,105.66748881340027,19.154425100176372,8664009.652171273,2679971.7981382334
0,253,3.655429026139245e-08,106.04748892784119,19.161226923370638,8667086.729657566,2680929.061822979
0,254,3.236337065004591e-08,106.4383704662323,19.16602059073417,8669255.466408525,2681605.334145468
0,255,4.004662201850806e-08,106.83242058753967,19.170210585295557,8671151.144056782,2682197.496079398
0,256,3.515732061032395e-08,107.25264573097229,19.169690276519404,8670916.243247898,2682130.5715997666
0,257,3.3178299219116525e-08,107.67830777168274,19.16820613838427,8670245.384795299,2681928.848773614
0,258,2.3399456594574986e-08,108.07157778739929,19.172478485287616,8672178.320961606,2682532.511649902
0,259,6.274687791574252e-08,108.5011796951294,19.170298478269643,8671192.697107919,2682233.343616485
0,260,2.3981517216498105e-08,108.90850281715393,19.172056781512598,8671988.463431904,2682485.9900101833
0,261,4.575098699888258e-08,109.2894914150238,19.178422123317404,8674868.102366066,2683383.1890234724
0,262,7.264176815624523e-08,109.7059998512268,19.178531738038497,8674918.120162938,2683405.0680839582
0,263,2.3166606410995882e-08,110.1269690990448,19.1778636720723,8674616.370680504,2683318.086546369
0,264,2.6426183907801715e-08,110.53432393074036,19.179562733186568,8675385.336421419,2683562.3040121235
0,265,1.5017565857533555e-08,110.91848659515381,19.185259962724512,8677962.768399827,2684365.890122134
0,266,1.3154918931945758e-08,111.34284472465515,19.18398982244627,8677388.685274517,2684194.5770209045
0,267,4.633299610645736e-08,111.74107718467712,19.1872143532012,8678847.6488124,2684652.4533158573
0,268,4.051231172752523e-08,112.12779927253723,19.192385955684017,8681187.317643266,2685382.7146659074
0,269,5.413259174247287e-08,112.56482338905334,19.1889431792957,8679630.488320146,2684907.637223644
0,270,2.4447174951092165e-08,112.93526434898376,19.196838228497125,8683202.033066513,2686018.895414483
0,271,1.2572847651881602e-08,113.37529253959656,19.192894247571864,8681418.49033153,2685473.705778219
0,272,9.90573171293363e-05,113.78617453575134,19.193895997565086,8681872.020309562,2685620.474076009
0,273,7.008148372733558e-08,114.18915176391602,19.19621930927309,8682923.322260061,2685952.1089543626
0,274,2.4330770287406267e-08,114.58890962600708,19.19906566159251,8684211.205498276,2686356.908401332
0,275,2.7008299596786856e-08,114.9919273853302,19.20134787028259,8685243.909803452,2686682.7265599263
0,276,1.9790579841583167e-08,115.44829177856445,19.194740483907704,8682255.627675809,2685764.650331282
0,277,1.5017567633890394e-08,115.84129214286804,19.198680875012357,8684038.363102239,2686322.426516189
0,278,6.75208688960538e-09,116.24707698822021,19.2004827805363,8684853.805849291,2686580.9368406516
0,279,1.373700087015095e-08,116.68898868560791,19.19632713618912,8682974.498389548,2686005.805093221
0,280,7.776334598474932e-08,117.07901287078857,19.20070852050103,8684956.697766112,2686625.1541353757
0,281,1.1175854908174188e-08,117.51883506774902,19.196922763056893,8683244.693599274,2686101.7029144242
0,282,1.9441326770675005e-08,117.9213035106659,19.199245026961755,8684295.496338151,2686432.8630097513
0,283,2.200243720551498e-08,118.32422757148743,19.201477555620095,8685305.70697459,2686751.424664328
0,284,2.8288825504318993e-08,118.7114942073822,19.20622779810159,8687454.739625942,2687422.2595722405
0,285,3.0151422691915286e-08,119.10693907737732,19.209628068047408,8688993.143612472,2687904.1597401574
0,286,2.5378472656711892e-08,119.56344318389893,19.203194043755943,8686083.248728782,2687009.9626176017
0,287,2.5029255112940518e-08,119.97546029090881,19.203927156548584,8686415.22585573,2687118.609241369
0,288,1.2340017008227733e-08,120.43036723136902,19.197815743252033,8683651.250443107,2686269.4886455047
0,289,2.3230870283441618e-05,120.87501382827759,19.19337939680349,8681644.946827745,2685654.7165420563
0,290,1.839359597965995e-08,121.28225898742676,19.194893131412915,8682330.01093066,2685872.6718948246
0,291,1.2922088288291889e-08,121.68378448486328,19.197299047603046,8683418.628645943,2686215.4261865555
0,292,2.561130862943628e-08,122.09141254425049,19.198729469613163,8684066.003542434,2686421.6423175917
0,293,2.51456544475559e-08,122.50333952903748,19.19947659420742,8684404.30350739,2686532.2305927007
0,294,2.712471491861379e-08,122.94105935096741,19.196190536009315,8682918.291378787,2686078.497642305
