Linux 4.18.0-477.15.1.el8_8.x86_64 (tdgx01) 	08/08/2023 	_x86_64_	(80 CPU)

03:27:21 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
03:32:21 PM 498833496 497166072  29401556      5.57        24  11976408  76724864     14.30   3082104  17263228         0
03:32:23 PM 498763604 497096140  29471448      5.58        24  12044056  76860668     14.32   3082112  17333500         0
03:32:25 PM 498753148 497085844  29481904      5.58        24  12044056  76799572     14.31   3082112  17343296         0
03:32:27 PM 498725640 497058660  29509412      5.59        24  12042824  76832268     14.32   3082088  17370068         0
03:32:29 PM 498814276 497147116  29420776      5.57        24  11976520  76732796     14.30   3082120  17280664         0
03:32:31 PM 498811748 497144620  29423304      5.57        24  11976296  76752000     14.30   3082092  17283484         0
03:32:33 PM 498808168 497141172  29426884      5.57        24  11976408  76715596     14.30   3082100  17286636         0
03:32:35 PM 498704272 497037308  29530780      5.59        24  12009560  76809084     14.31   3082100  17389476         0
03:32:37 PM 498684256 497017520  29550796      5.59        24  12028208  76883924     14.33   3082092  17409792         0
03:32:39 PM 498700112 497033600  29534940      5.59        24  12026192  76871536     14.33   3082096  17393544         0
03:32:41 PM 498812312 497146040  29422740      5.57        24  11990408  76772712     14.31   3082096  17281740         0
03:32:43 PM 498819112 497152980  29415940      5.57        24  11980048  76764664     14.31   3085640  17270940         0
03:32:45 PM 498623128 496956844  29611924      5.61        24  12042824  76891200     14.33   3082092  17469900         0
03:32:47 PM 498721684 497055432  29513368      5.59        24  12043944  76813572     14.31   3082100  17371904         0
03:32:49 PM 498713072 497046980  29521980      5.59        24  12010048  76789148     14.31   3082088  17347704         0
03:32:51 PM 498839280 497173216  29395772      5.56        24  11978816  76654468     14.28   3082096  17221564         0
03:32:53 PM 498747180 497081208  29487872      5.58        24  12032856  76789572     14.31   3082104  17313632         0
03:32:55 PM 498707616 497041764  29527436      5.59        24  11999464  76780384     14.31   3082096  17351952         0


Average:    499889092 498210395  28345960      5.37        24  11761777  73965803     13.78   3071491  16332609         0
