Linux 4.18.0-477.15.1.el8_8.x86_64 (tdgx01) 	08/08/2023 	_x86_64_	(80 CPU)

03:33:57 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
03:37:57 PM 502795316 501298584  25439736      4.82        24   8614828  20012616      3.73   3422404  12427632         0
03:37:59 PM 502874740 501380360  25360312      4.80        24   8619524  19912752      3.71   3427084  12343628         0
03:38:01 PM 502761152 501266776  25473900      4.82        24   8619524  20032388      3.73   3427080  12456856         0
03:38:03 PM 502857532 501365652  25377520      4.80        24   8624480  19912340      3.71   3432020  12355652         0
03:38:05 PM 503094448 501602568  25140604      4.76        24   8624480  19699716      3.67   3432048  12119192         0
03:38:07 PM 502853004 501363600  25382048      4.81        24   8629436  19916392      3.71   3437008  12355416         0
03:38:09 PM 503089416 501600016  25145636      4.76        24   8629436  19699716      3.67   3437012  12119144         0
03:38:11 PM 502831516 501344512  25403536      4.81        24   8634224  19944740      3.72   3441784  12372036         0
03:38:13 PM 502958608 501474104  25276444      4.79        24   8639228  19796916      3.69   3446772  12240396         0
03:38:15 PM 502814344 501329840  25420708      4.81        24   8639228  19940692      3.72   3446768  12384096         0
03:38:17 PM 502898688 501416732  25336364      4.80        24   8644324  19856088      3.70   3451860  12295044         0
03:38:19 PM 502800980 501319028  25434072      4.81        24   8644324  19949240      3.72   3451864  12392284         0
03:38:21 PM 502877296 501397800  25357756      4.80        24   8649232  19901600      3.71   3456804  12311292         0
03:38:23 PM 502779968 501300472  25455084      4.82        24   8649232  19990700      3.73   3456804  12408456         0
03:38:25 PM 502875688 501396192  25359364      4.80        24   8649232  19893500      3.71   3456808  12312812         0
03:38:27 PM 502779432 501299936  25455620      4.82        24   8649232  19986648      3.72   3456808  12408952         0
03:38:29 PM 502848736 501369244  25386316      4.81        24   8649232  19911608      3.71   3456808  12339236         0
03:38:31 PM 502745384 501265892  25489668      4.83        24   8649232  20004760      3.73   3456804  12442872         0
03:38:33 PM 502843940 501364448  25391112      4.81        24   8649232  19934000      3.71   3456804  12344648         0
03:38:35 PM 502712620 501233128  25522432      4.83        24   8649232  20054888      3.74   3456804  12475712         0
03:38:37 PM 502824540 501345048  25410512      4.81        24   8649232  19954248      3.72   3456804  12364060         0
03:38:39 PM 503036740 501557252  25198312      4.77        24   8649232  19731472      3.68   3456804  12152120         0
03:38:41 PM 502820224 501340736  25414828      4.81        24   8649232  19963664      3.72   3456804  12368048         0
03:38:43 PM 502947848 501468360  25287204      4.79        24   8649232  19862412      3.70   3456804  12240432         0
03:38:45 PM 502805004 501325516  25430048      4.81        24   8649232  19983912      3.72   3456800  12382760         0
