Linux 4.18.0-477.15.1.el8_8.x86_64 (b526) 	08/08/2023 	_x86_64_	(56 CPU)

02:37:14 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:40:12 PM     all      6.30      0.00      5.66      0.00      0.00     88.04
02:40:14 PM     all      1.83      0.00      0.10      0.00      0.00     98.07
02:40:16 PM     all      1.99      0.00      0.21      0.00      0.00     97.80
02:40:18 PM     all      2.16      0.00      0.14      0.00      0.00     97.70
02:40:20 PM     all      2.14      0.00      0.18      0.00      0.00     97.69
02:40:22 PM     all      2.25      0.00      0.20      0.00      0.00     97.55
02:40:24 PM     all      2.52      0.00      0.21      0.00      0.00     97.28
02:40:26 PM     all      2.19      0.00      0.17      0.00      0.00     97.64
02:40:28 PM     all      2.17      0.00      0.18      0.00      0.00     97.65
02:40:30 PM     all      2.21      0.00      0.21      0.00      0.00     97.57
02:40:32 PM     all      2.19      0.00      0.16      0.00      0.00     97.65
02:40:34 PM     all      2.15      0.00      0.13      0.00      0.00     97.71
02:40:36 PM     all      4.45      0.00      0.16      0.00      0.00     95.39
02:40:38 PM     all      3.33      0.00      0.30      0.00      0.00     96.37
02:40:40 PM     all      2.69      0.00      0.39      0.00      0.00     96.92
02:40:42 PM     all      2.55      0.00      0.49      0.00      0.00     96.96
02:40:44 PM     all      2.53      0.00      0.45      0.00      0.00     97.03
02:40:46 PM     all      2.99      0.00      0.54      0.00      0.00     96.47
02:40:48 PM     all      2.37      0.00      0.56      0.00      0.00     97.07
02:40:50 PM     all      2.89      0.00      0.54      0.00      0.00     96.56
02:40:52 PM     all      2.23      0.00      1.28      0.00      0.00     96.49
02:40:54 PM     all      6.36      0.00      4.62      0.00      0.00     89.02
02:40:56 PM     all      1.81      0.00      0.16      0.00      0.00     98.03
02:40:58 PM     all      2.62      0.00      0.14      0.00      0.00     97.24
02:41:00 PM     all      2.13      0.00      0.18      0.00      0.00     97.69
02:41:02 PM     all      2.24      0.00      0.20      0.00      0.00     97.56
02:41:04 PM     all      2.15      0.00      0.17      0.00      0.00     97.68
02:41:06 PM     all      2.17      0.00      0.17      0.00      0.00     97.66
02:41:08 PM     all      2.20      0.00      0.17      0.00      0.00     97.63
02:41:10 PM     all      2.18      0.00      0.14      0.00      0.00     97.68
02:41:12 PM     all      2.22      0.00      0.14      0.00      0.00     97.63
02:41:14 PM     all      2.17      0.00      0.19      0.00      0.00     97.64
02:41:16 PM     all      2.46      0.00      0.22      0.00      0.00     97.31
02:41:18 PM     all      3.13      0.00      0.23      0.00      0.00     96.63
02:41:20 PM     all      2.88      0.00      0.32      0.00      0.00     96.80
02:41:22 PM     all      2.72      0.00      0.45      0.00      0.00     96.83
02:41:24 PM     all      3.20      0.00      0.50      0.00      0.00     96.30
02:41:26 PM     all      2.33      0.00      0.53      0.00      0.00     97.14
02:41:28 PM     all      2.46      0.00      0.58      0.00      0.00     96.96
02:41:30 PM     all      2.05      0.00      0.62      0.00      0.00     97.32
02:41:32 PM     all      2.61      0.00      0.66      0.00      0.00     96.73
02:41:34 PM     all      6.39      0.00      5.62      0.00      0.00     87.99
02:41:36 PM     all      1.80      0.00      0.15      0.00      0.00     98.04
02:41:38 PM     all      2.54      0.00      0.10      0.00      0.00     97.36
02:41:40 PM     all      2.19      0.00      0.19      0.00      0.00     97.63
02:41:42 PM     all      2.18      0.00      0.13      0.00      0.00     97.69
02:41:44 PM     all      2.15      0.00      0.16      0.00      0.00     97.69
02:41:46 PM     all      2.21      0.00      0.17      0.00      0.00     97.62
02:41:48 PM     all      2.05      0.00      0.12      0.00      0.00     97.84
02:41:50 PM     all      2.17      0.00      0.13      0.00      0.00     97.70
02:41:52 PM     all      2.25      0.00      0.12      0.00      0.00     97.63
02:41:54 PM     all      2.95      0.00      0.33      0.00      0.00     96.71
02:41:56 PM     all      2.15      0.00      0.19      0.00      0.00     97.66
02:41:58 PM     all      3.12      0.00      0.21      0.00      0.00     96.66
02:42:00 PM     all      3.91      0.00      0.40      0.00      0.00     95.69
02:42:02 PM     all      2.56      0.00      0.49      0.00      0.00     96.95
02:42:04 PM     all      2.69      0.00      0.56      0.00      0.00     96.75
02:42:06 PM     all      2.48      0.00      0.54      0.00      0.00     96.98
02:42:08 PM     all      2.21      0.00      0.63      0.00      0.00     97.16
02:42:10 PM     all      3.06      0.00      0.69      0.00      0.00     96.25
02:42:12 PM     all      1.97      0.00      0.64      0.00      0.00     97.39
02:42:14 PM     all      6.54      0.00      5.74      0.00      0.00     87.72
02:42:16 PM     all      1.72      0.00      0.22      0.00      0.00     98.05
02:42:18 PM     all      1.97      0.00      0.17      0.00      0.00     97.86
02:42:20 PM     all      2.20      0.00      0.15      0.00      0.00     97.65
02:42:22 PM     all      2.81      0.00      0.16      0.00      0.00     97.03
02:42:24 PM     all      2.29      0.00      0.24      0.00      0.00     97.46
02:42:26 PM     all      2.24      0.00      0.17      0.00      0.00     97.59
02:42:28 PM     all      2.36      0.00      0.14      0.00      0.00     97.50
02:42:30 PM     all      2.24      0.00      0.18      0.00      0.00     97.58
02:42:32 PM     all      2.18      0.00      0.16      0.00      0.00     97.66
02:42:34 PM     all      2.21      0.00      0.13      0.00      0.00     97.66
02:42:36 PM     all      1.98      0.00      0.15      0.00      0.00     97.87
02:42:38 PM     all      2.70      0.00      0.21      0.00      0.00     97.09
02:42:40 PM     all      3.07      0.00      0.31      0.00      0.00     96.62
02:42:42 PM     all      3.18      0.00      0.42      0.00      0.00     96.40
02:42:44 PM     all      3.15      0.00      0.41      0.00      0.00     96.43
02:42:46 PM     all      2.53      0.00      0.51      0.00      0.00     96.97
02:42:48 PM     all      2.31      0.00      0.51      0.00      0.00     97.18
02:42:50 PM     all      2.29      0.00      0.54      0.00      0.00     97.18
02:42:52 PM     all      2.28      0.00      0.54      0.00      0.00     97.18
02:42:54 PM     all      2.87      0.00      0.57      0.00      0.00     96.56
02:42:56 PM     all      6.30      0.00      5.59      0.00      0.00     88.11
02:42:58 PM     all      1.79      0.00      0.16      0.00      0.00     98.04
02:43:00 PM     all      2.28      0.00      0.14      0.00      0.00     97.58
02:43:02 PM     all      2.17      0.00      0.15      0.00      0.00     97.68
02:43:04 PM     all      2.21      0.00      0.12      0.00      0.00     97.67
02:43:06 PM     all      2.20      0.00      0.12      0.00      0.00     97.69
02:43:08 PM     all      2.23      0.00      0.15      0.00      0.00     97.62
02:43:10 PM     all      2.18      0.00      0.16      0.00      0.00     97.66
02:43:12 PM     all      2.21      0.00      0.19      0.00      0.00     97.60
02:43:14 PM     all      2.21      0.00      0.15      0.00      0.00     97.64
02:43:16 PM     all      2.14      0.00      0.15      0.00      0.00     97.70
02:43:18 PM     all      2.20      0.00      0.14      0.00      0.00     97.66
02:43:20 PM     all      3.10      0.00      0.23      0.00      0.00     96.67
02:43:22 PM     all      2.80      0.00      0.36      0.00      0.00     96.85
02:43:24 PM     all      3.22      0.00      0.50      0.00      0.00     96.28
02:43:26 PM     all      2.50      0.00      0.45      0.00      0.00     97.05
02:43:28 PM     all      3.09      0.00      0.46      0.00      0.00     96.45
02:43:30 PM     all      2.29      0.00      0.60      0.00      0.00     97.11
02:43:32 PM     all      2.41      0.00      0.56      0.00      0.00     97.03
02:43:34 PM     all      2.13      0.00      0.68      0.00      0.00     97.19
02:43:36 PM     all      6.76      0.00      5.61      0.00      0.00     87.64
02:43:38 PM     all      1.86      0.00      0.14      0.00      0.00     98.00
02:43:40 PM     all      1.98      0.00      0.17      0.00      0.00     97.85
02:43:42 PM     all      2.16      0.00      0.14      0.00      0.00     97.70
02:43:44 PM     all      2.21      0.00      0.16      0.00      0.00     97.63
02:43:46 PM     all      2.21      0.00      0.12      0.00      0.00     97.68
02:43:48 PM     all      2.18      0.00      0.15      0.00      0.00     97.67
02:43:50 PM     all      2.22      0.00      0.14      0.00      0.00     97.64
02:43:52 PM     all      2.61      0.00      0.16      0.00      0.00     97.23
02:43:54 PM     all      2.38      0.00      0.23      0.00      0.00     97.39
02:43:56 PM     all      2.55      0.00      0.19      0.00      0.00     97.26
02:43:58 PM     all      2.20      0.00      0.13      0.00      0.00     97.68
02:44:00 PM     all      3.29      0.00      0.25      0.00      0.00     96.46
02:44:02 PM     all      2.84      0.00      0.32      0.00      0.00     96.84
02:44:04 PM     all      3.06      0.00      0.43      0.00      0.00     96.51
02:44:06 PM     all      2.48      0.00      0.51      0.00      0.00     97.01
02:44:08 PM     all      2.54      0.00      0.48      0.00      0.00     96.98
02:44:10 PM     all      2.30      0.00      0.60      0.00      0.00     97.11
02:44:12 PM     all      2.22      0.00      0.58      0.00      0.00     97.20
02:44:14 PM     all      2.50      0.00      0.61      0.00      0.00     96.89
02:44:16 PM     all      6.48      0.00      5.58      0.00      0.00     87.94
02:44:18 PM     all      1.83      0.00      0.18      0.00      0.00     97.99
02:44:20 PM     all      1.96      0.00      0.15      0.00      0.00     97.89
02:44:22 PM     all      2.18      0.00      0.15      0.00      0.00     97.67
02:44:24 PM     all      2.26      0.00      0.20      0.00      0.00     97.54
02:44:26 PM     all      2.20      0.00      0.13      0.00      0.00     97.66
02:44:28 PM     all      2.21      0.00      0.15      0.00      0.00     97.63
02:44:30 PM     all      2.18      0.00      0.12      0.00      0.00     97.70
02:44:32 PM     all      2.19      0.00      0.14      0.00      0.00     97.67
02:44:34 PM     all      2.20      0.00      0.15      0.00      0.00     97.65
02:44:36 PM     all      2.14      0.00      0.14      0.00      0.00     97.72
02:44:38 PM     all      2.26      0.00      0.16      0.00      0.00     97.58
02:44:40 PM     all      2.63      0.00      0.16      0.00      0.00     97.21
02:44:42 PM     all      2.91      0.00      0.24      0.00      0.00     96.85
02:44:44 PM     all      3.08      0.00      0.42      0.00      0.00     96.50
02:44:46 PM     all      2.67      0.00      0.41      0.00      0.00     96.92
02:44:48 PM     all      2.54      0.00      0.43      0.00      0.00     97.04
02:44:50 PM     all      2.25      0.00      0.55      0.00      0.00     97.20
02:44:52 PM     all      2.72      0.00      0.57      0.00      0.00     96.71
02:44:54 PM     all      2.40      0.00      0.66      0.00      0.00     96.94
02:44:56 PM     all      3.07      0.00      0.67      0.00      0.00     96.26
02:44:58 PM     all      6.26      0.00      5.53      0.00      0.00     88.22
02:45:00 PM     all      1.77      0.00      0.17      0.00      0.00     98.06
02:45:02 PM     all      2.23      0.00      0.12      0.00      0.00     97.65
02:45:04 PM     all      2.16      0.00      0.19      0.00      0.00     97.65
02:45:06 PM     all      3.16      0.00      0.19      0.00      0.00     96.65
02:45:08 PM     all      2.18      0.00      0.17      0.00      0.00     97.65
02:45:10 PM     all      2.18      0.00      0.13      0.00      0.00     97.69
02:45:12 PM     all      2.17      0.00      0.11      0.00      0.00     97.72
02:45:14 PM     all      2.19      0.00      0.24      0.00      0.00     97.57
02:45:16 PM     all      2.63      0.00      0.15      0.00      0.00     97.22
02:45:18 PM     all      2.78      0.00      0.21      0.00      0.00     97.02
02:45:20 PM     all      2.21      0.00      0.16      0.00      0.00     97.63
02:45:22 PM     all      3.08      0.00      0.26      0.00      0.00     96.66
02:45:24 PM     all      2.95      0.00      0.37      0.00      0.00     96.68
02:45:26 PM     all      2.82      0.00      0.38      0.00      0.00     96.80
02:45:28 PM     all      2.56      0.00      0.42      0.00      0.00     97.02
02:45:30 PM     all      2.88      0.00      0.45      0.00      0.00     96.68
02:45:32 PM     all      2.41      0.00      0.56      0.00      0.00     97.03
02:45:34 PM     all      2.26      0.00      0.61      0.00      0.00     97.13
02:45:36 PM     all      2.58      0.00      0.67      0.00      0.00     96.75
02:45:38 PM     all      6.47      0.00      5.57      0.00      0.00     87.96
02:45:40 PM     all      1.85      0.00      0.12      0.00      0.00     98.04
02:45:42 PM     all      1.96      0.00      0.21      0.00      0.00     97.83
02:45:44 PM     all      2.35      0.00      0.22      0.00      0.00     97.43
02:45:46 PM     all      2.16      0.00      0.15      0.00      0.00     97.69
02:45:48 PM     all      2.20      0.00      0.14      0.00      0.00     97.66
02:45:50 PM     all      2.15      0.00      0.13      0.00      0.00     97.72
02:45:52 PM     all      2.17      0.00      0.14      0.00      0.00     97.69
02:45:54 PM     all      2.28      0.00      0.18      0.00      0.00     97.54
02:45:56 PM     all      2.16      0.00      0.13      0.00      0.00     97.71
02:45:58 PM     all      2.23      0.00      0.12      0.00      0.00     97.64
02:46:00 PM     all      2.17      0.00      0.13      0.00      0.00     97.70
02:46:02 PM     all      2.94      0.00      0.27      0.00      0.00     96.79
02:46:04 PM     all      3.13      0.00      0.31      0.00      0.00     96.56
02:46:06 PM     all      3.21      0.00      0.40      0.00      0.00     96.38
02:46:08 PM     all      2.56      0.00      0.41      0.00      0.00     97.03
02:46:10 PM     all      2.50      0.00      0.58      0.00      0.00     96.92
02:46:12 PM     all      2.25      0.00      0.55      0.00      0.00     97.20
02:46:14 PM     all      2.22      0.00      0.57      0.00      0.00     97.20
02:46:16 PM     all      2.55      0.00      0.63      0.00      0.00     96.83
02:46:18 PM     all      6.44      0.00      5.53      0.00      0.00     88.03
02:46:20 PM     all      1.86      0.00      0.43      0.00      0.00     97.71
02:46:22 PM     all      1.97      0.00      0.14      0.00      0.00     97.88
02:46:24 PM     all      2.29      0.00      0.27      0.00      0.00     97.44
02:46:26 PM     all      2.20      0.00      0.13      0.00      0.00     97.68
02:46:28 PM     all      2.20      0.00      0.12      0.00      0.00     97.67
02:46:30 PM     all      2.18      0.00      0.18      0.00      0.00     97.64
02:46:32 PM     all      2.17      0.00      0.12      0.00      0.00     97.71
02:46:34 PM     all      2.68      0.00      0.17      0.00      0.00     97.15
02:46:36 PM     all      2.15      0.00      0.13      0.00      0.00     97.71
02:46:38 PM     all      2.14      0.00      0.12      0.00      0.00     97.75
02:46:40 PM     all      2.22      0.00      0.17      0.00      0.00     97.61
02:46:42 PM     all      2.80      0.00      0.22      0.00      0.00     96.97
02:46:44 PM     all      3.13      0.00      0.29      0.00      0.00     96.57
02:46:46 PM     all      2.81      0.00      0.35      0.00      0.00     96.85
02:46:48 PM     all      2.54      0.00      0.41      0.00      0.00     97.05
02:46:50 PM     all      2.49      0.00      0.53      0.00      0.00     96.98
02:46:52 PM     all      2.34      0.00      0.54      0.00      0.00     97.13
02:46:54 PM     all      2.31      0.00      0.72      0.00      0.00     96.97
02:46:56 PM     all      2.16      0.00      0.60      0.00      0.00     97.24
02:46:58 PM     all      2.32      0.00      1.02      0.00      0.00     96.66
02:47:00 PM     all      6.31      0.00      5.04      0.00      0.00     88.64
02:47:02 PM     all      1.84      0.00      0.14      0.00      0.00     98.02
02:47:04 PM     all      2.24      0.00      0.12      0.00      0.00     97.64
02:47:06 PM     all      2.16      0.00      0.18      0.00      0.00     97.66
02:47:08 PM     all      2.12      0.00      0.14      0.00      0.00     97.74
02:47:10 PM     all      2.20      0.00      0.15      0.00      0.00     97.65
02:47:12 PM     all      2.21      0.00      0.17      0.00      0.00     97.62
02:47:14 PM     all      2.17      0.00      0.11      0.00      0.00     97.72
02:47:16 PM     all      2.21      0.00      0.13      0.00      0.00     97.65
02:47:18 PM     all      2.18      0.00      0.18      0.00      0.00     97.64
02:47:20 PM     all      2.70      0.00      0.13      0.00      0.00     97.17
02:47:22 PM     all      2.46      0.00      0.19      0.00      0.00     97.35
02:47:24 PM     all      3.33      0.00      0.29      0.00      0.00     96.37
02:47:26 PM     all      2.89      0.00      0.40      0.00      0.00     96.71
02:47:28 PM     all      2.68      0.00      0.42      0.00      0.00     96.90
02:47:30 PM     all      2.46      0.00      0.53      0.00      0.00     97.02
02:47:32 PM     all      2.68      0.00      0.46      0.00      0.00     96.87
02:47:34 PM     all      2.22      0.00      0.59      0.00      0.00     97.20
02:47:36 PM     all      2.20      0.00      0.64      0.00      0.00     97.16
02:47:38 PM     all      1.92      0.00      0.67      0.00      0.00     97.41
02:47:40 PM     all      6.38      0.00      5.60      0.00      0.00     88.02
02:47:42 PM     all      1.80      0.00      0.16      0.00      0.00     98.04
02:47:44 PM     all      2.18      0.00      0.14      0.00      0.00     97.68
02:47:46 PM     all      2.20      0.00      0.18      0.00      0.00     97.62
02:47:48 PM     all      2.16      0.00      0.18      0.00      0.00     97.66
02:47:50 PM     all      2.19      0.00      0.13      0.00      0.00     97.68
02:47:52 PM     all      2.21      0.00      0.12      0.00      0.00     97.67
02:47:54 PM     all      2.28      0.00      0.20      0.00      0.00     97.53
02:47:56 PM     all      2.14      0.00      0.21      0.00      0.00     97.64
02:47:58 PM     all      2.53      0.00      0.16      0.00      0.00     97.31
02:48:00 PM     all      2.21      0.00      0.12      0.00      0.00     97.66
02:48:02 PM     all      2.18      0.00      0.15      0.00      0.00     97.67
02:48:04 PM     all      3.09      0.00      0.22      0.00      0.00     96.69
02:48:06 PM     all      2.82      0.00      0.37      0.00      0.00     96.81
02:48:08 PM     all      2.74      0.00      0.44      0.00      0.00     96.82
02:48:10 PM     all      2.86      0.00      0.43      0.00      0.00     96.71
02:48:12 PM     all      2.31      0.00      0.55      0.00      0.00     97.14
02:48:14 PM     all      2.28      0.00      0.53      0.00      0.00     97.20
02:48:16 PM     all      2.14      0.00      0.69      0.00      0.00     97.17
02:48:18 PM     all      2.20      0.00      0.72      0.00      0.00     97.08
02:48:20 PM     all      6.41      0.00      5.55      0.00      0.00     88.05
02:48:22 PM     all      1.83      0.00      0.12      0.00      0.00     98.05
02:48:24 PM     all      2.18      0.00      0.19      0.00      0.00     97.63
02:48:26 PM     all      2.17      0.00      0.13      0.00      0.00     97.69
02:48:28 PM     all      2.17      0.00      0.20      0.00      0.00     97.63
02:48:30 PM     all      2.22      0.00      0.08      0.00      0.00     97.70
02:48:32 PM     all      2.13      0.00      0.19      0.00      0.00     97.68
02:48:34 PM     all      2.34      0.00      0.18      0.00      0.00     97.48
02:48:36 PM     all      2.14      0.00      0.15      0.00      0.00     97.70
02:48:38 PM     all      3.03      0.00      0.20      0.00      0.00     96.77
02:48:40 PM     all      2.18      0.00      0.09      0.00      0.00     97.73
02:48:42 PM     all      2.94      0.00      0.15      0.00      0.00     96.91
02:48:44 PM     all      3.99      0.00      0.25      0.00      0.00     95.76
02:48:46 PM     all      2.92      0.00      0.31      0.00      0.00     96.77
02:48:48 PM     all      2.96      0.00      0.45      0.00      0.00     96.59
02:48:50 PM     all      2.64      0.00      0.46      0.00      0.00     96.90
02:48:52 PM     all      3.14      0.00      0.54      0.00      0.00     96.31
02:48:54 PM     all      2.92      0.00      0.58      0.00      0.00     96.50
02:48:56 PM     all      2.21      0.00      0.63      0.00      0.00     97.15
02:48:58 PM     all      2.27      0.00      0.68      0.00      0.00     97.05
02:49:00 PM     all      2.02      0.00      0.87      0.00      0.00     97.12
02:49:02 PM     all      6.36      0.00      5.23      0.00      0.00     88.41
02:49:04 PM     all      1.81      0.00      0.18      0.00      0.00     98.01
02:49:06 PM     all      2.20      0.00      0.14      0.00      0.00     97.66
02:49:08 PM     all      2.18      0.00      0.14      0.00      0.00     97.68
02:49:10 PM     all      2.21      0.00      0.12      0.00      0.00     97.66
02:49:12 PM     all      2.13      0.00      0.19      0.00      0.00     97.69
02:49:14 PM     all      2.23      0.00      0.16      0.00      0.00     97.61
02:49:16 PM     all      2.12      0.00      0.13      0.00      0.00     97.75
02:49:18 PM     all      2.21      0.00      0.16      0.00      0.00     97.63
02:49:20 PM     all      2.20      0.00      0.11      0.00      0.00     97.69
02:49:22 PM     all      2.17      0.00      0.19      0.00      0.00     97.64
02:49:24 PM     all      2.80      0.00      0.26      0.00      0.00     96.94
02:49:26 PM     all      2.89      0.00      0.26      0.00      0.00     96.85
02:49:28 PM     all      2.73      0.00      0.38      0.00      0.00     96.89
02:49:30 PM     all      3.47      0.00      0.43      0.00      0.00     96.10
02:49:32 PM     all      2.56      0.00      0.45      0.00      0.00     96.99
02:49:34 PM     all      2.56      0.00      0.48      0.00      0.00     96.96
02:49:36 PM     all      2.32      0.00      0.52      0.00      0.00     97.16
02:49:38 PM     all      2.12      0.00      0.52      0.00      0.00     97.37
02:49:40 PM     all      2.47      0.00      0.57      0.00      0.00     96.95
02:49:42 PM     all      6.44      0.00      5.42      0.00      0.00     88.13
02:49:44 PM     all      1.85      0.00      0.13      0.00      0.00     98.02
02:49:46 PM     all      1.99      0.00      0.15      0.00      0.00     97.86
02:49:48 PM     all      2.33      0.00      0.18      0.00      0.00     97.49
02:49:50 PM     all      2.06      0.00      0.15      0.00      0.00     97.79
02:49:52 PM     all      2.34      0.00      0.11      0.00      0.00     97.55
02:49:54 PM     all      2.10      0.00      0.19      0.00      0.00     97.72
02:49:56 PM     all      2.40      0.00      0.17      0.00      0.00     97.43
02:49:58 PM     all      2.33      0.00      0.15      0.00      0.00     97.52
02:50:00 PM     all      2.40      0.00      0.13      0.00      0.00     97.46
02:50:02 PM     all      2.17      0.00      0.14      0.00      0.00     97.69
02:50:04 PM     all      2.24      0.00      0.12      0.00      0.00     97.64
02:50:06 PM     all      3.24      0.00      0.29      0.00      0.00     96.47
02:50:08 PM     all      3.72      0.00      0.31      0.00      0.00     95.96
02:50:10 PM     all      2.62      0.00      0.48      0.00      0.00     96.90
02:50:12 PM     all      2.47      0.00      0.50      0.00      0.00     97.03
02:50:14 PM     all      2.47      0.00      0.57      0.00      0.00     96.96
02:50:16 PM     all      2.33      0.00      0.48      0.00      0.00     97.19
02:50:18 PM     all      2.17      0.00      0.62      0.00      0.00     97.21
02:50:20 PM     all      2.19      0.00      0.66      0.00      0.00     97.15
02:50:22 PM     all      6.61      0.00      5.71      0.00      0.00     87.68
