Linux 4.18.0-477.15.1.el8_8.x86_64 (tbm04) 	08/09/2023 	_x86_64_	(32 CPU)

11:13:45 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
11:27:37 PM 501951096 500148964  25562976      4.85        24  10199192 146591352     27.35   2746352  15204088         0
11:27:39 PM 501935012 500132888  25579060      4.85        24  10214876 146655744     27.37   2746360  15220224         0
11:27:41 PM 501947992 500145912  25566080      4.85        24  10199192 146707080     27.38   2746376  15206924         0
11:27:43 PM 501946268 500144196  25567804      4.85        24  10199312 146707080     27.38   2746396  15208056         0
11:27:45 PM 501944332 500142296  25569740      4.85        24  10199252 146707080     27.38   2746384  15210132         0
11:27:47 PM 501943712 500141720  25570360      4.85        24  10199192 146835864     27.40   2746352  15210792         0
11:27:49 PM 501940784 500138816  25573288      4.85        24  10199256 146835864     27.40   2746444  15213008         0
11:27:51 PM 501939704 500137748  25574368      4.85        24  10199192 146687488     27.37   2746356  15214988         0
11:27:53 PM 501918544 500116480  25595528      4.85        24  10218404 146706392     27.38   2746364  15235856         0
11:27:55 PM 501916324 500114268  25597748      4.85        24  10218464 146697616     27.37   2746368  15237916         0
11:27:57 PM 501897376 500095324  25616696      4.86        24  10218344 146617648     27.36   2746348  15257648         0
11:27:59 PM 501912488 500110408  25601584      4.85        24  10199192 146682040     27.37   2746352  15240492         0
11:28:01 PM 501897484 500095504  25616588      4.86        24  10199132 146810824     27.40   2746328  15256416         0
11:28:03 PM 501894864 500092932  25619208      4.86        24  10199372 146799536     27.39   2746400  15258920         0
11:28:05 PM 501894604 500092728  25619468      4.86        24  10199192 146727012     27.38   2746352  15260668         0
11:28:07 PM 501891592 500089728  25622480      4.86        24  10199192 146727012     27.38   2746352  15262348         0
11:28:09 PM 501889548 500087720  25624524      4.86        24  10199312 146724536     27.38   2746384  15264124         0
11:28:11 PM 501871232 500069416  25642840      4.86        24  10199192 146710440     27.38   2746360  15282848         0
11:28:13 PM 501851088 500049276  25662984      4.86        24  10218296 146697968     27.37   2746364  15303432         0
11:28:15 PM 501868180 500066408  25645892      4.86        24  10199192 146697968     27.37   2746344  15286488         0
11:28:17 PM 501866620 500064820  25647452      4.86        24  10199192 146891144     27.41   2746368  15287864         0
11:28:19 PM 501864216 500062424  25649856      4.86        24  10199192 146955536     27.42   2746356  15289916         0
11:28:21 PM 501863556 500061788  25650516      4.86        24  10199192 146955536     27.42   2746356  15291396         0
11:28:23 PM 501841324 500039608  25672748      4.87        24  10218404 146916412     27.41   2746388  15312248         0
11:28:25 PM 501859712 500058012  25654360      4.86        24  10199252 146916412     27.41   2746380  15294176         0
11:28:27 PM 501838960 500037268  25675112      4.87        24  10218468 146900000     27.41   2746388  15314132         0
11:28:29 PM 501857136 500055492  25656936      4.86        24  10199132 146823096     27.40   2746340  15297088         0
11:28:31 PM 501855912 500054216  25658160      4.86        24  10199316 146823096     27.40   2746408  15297996         0
11:28:33 PM 501836764 500035052  25677308      4.87        24  10216892 146736764     27.38   2746368  15316744         0
11:28:35 PM 501853816 500052140  25660256      4.86        24  10199256 146801156     27.39   2746368  15300684         0
11:28:37 PM 501851316 500049632  25662756      4.86        24  10199192 146791132     27.39   2746360  15302176         0
11:28:39 PM 501849984 500048344  25664088      4.87        24  10199252 146646040     27.36   2746360  15304396         0
11:28:41 PM 501848800 500047036  25665272      4.87        24  10199252 146640800     27.36   2746376  15306116         0
11:28:43 PM 501848080 500046244  25665992      4.87        24  10199192 146638792     27.36   2746352  15306336         0
11:28:45 PM 501845196 500043400  25668876      4.87        24  10199192 146626932     27.36   2746368  15309508         0
11:28:47 PM 501843472 500041672  25670600      4.87        24  10199192 146683632     27.37   2746344  15309908         0
11:28:49 PM 501842768 500040936  25671304      4.87        24  10199192 146683632     27.37   2746384  15311172         0
11:28:51 PM 501841660 500039876  25672412      4.87        24  10199192 146748024     27.38   2746344  15313304         0
11:28:53 PM 501839316 500037624  25674756      4.87        24  10199264 146766924     27.39   2746368  15314248         0
11:28:55 PM 501837424 500035704  25676648      4.87        24  10199256 146818444     27.40   2746364  15316028         0
11:28:57 PM 501816856 500015184  25697216      4.87        24  10199204 146810248     27.39   2746360  15336652         0
11:28:59 PM 501815052 500013312  25699020      4.87        24  10199204 146780764     27.39   2746360  15338348         0
11:29:01 PM 501814200 500012516  25699872      4.87        24  10199204 146845156     27.40   2746356  15339340         0
11:29:03 PM 501812748 500011136  25701324      4.87        24  10199204 146765324     27.39   2746372  15340920         0
11:29:05 PM 501809948 500008384  25704124      4.87        24  10199144 146765324     27.39   2746348  15342744         0
11:29:07 PM 501809308 500007796  25704764      4.87        24  10199264 146687320     27.37   2746364  15344320         0
11:29:09 PM 501812616 500011076  25701456      4.87        24  10207328 146676056     27.37   2746380  15340356         0
11:29:11 PM 501808780 500007312  25705292      4.87        24  10208780 146663596     27.37   2746364  15344084         0
11:29:13 PM 501817276 500015844  25696796      4.87        24  10199204 146663596     27.37   2746372  15336244         0
11:29:15 PM 501815292 500013884  25698780      4.87        24  10199204 146663596     27.37   2746364  15337912         0
11:29:17 PM 501756064 499954668  25758008      4.88        24  10218236 146596280     27.36   2746324  15396860         0
11:29:19 PM 501773668 499972244  25740404      4.88        24  10199264 146659544     27.37   2746380  15379364         0
11:29:21 PM 501760240 499958828  25753832      4.88        24  10211300 146646500     27.36   2746348  15392724         0
11:29:23 PM 501769948 499968460  25744124      4.88        24  10199324 146727856     27.38   2746384  15383184         0
11:29:25 PM 501749988 499948440  25764084      4.88        24  10199204 146733588     27.38   2746356  15404268         0
11:29:27 PM 501746036 499944512  25768036      4.88        24  10199204 146733588     27.38   2746372  15407104         0
11:29:29 PM 501743716 499942204  25770356      4.89        24  10199264 146733588     27.38   2746400  15409384         0
11:29:31 PM 501743104 499941604  25770968      4.89        24  10199264 146719960     27.38   2746392  15410528         0
11:29:33 PM 501740188 499938732  25773884      4.89        24  10199324 146719960     27.38   2746416  15411608         0
11:29:35 PM 501739736 499938292  25774336      4.89        24  10199204 146784352     27.39   2746360  15414024         0
11:29:37 PM 501737924 499936504  25776148      4.89        24  10199280 146848744     27.40   2746404  15414940         0
11:29:39 PM 501736576 499935176  25777496      4.89        24  10199204 146848744     27.40   2746360  15416444         0
11:29:41 PM 501715076 499913732  25798996      4.89        24  10218416 146835476     27.40   2746364  15438168         0
11:29:43 PM 501733552 499932164  25780520      4.89        24  10199324 146823616     27.40   2746384  15419868         0
11:29:45 PM 501712600 499911224  25801472      4.89        24  10218416 146823616     27.40   2746364  15440016         0
11:29:47 PM 501730444 499929040  25783628      4.89        24  10199264 146756556     27.38   2746384  15422464         0
11:29:49 PM 501709036 499907684  25805036      4.89        24  10218476 146885340     27.41   2746392  15443736         0
11:29:51 PM 501708020 499906696  25806052      4.89        24  10218356 146806260     27.39   2746376  15444160         0
11:29:53 PM 501726116 499924784  25787956      4.89        24  10199208 146872180     27.41   2746356  15425940         0
11:29:55 PM 501704640 499903332  25809432      4.89        24  10199264 146786216     27.39   2746380  15447252         0
11:29:57 PM 501704104 499902756  25809968      4.89        24  10199204 146711748     27.38   2746380  15449536         0
11:29:59 PM 501682868 499881492  25831204      4.90        24  10218356 146776140     27.39   2746360  15470336         0
11:30:01 PM 501700656 499899292  25813416      4.89        24  10199144 146840536     27.40   2746340  15452408         0
11:30:03 PM 501698076 499896716  25815996      4.89        24  10199204 146761296     27.39   2746360  15453544         0
11:30:05 PM 501697112 499895764  25816960      4.89        24  10199260 146761296     27.39   2746408  15455744         0
11:30:07 PM 501694152 499892816  25819920      4.89        24  10199204 146761296     27.39   2746364  15457756         0
11:30:09 PM 501693748 499892420  25820324      4.89        24  10199204 146761296     27.39   2746360  15459252         0
11:30:11 PM 501675160 499873784  25838912      4.90        24  10218372 146757184     27.39   2746372  15478232         0
11:30:13 PM 501733332 499931940  25780740      4.89        24  10199264 146740984     27.38   2746368  15419332         0
11:30:15 PM 501715852 499914512  25798220      4.89        24  10199264 146740568     27.38   2746368  15436424         0
11:30:17 PM 501700948 499899652  25813124      4.89        24  10207272 146740404     27.38   2746372  15451080         0
11:30:19 PM 501706752 499905472  25807320      4.89        24  10199204 146667140     27.37   2746360  15445352         0
11:30:21 PM 501706772 499905540  25807300      4.89        24  10199208 146731532     27.38   2746356  15446548         0
11:30:23 PM 501702648 499901448  25811424      4.89        24  10199336 146711452     27.38   2746404  15450080         0
11:30:25 PM 501701616 499900368  25812456      4.89        24  10199332 146562244     27.35   2746400  15451148         0
11:30:27 PM 501681748 499880536  25832324      4.90        24  10218424 146691028     27.37   2746400  15471584         0
11:30:29 PM 501682048 499880828  25832024      4.90        24  10218364 146675540     27.37   2746376  15471920         0
11:30:31 PM 501698656 499897444  25815416      4.89        24  10199272 146780212     27.39   2746408  15454680         0
11:30:33 PM 501696256 499895024  25817816      4.89        24  10199272 146844604     27.40   2746392  15456960         0
11:30:35 PM 501694948 499893736  25819124      4.89        24  10199332 146671308     27.37   2746408  15458100         0
11:30:37 PM 501694092 499892772  25819980      4.89        24  10199212 146735700     27.38   2746368  15459552         0
11:30:39 PM 501692716 499891456  25821356      4.89        24  10199272 146732128     27.38   2746400  15460224         0
11:30:41 PM 501689872 499888772  25824200      4.90        24  10199304 146867128     27.41   2746404  15462448         0
11:30:43 PM 501688672 499887528  25825400      4.90        24  10199304 146867128     27.41   2746396  15464060         0
11:30:45 PM 501678292 499877232  25835780      4.90        24  10208880 146931520     27.42   2746400  15474028         0
11:30:47 PM 501685960 499884960  25828112      4.90        24  10199244 146923792     27.42   2746404  15466164         0
11:30:49 PM 501683992 499883036  25830080      4.90        24  10199284 146855576     27.40   2746412  15467488         0
11:30:51 PM 501682944 499881924  25831128      4.90        24  10199344 146919968     27.42   2746428  15469084         0
11:30:53 PM 501680400 499879380  25833672      4.90        24  10199284 146978044     27.43   2746408  15470908         0
11:30:55 PM 501680252 499879272  25833820      4.90        24  10199284 146969112     27.42   2746392  15471980         0
11:30:57 PM 501679128 499878212  25834944      4.90        24  10199224 146969112     27.42   2746384  15473716         0
11:30:59 PM 501678648 499877788  25835424      4.90        24  10199220 146952432     27.42   2746392  15473920         0
11:31:01 PM 501677708 499876820  25836364      4.90        24  10199220 146939976     27.42   2746392  15475528         0
11:31:03 PM 501675472 499874636  25838600      4.90        24  10199280 146862532     27.40   2746392  15477036         0
11:31:05 PM 501654988 499854204  25859084      4.90        24  10199220 146991316     27.43   2746392  15498604         0
11:31:07 PM 501652248 499851472  25861824      4.90        24  10199280 146991316     27.43   2746416  15500192         0
11:31:09 PM 501651232 499850316  25862840      4.90        24  10199284 146926820     27.42   2746400  15501772         0
11:31:11 PM 501648028 499847040  25866044      4.90        24  10199284 146854968     27.40   2746416  15504124         0
11:31:13 PM 501610780 499809820  25903292      4.91        24  10199220 146854968     27.40   2746376  15542156         0
11:31:15 PM 501590432 499789468  25923640      4.91        24  10199160 146792664     27.39   2746384  15562900         0
11:31:17 PM 501587940 499786924  25926132      4.91        24  10199220 146921448     27.42   2746392  15565212         0
11:31:19 PM 501587012 499786008  25927060      4.91        24  10199220 146845804     27.40   2746376  15564896         0
11:31:21 PM 501584136 499783156  25929936      4.92        24  10199344 146974588     27.43   2746432  15568208         0
11:31:23 PM 501581392 499780456  25932680      4.92        24  10199220 146961148     27.42   2746392  15570940         0
11:31:25 PM 501579420 499778508  25934652      4.92        24  10199220 146961148     27.42   2746384  15573264         0
11:31:27 PM 501559824 499758976  25954248      4.92        24  10217868 146961148     27.42   2746392  15592776         0
11:31:29 PM 501557676 499756864  25956396      4.92        24  10199160 147011900     27.43   2746360  15594480         0
11:31:31 PM 501556712 499755896  25957360      4.92        24  10199220 146940200     27.42   2746408  15596188         0
11:31:33 PM 501606368 499805564  25907704      4.91        24  10199220 146940200     27.42   2746384  15546276         0
11:31:35 PM 501584960 499784160  25929112      4.92        24  10199220 146930720     27.42   2746408  15566432         0
11:31:37 PM 501584532 499783688  25929540      4.92        24  10199284 146917692     27.42   2746400  15568204         0
11:31:39 PM 501582860 499782020  25931212      4.92        24  10199208 146773448     27.39   2746388  15568716         0
11:31:41 PM 501581876 499781056  25932196      4.92        24  10199280 146837840     27.40   2746388  15570424         0
11:31:43 PM 501580292 499779544  25933780      4.92        24  10199220 146768748     27.39   2746380  15571352         0
11:31:45 PM 501579032 499778256  25935040      4.92        24  10199280 146768748     27.39   2746424  15573064         0
11:31:47 PM 501578388 499777632  25935684      4.92        24  10199220 146883756     27.41   2746376  15574216         0
11:31:49 PM 501576792 499776004  25937280      4.92        24  10199280 146731820     27.38   2746400  15575596         0
11:31:51 PM 501574604 499773788  25939468      4.92        24  10199280 146718196     27.38   2746408  15577544         0
11:31:53 PM 501572688 499771880  25941384      4.92        24  10199228 146639764     27.36   2746380  15577964         0
11:31:55 PM 501572480 499771628  25941592      4.92        24  10199288 146551988     27.35   2746424  15579396         0
11:31:57 PM 501569888 499769056  25944184      4.92        24  10199228 146680772     27.37   2746376  15580592         0
11:31:59 PM 501549312 499748536  25964760      4.92        24  10218440 146667120     27.37   2746400  15601764         0
11:32:01 PM 501546276 499745448  25967796      4.92        24  10220396 146725940     27.38   2746376  15604692         0
11:32:03 PM 501566244 499765440  25947828      4.92        24  10199292 146714028     27.38   2746416  15584784         0
11:32:05 PM 501566432 499765620  25947640      4.92        24  10199292 146636580     27.36   2746420  15586464         0
11:32:07 PM 501544968 499744212  25969104      4.92        24  10218440 146700972     27.37   2746400  15606448         0
11:32:09 PM 501561192 499760480  25952880      4.92        24  10199348 146699272     27.37   2746432  15589776         0
11:32:11 PM 501560468 499759748  25953604      4.92        24  10199288 146828056     27.40   2746392  15590800         0
11:32:13 PM 501559768 499759128  25954304      4.92        24  10199288 146750612     27.38   2746408  15592032         0
11:32:15 PM 501527120 499726564  25986952      4.93        24  10211324 146815004     27.40   2746384  15624240         0
11:32:17 PM 501537120 499736572  25976952      4.92        24  10199228 146879240     27.41   2746400  15613480         0
11:32:19 PM 501536160 499735620  25977912      4.92        24  10199288 146943632     27.42   2746392  15615040         0
11:32:21 PM 501533096 499732564  25980976      4.93        24  10199348 146928820     27.42   2746416  15617956         0
11:32:23 PM 501532196 499731580  25981876      4.93        24  10199228 147039236     27.44   2746396  15618968         0
11:32:25 PM 501530272 499729696  25983800      4.93        24  10199228 147168020     27.46   2746388  15620480         0
11:32:27 PM 501511972 499711468  26002100      4.93        24  10199792 147094176     27.45   2746904  15637300         0
11:32:29 PM 501512012 499711572  26002060      4.93        24  10199228 147158568     27.46   2746392  15638956         0
11:32:31 PM 501490544 499690144  26023528      4.93        24  10199288 147158568     27.46   2746392  15659880         0
11:32:33 PM 501489244 499688888  26024828      4.93        24  10199288 147093384     27.45   2746392  15661596         0
11:32:35 PM 501488160 499687740  26025912      4.93        24  10199228 147017128     27.43   2746408  15662480         0
11:32:37 PM 501537696 499737300  25976376      4.92        24  10199228 146856756     27.40   2746392  15613612         0
11:32:39 PM 501515688 499715332  25998384      4.93        24  10199228 147001604     27.43   2746392  15634356         0
11:32:41 PM 501513880 499713552  26000192      4.93        24  10199288 146909552     27.41   2746392  15635672         0
11:32:43 PM 501513028 499712740  26001044      4.93        24  10199288 146909552     27.41   2746392  15637168         0
11:32:45 PM 501511744 499711408  26002328      4.93        24  10199288 146909552     27.41   2746408  15638588         0
11:32:47 PM 501509980 499709668  26004092      4.93        24  10199228 146973944     27.43   2746400  15639940         0
11:32:49 PM 501509436 499709128  26004636      4.93        24  10199288 147038336     27.44   2746408  15641016         0
11:32:51 PM 501508368 499708080  26005704      4.93        24  10199348 146880560     27.41   2746432  15642068         0
11:32:53 PM 501507836 499707496  26006236      4.93        24  10199228 146811388     27.40   2746396  15643116         0
11:32:55 PM 501506644 499706240  26007428      4.93        24  10199288 146875780     27.41   2746400  15644560         0
11:32:57 PM 501505372 499704904  26008700      4.93        24  10199604 146858000     27.40   2746368  15646332         0
11:32:59 PM 501504160 499703708  26009912      4.93        24  10199288 146858000     27.40   2746408  15647688         0
11:33:01 PM 501502680 499702256  26011392      4.93        24  10199232 146858000     27.40   2746376  15649776         0
11:33:03 PM 501500480 499700032  26013592      4.93        24  10199228 146843152     27.40   2746408  15650960         0
11:33:05 PM 501499284 499698864  26014788      4.93        24  10199228 146907544     27.41   2746384  15651704         0
11:33:07 PM 501498264 499697864  26015808      4.93        24  10199228 146907544     27.41   2746376  15653744         0
11:33:09 PM 501496716 499696356  26017356      4.93        24  10199288 146971936     27.43   2746416  15654108         0
11:33:11 PM 501495936 499695600  26018136      4.93        24  10199356 146971936     27.43   2746408  15655604         0
11:33:13 PM 501494232 499693928  26019840      4.93        24  10199228 146971936     27.43   2746384  15657584         0
11:33:15 PM 501493156 499692884  26020916      4.93        24  10199292 146960420     27.42   2746416  15658496         0
11:33:17 PM 501491412 499691108  26022660      4.93        24  10199240 147089204     27.45   2746396  15659904         0
11:33:19 PM 501490904 499690628  26023168      4.93        24  10199228 147153596     27.46   2746380  15660672         0
11:33:21 PM 501488912 499688680  26025160      4.93        24  10199348 147153596     27.46   2746420  15662532         0
11:33:23 PM 501487560 499687396  26026512      4.93        24  10199236 147141208     27.46   2746380  15662308         0
11:33:25 PM 501486200 499686088  26027872      4.93        24  10199296 147074576     27.44   2746404  15663508         0
11:33:27 PM 501484560 499684428  26029512      4.93        24  10199236 146983472     27.43   2746424  15665860         0
11:33:29 PM 501482704 499682600  26031368      4.93        24  10199236 147112264     27.45   2746392  15667180         0
11:33:31 PM 501481544 499681392  26032528      4.93        24  10199356 146958564     27.42   2746424  15668972         0
11:33:33 PM 501479500 499679336  26034572      4.94        24  10198900 146881716     27.41   2746388  15670388         0
11:33:35 PM 501477780 499677640  26036292      4.94        24  10199236 146946108     27.42   2746400  15672376         0
11:33:37 PM 501476360 499676224  26037712      4.94        24  10199300 146871024     27.41   2746404  15673676         0
11:33:39 PM 501475720 499675596  26038352      4.94        24  10199236 146871024     27.41   2746408  15674872         0
11:33:41 PM 501473072 499672960  26041000      4.94        24  10199176 146871024     27.41   2746376  15676404         0
11:33:43 PM 501471636 499671536  26042436      4.94        24  10200308 146795940     27.39   2746416  15678816         0
11:33:45 PM 501471936 499671812  26042136      4.94        24  10199296 146719488     27.38   2746424  15678508         0
11:33:47 PM 501470692 499670532  26043380      4.94        24  10199188 146961816     27.42   2746388  15679596         0
11:33:49 PM 501469548 499669420  26044524      4.94        24  10199296 146885548     27.41   2746400  15680868         0
11:33:51 PM 501467052 499666924  26047020      4.94        24  10199296 146736000     27.38   2746920  15683076         0
11:33:53 PM 501464708 499664528  26049364      4.94        24  10199236 146708320     27.38   2746404  15685152         0
11:33:55 PM 501444940 499644752  26069132      4.94        24  10218384 146889032     27.41   2746384  15704508         0
11:33:57 PM 501463140 499663040  26050932      4.94        24  10199240 146870076     27.41   2746400  15686596         0
11:33:59 PM 501460876 499660756  26053196      4.94        24  10199236 146934484     27.42   2746392  15688580         0
11:34:01 PM 501459828 499659712  26054244      4.94        24  10199056 146934484     27.42   2746376  15689852         0
11:34:03 PM 501459648 499659504  26054424      4.94        24  10199236 146860484     27.40   2746392  15691400         0
11:34:05 PM 501457040 499656924  26057032      4.94        24  10199416 146784920     27.39   2746448  15692152         0
11:34:07 PM 501456532 499656424  26057540      4.94        24  10199236 146784920     27.39   2746416  15693780         0
11:34:09 PM 501455192 499655024  26058880      4.94        24  10199680 146760604     27.39   2746368  15694904         0
11:34:11 PM 501454140 499654000  26059932      4.94        24  10199236 146877528     27.41   2746392  15696108         0
11:34:13 PM 501452116 499651988  26061956      4.94        24  10199236 146941920     27.42   2746400  15698312         0
11:34:15 PM 501450068 499649996  26064004      4.94        24  10199296 146931344     27.42   2746408  15698776         0
11:34:17 PM 501448836 499648868  26065236      4.94        24  10199236 146995736     27.43   2746416  15700444         0
11:34:19 PM 501447336 499647396  26066736      4.94        24  10199356 146919384     27.42   2746440  15701868         0
11:34:21 PM 501395136 499595212  26118936      4.95        24  10218388 146983776     27.43   2746388  15753612         0
11:34:23 PM 501412796 499612904  26101276      4.95        24  10199352 146997140     27.43   2746416  15735944         0
11:34:25 PM 501412864 499612996  26101208      4.95        24  10199416 146924496     27.42   2746428  15736644         0
11:34:27 PM 501410580 499610712  26103492      4.95        24  10199300 146924496     27.42   2746412  15738760         0
11:34:29 PM 501390528 499590672  26123544      4.95        24  10218448 146911444     27.41   2746400  15759396         0
11:34:31 PM 501409036 499609120  26105036      4.95        24  10199236 147039864     27.44   2746400  15740728         0
11:34:33 PM 501406820 499606980  26107252      4.95        24  10199176 147168648     27.46   2746384  15743016         0
11:34:35 PM 501406204 499606420  26107868      4.95        24  10199296 147100584     27.45   2746400  15743132         0
11:34:37 PM 501403992 499604212  26110080      4.95        24  10199296 147031296     27.44   2746408  15744652         0
11:34:39 PM 501404060 499604220  26110012      4.95        24  10199236 147020620     27.43   2746416  15745864         0
11:34:41 PM 501401684 499601856  26112388      4.95        24  10199236 146946748     27.42   2746392  15747640         0
11:34:43 PM 501401856 499602044  26112216      4.95        24  10199360 146946748     27.42   2746432  15747860         0
11:34:45 PM 501386276 499585984  26127796      4.95        24  10213792 146946748     27.42   2746372  15763748         0
11:34:47 PM 501399044 499599320  26115028      4.95        24  10199296 147075532     27.44   2746416  15750760         0
11:34:49 PM 501397024 499597340  26117048      4.95        24  10199296 146937304     27.42   2746416  15751956         0
11:34:51 PM 501396280 499596660  26117792      4.95        24  10199176 146863308     27.40   2746384  15753060         0
11:34:53 PM 501394088 499594448  26119984      4.95        24  10199296 146922268     27.42   2746396  15754600         0
11:34:55 PM 501386744 499587132  26127328      4.95        24  10204780 146922268     27.42   2752436  15756456         0
11:34:57 PM 501390296 499590744  26123776      4.95        24  10199356 146920872     27.42   2746440  15757428         0
11:34:59 PM 501389540 499590020  26124532      4.95        24  10199236 146920872     27.42   2746392  15758692         0
11:35:01 PM 501435932 499636468  26078140      4.94        24  10199296 146985264     27.43   2746424  15712448         0
11:35:03 PM 501434372 499634936  26079700      4.94        24  10199236 146973880     27.43   2746416  15714136         0
11:35:05 PM 501433548 499634096  26080524      4.94        24  10199236 146963208     27.42   2746400  15714708         0
11:35:07 PM 501430396 499630884  26083676      4.94        24  10199292 146947768     27.42   2746424  15717020         0
11:35:09 PM 501431116 499631632  26082956      4.94        24  10199236 146937084     27.42   2746400  15718284         0
11:35:11 PM 501427956 499628532  26086116      4.95        24  10199300 147065868     27.44   2746416  15721128         0
11:35:13 PM 501427488 499627936  26086584      4.95        24  10199176 146990204     27.43   2746388  15721944         0
11:35:15 PM 501425688 499626112  26088384      4.95        24  10199176 146914544     27.41   2746404  15723228         0
11:35:17 PM 501406176 499606628  26107896      4.95        24  10218508 147107720     27.45   2746436  15743032         0
11:35:19 PM 501422404 499622876  26091668      4.95        24  10199324 146969688     27.42   2746496  15725480         0
11:35:21 PM 501366884 499567376  26147188      4.96        24  10255180 146969688     27.42   2764036  15764900         0
11:35:23 PM 501418440 499618908  26095632      4.95        24  10199116 146920380     27.42   2746372  15730276         0
11:35:25 PM 501416020 499616524  26098052      4.95        24  10199740 146920380     27.42   2746900  15731704         0
11:35:27 PM 501415520 499616052  26098552      4.95        24  10199296 146845320     27.40   2746400  15732232         0
11:35:29 PM 501413928 499614496  26100144      4.95        24  10199236 146909712     27.41   2746420  15734324         0
11:35:31 PM 501413196 499613664  26100876      4.95        24  10199296 146903400     27.41   2746416  15735612         0
11:35:33 PM 501411940 499612428  26102132      4.95        24  10199240 146826500     27.40   2746408  15736936         0
11:35:35 PM 501410420 499610916  26103652      4.95        24  10199420 146741312     27.38   2746440  15738072         0
11:35:37 PM 501408968 499609392  26105104      4.95        24  10199112 146741312     27.38   2746368  15739896         0
11:35:39 PM 501388940 499589376  26125132      4.95        24  10218452 146793248     27.39   2746440  15760272         0
11:35:41 PM 501406500 499606912  26107572      4.95        24  10199236 146910168     27.41   2746400  15742104         0
11:35:43 PM 501403348 499603748  26110724      4.95        24  10198884 146974028     27.43   2746392  15744732         0
11:35:45 PM 501402944 499603396  26111128      4.95        24  10199240 146961572     27.42   2746400  15744132         0
11:35:47 PM 501402020 499602544  26112052      4.95        24  10199240 147025964     27.44   2746392  15745344         0
11:35:49 PM 501391212 499591716  26122860      4.95        24  10199240 147017080     27.43   2746392  15757268         0
11:35:51 PM 501389404 499589956  26124668      4.95        24  10199300 147017080     27.43   2746408  15758784         0
11:35:53 PM 501389560 499590140  26124512      4.95        24  10199188 147084644     27.45   2746396  15758884         0
11:35:55 PM 501368812 499569436  26145260      4.96        24  10218388 147084644     27.45   2746396  15779564         0
11:35:57 PM 501386436 499587104  26127636      4.95        24  10199236 146994332     27.43   2746388  15763216         0
11:35:59 PM 501382592 499583232  26131480      4.95        24  10199236 147109464     27.45   2746420  15765704         0
11:36:01 PM 501428896 499629560  26085176      4.94        24  10199236 147043884     27.44   2746416  15719820         0
11:36:03 PM 501412248 499613020  26101824      4.95        24  10214860 147108200     27.45   2746392  15736336         0
11:36:05 PM 501427656 499628476  26086416      4.95        24  10199236 147038852     27.44   2746392  15721240         0
11:36:07 PM 501426816 499627572  26087256      4.95        24  10199052 147091988     27.45   2746352  15722464         0
11:36:09 PM 501406064 499606836  26108008      4.95        24  10218388 147091988     27.45   2757000  15731596         0
11:36:11 PM 501423592 499624312  26090480      4.95        24  10199240 147091988     27.45   2746408  15725852         0
11:36:13 PM 501389040 499589780  26125032      4.95        24  10231996 147091988     27.45   2746424  15759876         0
11:36:15 PM 501421164 499621924  26092908      4.95        24  10199296 146947720     27.42   2746404  15727324         0
11:36:17 PM 501420088 499620872  26093984      4.95        24  10199296 147012124     27.43   2746408  15729304         0
11:36:19 PM 501418900 499619740  26095172      4.95        24  10199296 147076516     27.44   2746424  15730028         0
11:36:21 PM 501416704 499617588  26097368      4.95        24  10199296 147068248     27.44   2746440  15731772         0
11:36:23 PM 501415636 499616500  26098436      4.95        24  10199364 147021212     27.43   2746440  15733524         0
11:36:25 PM 501414488 499615380  26099584      4.95        24  10199304 147009944     27.43   2746420  15733708         0
11:36:27 PM 501413604 499614532  26100468      4.95        24  10199304 146934288     27.42   2746404  15733988         0
11:36:29 PM 501412688 499613584  26101384      4.95        24  10199244 146907592     27.41   2746396  15735520         0
11:36:31 PM 501411060 499612012  26103012      4.95        24  10199244 146907592     27.41   2746388  15738008         0
11:36:33 PM 501409368 499610300  26104704      4.95        24  10199364 146895900     27.41   2746432  15739268         0
11:36:35 PM 501408160 499609064  26105912      4.95        24  10199184 146947232     27.42   2746392  15739964         0
11:36:37 PM 501406348 499607336  26107724      4.95        24  10199308 147011624     27.43   2746416  15741628         0
11:36:39 PM 501406044 499607108  26108028      4.95        24  10199244 147011164     27.43   2746892  15742456         0
11:36:41 PM 501404292 499605416  26109780      4.95        24  10199184 147067752     27.44   2746380  15743636         0
11:36:43 PM 501402824 499603984  26111248      4.95        24  10199304 147067752     27.44   2746408  15745172         0
11:36:45 PM 501402612 499603732  26111460      4.95        24  10199184 147132144     27.46   2746376  15745472         0
11:36:47 PM 501401532 499602624  26112540      4.95        24  10199244 147196536     27.47   2746400  15747084         0
11:36:49 PM 501400376 499601500  26113696      4.95        24  10199244 147196536     27.47   2746424  15748172         0
11:36:51 PM 501399328 499600468  26114744      4.95        24  10199188 147132124     27.46   2746384  15748736         0
11:36:53 PM 501398332 499599492  26115740      4.95        24  10199304 147157056     27.46   2746444  15749844         0
11:36:55 PM 501395776 499596924  26118296      4.95        24  10199244 147084124     27.45   2746396  15751468         0
11:36:57 PM 501451084 499652168  26062988      4.94        24  10199368 146998736     27.43   2746428  15696600         0
11:36:59 PM 501423772 499624868  26090300      4.95        24  10199244 146920696     27.42   2746404  15724176         0
11:37:01 PM 501423160 499624192  26090912      4.95        24  10199184 146849960     27.40   2746380  15724764         0
