Linux 4.18.0-477.15.1.el8_8.x86_64 (b526) 	08/10/2023 	_x86_64_	(56 CPU)

01:11:25 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
01:13:31 PM 237463756 236780560  26296348      9.97        24   9530120  73224776     26.91   2837812  14930360         0
01:13:33 PM 237450364 236766324  26309740      9.97        24   9528264  73209108     26.90   2835792  14943120         0
01:13:35 PM 237438636 236754576  26321468      9.98        24   9527616  73230440     26.91   2835496  14955724         0
01:13:37 PM 237426176 236741920  26333928      9.98        24   9527344  73250196     26.92   2834748  14968588         0
01:13:39 PM 237416648 236731080  26343456      9.99        24   9524188  73192884     26.89   2831732  14980476         0
01:13:41 PM 237412856 236722820  26347248      9.99        24   9514932  73179960     26.89   2822456  14992372         0
01:13:43 PM 237401868 236711416  26358236      9.99        24   9513604  73207800     26.90   2821304  15005180         0
01:13:45 PM 237389860 236699064  26370244     10.00        24   9513080  73210712     26.90   2820300  15017800         0
01:13:47 PM 237378028 236687196  26382076     10.00        24   9512208  73201400     26.90   2819924  15029696         0
01:13:49 PM 237377656 236686704  26382448     10.00        24   9498864  73223128     26.91   2819396  15030032         0
01:13:51 PM 237374364 236683096  26385740     10.00        24   9491728  73171852     26.89   2818408  15035676         0
01:13:53 PM 237379140 236687556  26380964     10.00        24   9474600  73170048     26.89   2817440  15031628         0
01:13:55 PM 237366560 236675036  26393544     10.01        24   9472948  73200264     26.90   2818308  15041872         0
01:13:57 PM 237318708 236626840  26441396     10.02        24   9508552  73200984     26.90   2816252  15090996         0
01:13:59 PM 237308124 236616180  26451980     10.03        24   9508092  73203912     26.90   2815824  15103392         0
01:14:01 PM 237293284 236601448  26466820     10.03        24   9508384  73255720     26.92   2815596  15115584         0
01:14:03 PM 237280828 236589044  26479276     10.04        24   9507552  73174264     26.89   2815424  15128588         0
01:14:05 PM 237268232 236576496  26491872     10.04        24   9506984  73180368     26.89   2815168  15140920         0
01:14:07 PM 237257496 236565916  26502608     10.05        24   9507516  73209468     26.90   2815228  15152524         0
01:14:09 PM 237244484 236553024  26515620     10.05        24   9507480  73211708     26.90   2815200  15165660         0
01:14:11 PM 237237600 236546376  26522504     10.06        24   9500904  73303960     26.94   2815192  15170960         0
01:14:13 PM 237240088 236548976  26520016     10.05        24   9485104  73308956     26.94   2815176  15167480         0
01:14:15 PM 237240264 236549284  26519840     10.05        24   9470140  73307316     26.94   2815152  15167700         0
01:14:17 PM 237190484 236499668  26569620     10.07        24   9507096  73285276     26.93   2815132  15216100         0
01:14:19 PM 237176964 236486256  26583140     10.08        24   9507436  73291204     26.93   2815132  15229776         0
01:14:21 PM 237165708 236475144  26594396     10.08        24   9506992  73287344     26.93   2815116  15242088         0
