Linux 4.18.0-477.15.1.el8_8.x86_64 (bhm06) 	08/10/2023 	_x86_64_	(56 CPU)

08:14:33 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
08:16:51 AM 1016857624 1013773464  39422552      3.73        24  17654808 220197328     20.68   2836408  27644472         0
08:16:53 AM 1016740728 1013656632  39539448      3.74        24  17654808 220485716     20.71   2836408  27760864         0
08:16:55 AM 1016592444 1013508268  39687732      3.76        24  17654808 220494240     20.71   2836424  27909712         0
08:16:57 AM 1016466124 1013382012  39814052      3.77        24  17654820 220743308     20.73   2836416  28035828         0
08:16:59 AM 1016294204 1013210196  39985972      3.79        24  17654820 220846252     20.74   2836440  28206220         0
08:17:01 AM 1016167680 1013083720  40112496      3.80        24  17655104 220786324     20.74   2836448  28333444         0
08:17:03 AM 1016131148 1013047220  40149028      3.80        24  17655148 220931840     20.75   2836432  28369928         0
08:17:05 AM 1016126544 1013042536  40153632      3.80        24  17654820 220947400     20.75   2836436  28374356         0
08:17:07 AM 1016119860 1013035876  40160316      3.80        24  17654820 220994652     20.76   2836436  28379752         0
08:17:09 AM 1016114596 1013030604  40165580      3.80        24  17654820 220995260     20.76   2836436  28385100         0
08:17:11 AM 1016101544 1013017588  40178632      3.80        24  17654820 221076504     20.76   2836428  28397200         0
08:17:13 AM 1016096760 1013012860  40183416      3.80        24  17654820 221168360     20.77   2836432  28403788         0
08:17:15 AM 1016090684 1013006760  40189492      3.80        24  17654820 221170564     20.77   2836440  28408084         0
08:17:17 AM 1016086624 1013002772  40193552      3.81        24  17654820 221174904     20.77   2836432  28412856         0
08:17:19 AM 1016071872 1012987972  40208304      3.81        24  17654820 221334920     20.79   2836448  28427236         0
08:17:21 AM 1016040820 1012956952  40239356      3.81        24  17688588 221291072     20.78   2870720  28424900         0
08:17:23 AM 1016066000 1012981996  40214176      3.81        24  17654820 221179508     20.77   2836408  28432792         0
08:17:25 AM 1016059324 1012975344  40220852      3.81        24  17654820 221259960     20.78   2836428  28440628         0
08:17:27 AM 1016052460 1012968560  40227716      3.81        24  17654892 221106328     20.77   2836584  28446772         0
08:17:29 AM 1016043768 1012959796  40236408      3.81        24  17654820 221228988     20.78   2836444  28456204         0
08:17:31 AM 1016043104 1012959244  40237072      3.81        24  17654820 221221604     20.78   2836428  28455248         0
08:17:33 AM 1015985236 1012901424  40294940      3.81        24  17709340 221246280     20.78   2891428  28460744         0
08:17:35 AM 1016032696 1012948676  40247480      3.81        24  17654488 221237948     20.78   2836440  28467788         0
08:17:37 AM 1016028388 1012944528  40251788      3.81        24  17654968 221361888     20.79   2836448  28472656         0
08:17:39 AM 1015905784 1012821756  40374392      3.82        24  17769732 221409960     20.80   2836432  28594336         0
08:17:41 AM 1016014764 1012930632  40265412      3.81        24  17654820 221214932     20.78   2836440  28485536         0
08:17:43 AM 1015694376 1012610244  40585800      3.84        24  17854948 221585292     20.81   2836432  28805852         0
08:17:45 AM 1016006860 1012922688  40273316      3.81        24  17654820 221280560     20.78   2836456  28494364         0
08:17:47 AM 1015968772 1012884648  40311404      3.82        24  17655108 221297132     20.79   2836432  28532140         0
08:17:49 AM 1015995428 1012911176  40284748      3.81        24  17654820 221181888     20.77   2836424  28505940         0
08:17:51 AM 1015872812 1012788616  40407364      3.83        24  17654820 221405780     20.80   2836448  28628420         0
08:17:53 AM 1015984512 1012900516  40295664      3.81        24  17654820 221337248     20.79   2836448  28515860         0
08:17:55 AM 1015808892 1012724904  40471284      3.83        24  17707740 221450576     20.80   2836424  28690748         0
08:17:57 AM 1015857328 1012773268  40422848      3.83        24  17769732 221357996     20.79   2836412  28641552         0
08:17:59 AM 1015968792 1012884676  40311384      3.82        24  17654820 221240448     20.78   2836436  28530784         0
08:18:01 AM 1015964420 1012880312  40315756      3.82        24  17654820 221356808     20.79   2836436  28536232         0
08:18:03 AM 1015774072 1012689836  40506104      3.83        24  17723868 221462652     20.80   2836436  28725356         0
08:18:05 AM 1015728228 1012644032  40551948      3.84        24  17765700 221470176     20.80   2836432  28771888         0
08:18:07 AM 1015949124 1012864968  40331052      3.82        24  17654544 221148304     20.77   2836684  28550768         0
08:18:09 AM 1015723976 1012639652  40556200      3.84        24  17761164 221489388     20.80   2836440  28776716         0
08:18:11 AM 1015941448 1012857148  40338728      3.82        24  17654820 221300472     20.79   2836424  28558964         0
08:18:13 AM 1015741256 1012656964  40538920      3.84        24  17736468 221464992     20.80   2836440  28759120         0
08:18:15 AM 1015933452 1012849056  40346724      3.82        24  17654820 221243808     20.78   2836424  28567464         0
08:18:17 AM 1015928960 1012844564  40351216      3.82        24  17654840 221263856     20.78   2836424  28572256         0
08:18:19 AM 1015926300 1012841952  40353876      3.82        24  17654820 221263856     20.78   2836432  28573948         0
08:18:21 AM 1015747620 1012663288  40532556      3.84        24  17714292 221282128     20.78   2836448  28752480         0
08:18:23 AM 1015919672 1012835332  40360504      3.82        24  17654820 221039408     20.76   2836424  28581052         0
08:18:25 AM 1015914476 1012830096  40365700      3.82        24  17654820 221074040     20.76   2836440  28585728         0
08:18:27 AM 1015733936 1012649580  40546240      3.84        24  17717320 221342032     20.79   2836424  28766476         0
08:18:29 AM 1015804756 1012720368  40475420      3.83        24  17654824 221333848     20.79   2836424  28694952         0
08:18:31 AM 1015886356 1012801940  40393820      3.82        24  17654824 221404508     20.80   2836440  28615460         0
08:18:33 AM 1015783972 1012699652  40496204      3.83        24  17769968 221454780     20.80   2865184  28686972         0
08:18:35 AM 1015896740 1012812412  40383436      3.82        24  17654788 221187328     20.78   2836420  28604444         0
08:18:37 AM 1015893580 1012809252  40386596      3.82        24  17654824 221187328     20.78   2836448  28607804         0
08:18:39 AM 1015890012 1012805724  40390164      3.82        24  17654824 221379700     20.79   2836432  28611368         0
08:18:41 AM 1015496480 1012412096  40783696      3.86        24  17828704 221677864     20.82   2836444  29003596         0
08:18:43 AM 1015654964 1012570636  40625212      3.85        24  17766004 221353596     20.79   2836456  28845784         0
08:18:45 AM 1015878188 1012793820  40401988      3.82        24  17654916 221120600     20.77   2836432  28623044         0
08:18:47 AM 1015875412 1012791052  40404764      3.83        24  17654824 221120600     20.77   2836440  28626708         0
08:18:49 AM 1015870336 1012786088  40409840      3.83        24  17654824 221033944     20.76   2836432  28631092         0
08:18:51 AM 1015866240 1012781928  40413936      3.83        24  17654820 220953284     20.75   2836440  28634760         0
08:18:53 AM 1015694304 1012609952  40585872      3.84        24  17701868 221159676     20.77   2836420  28806264         0
08:18:55 AM 1015852248 1012767844  40427928      3.83        24  17654824 221043804     20.76   2836448  28647916         0
08:18:57 AM 1015849932 1012765528  40430244      3.83        24  17654824 221005844     20.76   2836440  28650332         0
08:18:59 AM 1015771000 1012686596  40509176      3.84        24  17654824 221127912     20.77   2836440  28728824         0
08:19:01 AM 1015841872 1012757484  40438304      3.83        24  17654824 220933292     20.75   2836424  28658384         0
08:19:03 AM 1015816636 1012732184  40463540      3.83        24  17654824 220976952     20.76   2836448  28683012         0
08:19:05 AM 1015832028 1012747568  40448148      3.83        24  17654824 220835380     20.74   2836448  28667252         0
08:19:07 AM 1015829376 1012744916  40450800      3.83        24  17654824 220835380     20.74   2836432  28670320         0
08:19:09 AM 1015826456 1012742028  40453720      3.83        24  17654864 220987464     20.76   2836444  28673596         0
08:19:11 AM 1015622548 1012538160  40657628      3.85        24  17769736 221436316     20.80   2836440  28877592         0
08:19:13 AM 1015817224 1012732900  40462952      3.83        24  17654320 221238752     20.78   2836424  28683144         0
08:19:15 AM 1015816096 1012731724  40464080      3.83        24  17654824 221238752     20.78   2836432  28685956         0
08:19:17 AM 1015810072 1012725700  40470104      3.83        24  17654824 221238752     20.78   2836440  28690644         0
08:19:19 AM 1015805900 1012721584  40474276      3.83        24  17655328 221257192     20.78   2836960  28694320         0
08:19:21 AM 1015803056 1012718804  40477120      3.83        24  17654752 221248868     20.78   2836540  28698928         0
08:19:23 AM 1015786412 1012702024  40493764      3.83        24  17654824 221362844     20.79   2836424  28713868         0
08:19:25 AM 1015796476 1012712144  40483700      3.83        24  17654824 221292016     20.79   2836448  28704572         0
08:19:27 AM 1015793624 1012709292  40486552      3.83        24  17654824 221325460     20.79   2836436  28707460         0
08:19:29 AM 1015788572 1012704256  40491604      3.83        24  17654884 221343292     20.79   2836948  28711852         0
08:19:31 AM 1015785476 1012701224  40494700      3.83        24  17654824 221321636     20.79   2836420  28714404         0
08:19:33 AM 1015642404 1012558192  40637772      3.85        24  17678512 221490164     20.80   2836420  28857656         0
08:19:35 AM 1015776644 1012692440  40503532      3.83        24  17654824 221321744     20.79   2836436  28722632         0
08:19:37 AM 1015773724 1012689520  40506452      3.83        24  17654824 221321744     20.79   2836432  28726476         0
08:19:39 AM 1015770248 1012686220  40509928      3.84        24  17655152 221435208     20.80   2836448  28730204         0
08:19:41 AM 1015712856 1012628756  40567320      3.84        24  17654664 221611824     20.82   2836428  28786372         0
08:19:43 AM 1015763788 1012679840  40516388      3.84        24  17655152 221546100     20.81   2836464  28736936         0
08:19:45 AM 1015760044 1012676000  40520132      3.84        24  17654824 221546100     20.81   2836424  28740380         0
08:19:47 AM 1015473736 1012389700  40806440      3.86        24  17820640 221660160     20.82   2836432  29025676         0
08:19:49 AM 1015540204 1012456120  40739972      3.86        24  17751088 221621880     20.82   2836440  28959320         0
08:19:51 AM 1015749276 1012665232  40530900      3.84        24  17654824 221497756     20.80   2836440  28750880         0
08:19:53 AM 1015667280 1012583212  40612896      3.84        24  17654824 221612924     20.82   2836464  28832356         0
08:19:55 AM 1015740204 1012656136  40539972      3.84        24  17654776 221538424     20.81   2836432  28757940         0
08:19:57 AM 1015622680 1012538684  40657496      3.85        24  17770064 221679472     20.82   2843504  28869472         0
08:19:59 AM 1015665512 1012581532  40614664      3.85        24  17722364 221603992     20.81   2903480  28766312         0
08:20:01 AM 1015729676 1012645792  40550500      3.84        24  17654828 221453512     20.80   2836432  28768644         0
08:20:03 AM 1015725092 1012641144  40555084      3.84        24  17654524 221353028     20.79   2836436  28772504         0
08:20:05 AM 1015722804 1012638856  40557372      3.84        24  17654828 221358796     20.79   2836448  28775956         0
08:20:07 AM 1015671444 1012587496  40608732      3.84        24  17654828 221531556     20.81   2836444  28827276         0
08:20:09 AM 1015542452 1012458664  40737724      3.86        24  17712788 221604628     20.81   2836436  28956404         0
08:20:11 AM 1015554964 1012471216  40725212      3.86        24  17697668 221604568     20.81   2836436  28944592         0
08:20:13 AM 1015707932 1012624104  40572244      3.84        24  17654828 221486524     20.80   2836444  28792288         0
08:20:15 AM 1015665340 1012581584  40614836      3.85        24  17654828 221603552     20.81   2836436  28833288         0
08:20:17 AM 1015702600 1012618860  40577576      3.84        24  17654828 221487728     20.80   2836460  28797400         0
08:20:19 AM 1015697180 1012613312  40582996      3.84        24  17654828 221458560     20.80   2836444  28800896         0
08:20:21 AM 1015482720 1012398828  40797456      3.86        24  17750768 221632444     20.82   2836420  29016176         0
08:20:23 AM 1015693216 1012609276  40586960      3.84        24  17655176 221305832     20.79   2836760  28805912         0
08:20:25 AM 1015507832 1012423844  40772344      3.86        24  17719844 221464348     20.80   2836452  28990532         0
08:20:27 AM 1015580888 1012496948  40699288      3.85        24  17654828 221590304     20.81   2836444  28919112         0
08:20:29 AM 1015683204 1012599264  40596972      3.84        24  17655660 221494668     20.80   2836964  28816948         0
08:20:31 AM 1015351452 1012267416  40928724      3.87        24  17809056 221734168     20.83   2836444  29146684         0
08:20:33 AM 1015679276 1012595152  40600900      3.84        24  17654832 221357376     20.79   2836428  28821456         0
08:20:35 AM 1015674412 1012590264  40605764      3.84        24  17654832 221379796     20.79   2836444  28824980         0
08:20:37 AM 1015175412 1012091256  41104764      3.89        24  17919936 221769468     20.83   2836460  29324384         0
08:20:39 AM 1015669708 1012585576  40610468      3.84        24  17654840 221430656     20.80   2836444  28831192         0
08:20:41 AM 1015664876 1012580832  40615300      3.85        24  17654152 221536344     20.81   2836436  28835656         0
08:20:43 AM 1015663168 1012578988  40617008      3.85        24  17655164 221455772     20.80   2836460  28838432         0
08:20:45 AM 1015660796 1012576580  40619380      3.85        24  17654844 221455772     20.80   2836428  28839880         0
08:20:47 AM 1015658196 1012574048  40621980      3.85        24  17654880 221694428     20.82   2836456  28842764         0
08:20:49 AM 1015655648 1012571500  40624528      3.85        24  17654840 221694428     20.82   2836436  28845800         0
08:20:51 AM 1015650464 1012566324  40629712      3.85        24  17654840 221636720     20.82   2836448  28849036         0
08:20:53 AM 1015647604 1012563600  40632572      3.85        24  17655164 221636976     20.82   2836484  28852932         0
08:20:55 AM 1015531432 1012447348  40748744      3.86        24  17769752 221707304     20.82   2836456  28970312         0
08:20:57 AM 1015641896 1012557908  40638280      3.85        24  17655164 221503624     20.80   2836472  28858348         0
08:20:59 AM 1015472632 1012388528  40807544      3.86        24  17769752 221810488     20.83   2836464  29028116         0
08:21:01 AM 1015480332 1012396212  40799844      3.86        24  17696672 221909252     20.84   2836440  29020772         0
08:21:03 AM 1015632944 1012548896  40647232      3.85        24  17654840 221653628     20.82   2836456  28867600         0
08:21:05 AM 1015630080 1012545984  40650096      3.85        24  17654840 221656064     20.82   2836464  28870624         0
08:21:07 AM 1015629160 1012544952  40651016      3.85        24  17655164 221654164     20.82   2836448  28872992         0
08:21:09 AM 1015624868 1012540572  40655308      3.85        24  17654840 221580148     20.81   2836472  28876432         0
08:21:11 AM 1015620968 1012536664  40659208      3.85        24  17654840 221547812     20.81   2836472  28879128         0
08:21:13 AM 1015620072 1012535784  40660104      3.85        24  17654840 221478580     20.80   2836448  28881108         0
08:21:15 AM 1015589260 1012505036  40690916      3.85        24  17654840 221520404     20.81   2836456  28910836         0
08:21:17 AM 1015497368 1012413240  40782808      3.86        24  17769728 221599768     20.81   2836464  29002760         0
08:21:19 AM 1015495480 1012411288  40784696      3.86        24  17769756 221565788     20.81   2920640  28921496         0
08:21:21 AM 1015609116 1012524884  40671060      3.85        24  17654844 221493884     20.80   2836464  28892320         0
08:21:23 AM 1015490980 1012406764  40789196      3.86        24  17770084 221609108     20.81   2836464  29009960         0
08:21:25 AM 1015487284 1012403012  40792892      3.86        24  17769756 221609028     20.81   2836456  29013500         0
08:21:27 AM 1015599668 1012515396  40680508      3.85        24  17654852 221625656     20.82   2836440  28901136         0
08:21:29 AM 1015596152 1012511872  40684024      3.85        24  17654852 221627996     20.82   2836456  28905208         0
08:21:31 AM 1015593220 1012509084  40686956      3.85        24  17654816 221584028     20.81   2836448  28907640         0
08:21:33 AM 1015590296 1012506280  40689880      3.85        24  17655176 221555900     20.81   2836480  28910196         0
08:21:35 AM 1015586712 1012502720  40693464      3.85        24  17655176 221553000     20.81   2836492  28914208         0
08:21:37 AM 1015377236 1012293148  40902940      3.87        24  17747420 221673768     20.82   2836464  29123708         0
08:21:39 AM 1015581392 1012497288  40698784      3.85        24  17654852 221344888     20.79   2836452  28918836         0
08:21:41 AM 1015578260 1012494136  40701916      3.85        24  17654852 221357820     20.79   2836460  28921980         0
08:21:43 AM 1015353524 1012269360  40926652      3.87        24  17760692 221479464     20.80   2836484  29146800         0
08:21:45 AM 1015412292 1012328152  40867884      3.87        24  17699024 221414192     20.80   2836504  29087980         0
08:21:47 AM 1015566688 1012482404  40713488      3.85        24  17654852 221200204     20.78   2836488  28933644         0
08:21:49 AM 1015449808 1012365524  40830368      3.87        24  17769496 221470484     20.80   2836444  29051056         0
08:21:51 AM 1015562860 1012478528  40717316      3.85        24  17654852 221365884     20.79   2836464  28938364         0
08:21:53 AM 1015558424 1012474172  40721752      3.86        24  17654852 221555916     20.81   2836484  28941992         0
08:21:55 AM 1015403012 1012318720  40877164      3.87        24  17769776 221625192     20.82   2836464  29096336         0
08:21:57 AM 1015552852 1012468528  40727324      3.86        24  17654864 221373464     20.79   2836464  28947832         0
08:21:59 AM 1015549192 1012465012  40730984      3.86        24  17654864 221351352     20.79   2836464  28950676         0
08:22:01 AM 1015547932 1012463792  40732244      3.86        24  17654864 221346688     20.79   2836464  28953076         0
08:22:03 AM 1015352036 1012267968  40928140      3.87        24  17729456 221666348     20.82   2858152  29125948         0
08:22:05 AM 1015518520 1012434484  40761656      3.86        24  17678044 221548300     20.81   2860160  28958888         0
08:22:07 AM 1015539440 1012455508  40740736      3.86        24  17655184 221428780     20.80   2836460  28961720         0
08:22:09 AM 1015538540 1012454480  40741636      3.86        24  17654860 221508912     20.81   2836464  28962472         0
08:22:11 AM 1015534384 1012450316  40745792      3.86        24  17654860 221511300     20.81   2836456  28966408         0
08:22:13 AM 1015531416 1012447444  40748760      3.86        24  17655008 221329748     20.79   2836476  28969724         0
08:22:15 AM 1015528980 1012444936  40751196      3.86        24  17655188 221345512     20.79   2836496  28972444         0
08:22:17 AM 1015502588 1012418512  40777588      3.86        24  17678560 221446344     20.80   2861152  28974888         0
08:22:19 AM 1015508056 1012424004  40772120      3.86        24  17654860 221415960     20.80   2836456  28993200         0
08:22:21 AM 1015520300 1012436248  40759876      3.86        24  17654860 221257208     20.78   2836472  28980240         0
08:22:23 AM 1015517112 1012432996  40763064      3.86        24  17655140 221373256     20.79   2836480  28982876         0
08:22:25 AM 1015516796 1012432744  40763380      3.86        24  17654536 221372932     20.79   2836500  28985160         0
08:22:27 AM 1015512276 1012428168  40767900      3.86        24  17654860 221294492     20.79   2836476  28988056         0
08:22:29 AM 1015511468 1012427328  40768708      3.86        24  17654860 221306888     20.79   2836460  28989644         0
08:22:31 AM 1015507404 1012423256  40772772      3.86        24  17654760 221201828     20.78   2836464  28992372         0
08:22:33 AM 1015506740 1012422536  40773436      3.86        24  17654860 221202916     20.78   2836464  28994000         0
08:22:35 AM 1015337616 1012253484  40942560      3.88        24  17770096 221602608     20.81   2836480  29159716         0
08:22:37 AM 1015501860 1012417592  40778316      3.86        24  17654860 221364064     20.79   2836480  28999352         0
08:22:39 AM 1015499724 1012415472  40780452      3.86        24  17654860 221296016     20.79   2836472  29001556         0
08:22:41 AM 1015379704 1012295588  40900472      3.87        24  17769596 221379256     20.79   2836512  29120520         0
08:22:43 AM 1015494232 1012410028  40785944      3.86        24  17654860 221262308     20.78   2836464  29006744         0
08:22:45 AM 1015377004 1012292896  40903172      3.87        24  17769896 221343316     20.79   2836496  29123804         0
08:22:47 AM 1015489268 1012405240  40790908      3.86        24  17655188 221225388     20.78   2836480  29011192         0
08:22:49 AM 1015486916 1012402872  40793260      3.86        24  17654860 221208524     20.78   2836464  29014004         0
08:22:51 AM 1015394804 1012310880  40885372      3.87        24  17655188 221366048     20.79   2836496  29106088         0
08:22:53 AM 1015319156 1012235168  40961020      3.88        24  17769772 221486708     20.80   2928728  29088764         0
08:22:55 AM 1015475404 1012391408  40804772      3.86        24  17654860 221231920     20.78   2836504  29024716         0
08:22:57 AM 1015473652 1012389656  40806524      3.86        24  17655192 221303196     20.79   2836516  29026588         0
08:22:59 AM 1015471964 1012387840  40808212      3.86        24  17654864 221309304     20.79   2836484  29027764         0
08:23:01 AM 1015354536 1012270468  40925640      3.87        24  17769444 221495324     20.80   2906556  29076060         0
08:23:03 AM 1015467464 1012383308  40812712      3.86        24  17654864 221381332     20.79   2836476  29032928         0
08:23:05 AM 1015465744 1012381628  40814432      3.86        24  17654864 221276396     20.78   2836476  29034696         0
08:23:07 AM 1015389392 1012305220  40890784      3.87        24  17654576 221460392     20.80   2836488  29110516         0
08:23:09 AM 1015461580 1012377488  40818596      3.86        24  17654864 221343956     20.79   2836496  29039388         0
08:23:11 AM 1015458780 1012374640  40821396      3.86        24  17655192 221324372     20.79   2836496  29043144         0
08:23:13 AM 1015455880 1012371700  40824296      3.86        24  17655192 221252404     20.78   2836480  29044932         0
08:23:15 AM 1015453800 1012369580  40826376      3.87        24  17654864 221256248     20.78   2836496  29047408         0
08:23:17 AM 1015251916 1012167752  41028260      3.88        24  17738528 221262088     20.78   2836480  29248060         0
08:23:19 AM 1015448156 1012364016  40832020      3.87        24  17654864 221098728     20.77   2836496  29053428         0
08:23:21 AM 1015443156 1012359184  40837020      3.87        24  17655228 221090220     20.77   2836508  29056424         0
08:23:23 AM 1015442220 1012358264  40837956      3.87        24  17655188 221276036     20.78   2836492  29059768         0
08:23:25 AM 1015439768 1012355636  40840408      3.87        24  17654864 221276036     20.78   2836480  29059896         0
08:23:27 AM 1015438052 1012353896  40842124      3.87        24  17654864 221254252     20.78   2836480  29061788         0
08:23:29 AM 1015437660 1012353536  40842516      3.87        24  17654864 221199408     20.78   2836472  29063388         0
08:23:31 AM 1015433948 1012349832  40846228      3.87        24  17654360 221276552     20.78   2836980  29066996         0
