Linux 4.18.0-477.15.1.el8_8.x86_64 (bhm06) 	08/10/2023 	_x86_64_	(56 CPU)

08:14:33 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
08:27:43 AM 1015165528 1012081440  41114648      3.89        24  17654884 221016020     20.76   2836504  29335028         0
08:27:45 AM 1015163352 1012079168  41116824      3.89        24  17654884 221068284     20.76   2836480  29336280         0
08:27:47 AM 1014971912 1011887728  41308264      3.91        24  17729476 221257288     20.78   2836520  29527404         0
08:27:49 AM 1015160356 1012076100  41119820      3.89        24  17654884 221220120     20.78   2836496  29340464         0
08:27:51 AM 1015042408 1011958148  41237768      3.90        24  17769292 221366924     20.79   2836488  29457088         0
08:27:53 AM 1015156648 1012072356  41123528      3.89        24  17654884 220947784     20.75   2836512  29344000         0
08:27:55 AM 1015083676 1011999368  41196500      3.90        24  17709348 221147660     20.77   2891468  29361372         0
08:27:57 AM 1015153052 1012068704  41127124      3.89        24  17654884 221137076     20.77   2836488  29347084         0
08:27:59 AM 1014852424 1011768156  41427752      3.92        24  17764756 221471196     20.80   2836512  29647236         0
08:28:01 AM 1015150528 1012066260  41129648      3.89        24  17655208 221228544     20.78   2836508  29350840         0
08:28:03 AM 1015146532 1012062220  41133644      3.89        24  17655004 221391176     20.79   2836504  29354492         0
08:28:05 AM 1014987404 1011903180  41292772      3.91        24  17695980 221496864     20.80   2836496  29512416         0
08:28:07 AM 1015140008 1012055808  41140168      3.89        24  17654884 221444924     20.80   2836512  29358140         0
08:28:09 AM 1015139064 1012054864  41141112      3.89        24  17654884 221444400     20.80   2836512  29360208         0
08:28:11 AM 1015137184 1012053072  41142992      3.90        24  17655212 221305884     20.79   2836512  29362552         0
08:28:13 AM 1015135436 1012051324  41144740      3.90        24  17654884 221264320     20.78   2836504  29363480         0
08:28:15 AM 1015133032 1012048856  41147144      3.90        24  17655204 221369360     20.79   2836528  29365716         0
08:28:17 AM 1015132932 1012048780  41147244      3.90        24  17654884 221148240     20.77   2836472  29367084         0
08:28:19 AM 1015130340 1012046028  41149836      3.90        24  17654884 221113432     20.77   2836488  29369896         0
08:28:21 AM 1015129296 1012045008  41150880      3.90        24  17654884 221182404     20.77   2836496  29371176         0
08:28:23 AM 1015128040 1012043728  41152136      3.90        24  17654884 221256028     20.78   2836504  29372688         0
08:28:25 AM 1015010344 1011926112  41269832      3.91        24  17770124 221483460     20.80   2836524  29489872         0
08:28:27 AM 1015123468 1012039132  41156708      3.90        24  17654884 221281808     20.78   2836484  29375596         0
08:28:29 AM 1015121288 1012036968  41158888      3.90        24  17654884 221282836     20.78   2836484  29378464         0
08:28:31 AM 1015012584 1011928304  41267592      3.91        24  17761052 221558024     20.81   2942844  29380992         0
08:28:33 AM 1015117020 1012032796  41163156      3.90        24  17654884 221368652     20.79   2836524  29382416         0
08:28:35 AM 1014927944 1011843784  41352232      3.91        24  17725932 221378188     20.79   2836560  29570932         0
08:28:37 AM 1015115148 1012030908  41165028      3.90        24  17654884 221194880     20.78   2836480  29384436         0
08:28:39 AM 1015112240 1012028056  41167936      3.90        24  17654884 221118452     20.77   2836480  29388148         0
08:28:41 AM 1014994784 1011910688  41285392      3.91        24  17770124 221328380     20.79   2836520  29506324         0
08:28:43 AM 1015108256 1012024040  41171920      3.90        24  17655212 221216072     20.78   2836496  29392424         0
08:28:45 AM 1014886788 1011802564  41393388      3.92        24  17672020 221322732     20.79   2836512  29614628         0
08:28:47 AM 1015051892 1011967652  41228284      3.90        24  17707300 221177688     20.77   2888912  29396336         0
08:28:49 AM 1015103136 1012018904  41177040      3.90        24  17654884 221129152     20.77   2836496  29397988         0
08:28:51 AM 1014810244 1011726012  41469932      3.93        24  17829772 221331076     20.79   2836520  29690596         0
08:28:53 AM 1014854400 1011770240  41425776      3.92        24  17783732 221393420     20.79   2919680  29562280         0
08:28:55 AM 1015096184 1012011928  41183992      3.90        24  17654348 221302928     20.79   2836488  29404668         0
08:28:57 AM 1015094544 1012010360  41185632      3.90        24  17655084 221245288     20.78   2836676  29404512         0
08:28:59 AM 1014979932 1011895740  41300244      3.91        24  17654888 221358704     20.79   2836540  29520404         0
08:29:01 AM 1015090956 1012006812  41189220      3.90        24  17654900 221243840     20.78   2836500  29409208         0
08:29:03 AM 1015091272 1012007144  41188904      3.90        24  17655216 221220276     20.78   2836508  29409968         0
08:29:05 AM 1015087896 1012003712  41192280      3.90        24  17654960 221289908     20.78   2836528  29412564         0
08:29:07 AM 1015086360 1012002136  41193816      3.90        24  17654888 221283804     20.78   2836496  29413856         0
08:29:09 AM 1015084924 1012000732  41195252      3.90        24  17654888 221319404     20.79   2836504  29415108         0
08:29:11 AM 1014870404 1011786212  41409772      3.92        24  17751152 221531576     20.81   2836520  29628992         0
08:29:13 AM 1015081708 1011997600  41198468      3.90        24  17655016 221342652     20.79   2836512  29419008         0
08:29:15 AM 1015079692 1011995680  41200484      3.90        24  17655276 221479212     20.80   2836556  29420384         0
08:29:17 AM 1015076700 1011992576  41203476      3.90        24  17654888 221487004     20.80   2836512  29423528         0
08:29:19 AM 1015074104 1011989996  41206072      3.90        24  17654888 221488268     20.80   2836500  29424636         0
08:29:21 AM 1015072536 1011988444  41207640      3.90        24  17654888 221563104     20.81   2836488  29427592         0
08:29:23 AM 1014955964 1011871952  41324212      3.91        24  17655540 221620076     20.82   2837048  29544084         0
08:29:25 AM 1015069016 1011984956  41211160      3.90        24  17654888 221438188     20.80   2836496  29431128         0
08:29:27 AM 1015066472 1011982380  41213704      3.90        24  17654888 221355332     20.79   2836520  29433060         0
08:29:29 AM 1015065372 1011981280  41214804      3.90        24  17654888 221325832     20.79   2836496  29435060         0
08:29:31 AM 1015063768 1011979772  41216408      3.90        24  17654984 221334788     20.79   2836576  29436700         0
08:29:33 AM 1015062260 1011978136  41217916      3.90        24  17654888 221334728     20.79   2836488  29439072         0
08:29:35 AM 1015058736 1011974500  41221440      3.90        24  17654504 221407300     20.80   2836480  29440844         0
08:29:37 AM 1014910544 1011826332  41369632      3.92        24  17687148 221407300     20.80   2836496  29589268         0
08:29:39 AM 1015057216 1011973028  41222960      3.90        24  17654892 221350360     20.79   2836484  29443248         0
08:29:41 AM 1015055820 1011971560  41224356      3.90        24  17654892 221307032     20.79   2836488  29443972         0
08:29:43 AM 1014799920 1011715828  41480256      3.93        24  17769408 221659524     20.82   2836512  29699696         0
08:29:45 AM 1015052164 1011967936  41228012      3.90        24  17654892 221389800     20.79   2836480  29449076         0
08:29:47 AM 1014891356 1011807128  41388820      3.92        24  17697736 221416308     20.80   2836496  29608884         0
08:29:49 AM 1015049408 1011965116  41230768      3.90        24  17654896 221228184     20.78   2836488  29451964         0
08:29:51 AM 1015048064 1011963796  41232112      3.90        24  17654896 221228028     20.78   2836508  29453548         0
08:29:53 AM 1015043644 1011959480  41236532      3.90        24  17654864 221148952     20.77   2836520  29457256         0
08:29:55 AM 1014858040 1011773852  41422136      3.92        24  17723440 221404532     20.80   2836520  29642788         0
08:29:57 AM 1014846060 1011761868  41434116      3.92        24  17733520 221396648     20.79   2836504  29654412         0
08:29:59 AM 1014923208 1011838960  41356968      3.92        24  17769808 221581996     20.81   2836504  29576960         0
08:30:01 AM 1015036568 1011952360  41243608      3.90        24  17654896 221403836     20.80   2836496  29463728         0
08:30:03 AM 1015035304 1011951128  41244872      3.90        24  17654888 221224864     20.78   2836496  29465596         0
08:30:05 AM 1015032588 1011948436  41247588      3.90        24  17654896 221290364     20.78   2836496  29467332         0
08:30:07 AM 1015032164 1011948044  41248012      3.91        24  17654896 221231568     20.78   2836504  29468248         0
08:30:09 AM 1015030656 1011946456  41249520      3.91        24  17654896 221286956     20.78   2836528  29470032         0
08:30:11 AM 1014988460 1011904260  41291716      3.91        24  17654896 221286956     20.78   2836496  29511816         0
08:30:13 AM 1015027848 1011943608  41252328      3.91        24  17654896 221193732     20.78   2836520  29473160         0
08:30:15 AM 1015025532 1011941284  41254644      3.91        24  17654896 221241440     20.78   2836508  29474884         0
08:30:17 AM 1015023628 1011939452  41256548      3.91        24  17654728 221219664     20.78   2836508  29476768         0
08:30:19 AM 1015023356 1011939068  41256820      3.91        24  17654392 221279488     20.78   2836500  29478212         0
08:30:21 AM 1015020972 1011936612  41259204      3.91        24  17654896 221279488     20.78   2836512  29480044         0
08:30:23 AM 1014924396 1011839996  41355780      3.92        24  17654432 221288096     20.78   2836496  29576972         0
08:30:25 AM 1015017832 1011933488  41262344      3.91        24  17654896 221348832     20.79   2836504  29483616         0
08:30:27 AM 1014853896 1011769632  41426280      3.92        24  17701772 221467772     20.80   2836508  29647272         0
08:30:29 AM 1015012956 1011928668  41267220      3.91        24  17654900 221403060     20.80   2836524  29488164         0
08:30:31 AM 1015012284 1011928004  41267892      3.91        24  17654900 221403060     20.80   2836520  29489420         0
08:30:33 AM 1015008608 1011924392  41271568      3.91        24  17655228 221393932     20.79   2836552  29492164         0
08:30:35 AM 1014990300 1011906060  41289876      3.91        24  17654900 221511596     20.81   2836536  29511396         0
08:30:37 AM 1015005516 1011921272  41274660      3.91        24  17654988 221511900     20.81   2836576  29494956         0
08:30:39 AM 1015003024 1011918856  41277152      3.91        24  17654732 221519444     20.81   2836532  29497048         0
08:30:41 AM 1015003000 1011918468  41277176      3.91        24  17654404 221519444     20.81   2836016  29497576         0
08:30:43 AM 1015001880 1011917324  41278296      3.91        24  17654404 221477940     20.80   2836020  29500148         0
08:30:45 AM 1015000264 1011915716  41279912      3.91        24  17654404 221431492     20.80   2836012  29501296         0
08:30:47 AM 1014997252 1011912648  41282924      3.91        24  17654404 221265668     20.78   2836004  29504052         0
08:30:49 AM 1014879840 1011795268  41400336      3.92        24  17769640 221386796     20.79   2836044  29621120         0
08:30:51 AM 1014994796 1011910200  41285380      3.91        24  17654404 221271560     20.78   2836012  29506188         0
08:30:53 AM 1014660696 1011576116  41619480      3.94        24  17872516 221537168     20.81   2836548  29841316         0
08:30:55 AM 1014834036 1011749448  41446140      3.92        24  17697244 221336032     20.79   2836028  29667668         0
08:30:57 AM 1014820284 1011735712  41459892      3.93        24  17708332 221251900     20.78   2836012  29680060         0
08:30:59 AM 1014989248 1011904628  41290928      3.91        24  17654404 221251896     20.78   2836036  29511980         0
08:31:01 AM 1014988204 1011903632  41291972      3.91        24  17654404 221207992     20.78   2836008  29513348         0
08:31:03 AM 1014985284 1011900888  41294892      3.91        24  17654728 221332916     20.79   2836036  29515264         0
08:31:05 AM 1014984056 1011899556  41296120      3.91        24  17653924 221332880     20.79   2835988  29516864         0
08:31:07 AM 1014795996 1011711520  41484180      3.93        24  17726476 221402484     20.80   2836024  29704788         0
08:31:09 AM 1014980972 1011896512  41299204      3.91        24  17654404 221289032     20.78   2836020  29519912         0
08:31:11 AM 1014978180 1011893736  41301996      3.91        24  17654404 221150720     20.77   2836524  29522448         0
08:31:13 AM 1014977996 1011893696  41302180      3.91        24  17654728 221197896     20.78   2836036  29522480         0
08:31:15 AM 1014797504 1011713140  41482672      3.93        24  17717908 221197896     20.78   2836028  29702864         0
08:31:17 AM 1014975832 1011891564  41304344      3.91        24  17654404 221157968     20.77   2836028  29524820         0
08:31:19 AM 1014857648 1011773380  41422528      3.92        24  17769320 221315308     20.79   2879388  29599648         0
08:31:21 AM 1014856728 1011772516  41423448      3.92        24  17769556 221319524     20.79   2836036  29643884         0
08:31:23 AM 1014969744 1011885476  41310432      3.91        24  17654408 221254632     20.78   2836036  29530232         0
08:31:25 AM 1014969520 1011885252  41310656      3.91        24  17654408 221254632     20.78   2836036  29530932         0
08:31:27 AM 1014967384 1011883052  41312792      3.91        24  17654408 221237352     20.78   2836000  29532624         0
08:31:29 AM 1014966396 1011882040  41313780      3.91        24  17654408 221222520     20.78   2836016  29533740         0
08:31:31 AM 1014566828 1011482424  41713348      3.95        24  17736056 221679884     20.82   2836016  29933512         0
08:31:33 AM 1014767832 1011683420  41512344      3.93        24  17734544 221409204     20.80   2836012  29732188         0
08:31:35 AM 1014962336 1011877892  41317840      3.91        24  17654408 221220364     20.78   2836036  29537904         0
08:31:37 AM 1014961784 1011877332  41318392      3.91        24  17653936 221287096     20.78   2836000  29539132         0
08:31:39 AM 1014959416 1011874948  41320760      3.91        24  17654408 221301176     20.79   2836012  29541088         0
08:31:41 AM 1014935728 1011851204  41344448      3.91        24  17654408 221418056     20.80   2836012  29564464         0
08:31:43 AM 1014743028 1011658560  41537148      3.93        24  17752688 221387264     20.79   2836012  29757440         0
08:31:45 AM 1014954916 1011870368  41325260      3.91        24  17654412 221196520     20.78   2836004  29545396         0
08:31:47 AM 1014954028 1011869448  41326148      3.91        24  17654412 221138828     20.77   2836028  29547240         0
08:31:49 AM 1014953040 1011868492  41327136      3.91        24  17654412 221205188     20.78   2836020  29548156         0
08:31:51 AM 1014948696 1011864148  41331480      3.91        24  17654412 221214624     20.78   2836036  29551960         0
08:31:53 AM 1014892816 1011808220  41387360      3.92        24  17654740 221227356     20.78   2836020  29609532         0
08:31:55 AM 1014799848 1011715212  41480328      3.93        24  17687676 221237508     20.78   2836020  29701432         0
08:31:57 AM 1014945040 1011860396  41335136      3.91        24  17654420 221146580     20.77   2836052  29555948         0
08:31:59 AM 1014943632 1011858956  41336544      3.91        24  17654420 221074000     20.76   2836012  29556396         0
08:32:01 AM 1014942912 1011858236  41337264      3.91        24  17654420 221072952     20.76   2836020  29558140         0
08:32:03 AM 1014940532 1011855936  41339644      3.91        24  17654744 221038852     20.76   2836532  29559752         0
08:32:05 AM 1014939472 1011854876  41340704      3.91        24  17654708 221032964     20.76   2836020  29560992         0
08:32:07 AM 1014937880 1011853348  41342296      3.91        24  17654420 221095908     20.77   2836008  29561996         0
08:32:09 AM 1014936504 1011851972  41343672      3.91        24  17654420 221095908     20.77   2836024  29564316         0
08:32:11 AM 1014932264 1011847804  41347912      3.91        24  17654744 221062756     20.76   2836028  29568100         0
08:32:13 AM 1014816352 1011731892  41463824      3.93        24  17654744 221271088     20.78   2836032  29684076         0
08:32:15 AM 1014610324 1011525760  41669852      3.94        24  17856856 221490168     20.80   2836544  29887788         0
08:32:17 AM 1014928960 1011844340  41351216      3.91        24  17654420 221205068     20.78   2836032  29571696         0
08:32:19 AM 1014927236 1011842604  41352940      3.91        24  17654420 221130812     20.77   2836008  29573216         0
08:32:21 AM 1014926388 1011841716  41353788      3.92        24  17654824 221078988     20.77   2836008  29574404         0
08:32:23 AM 1014925344 1011840604  41354832      3.92        24  17654420 221117908     20.77   2836016  29576232         0
08:32:25 AM 1014749728 1011665084  41530448      3.93        24  17769980 221395648     20.79   2836064  29750948         0
08:32:27 AM 1014743580 1011658840  41536596      3.93        24  17716416 221440548     20.80   2836044  29754900         0
08:32:29 AM 1014919404 1011834656  41360772      3.92        24  17654424 221293736     20.79   2836044  29580356         0
08:32:31 AM 1014721912 1011637188  41558264      3.93        24  17733880 221434196     20.80   2836540  29776024         0
08:32:33 AM 1014849100 1011764368  41431076      3.92        24  17654432 221511452     20.81   2836028  29649872         0
08:32:35 AM 1014728208 1011643684  41551968      3.93        24  17727244 221472004     20.80   2836324  29773364         0
08:32:37 AM 1014725920 1011641308  41554256      3.93        24  17727504 221545856     20.81   2836032  29774060         0
08:32:39 AM 1014913508 1011828888  41366668      3.92        24  17654424 221278412     20.78   2836024  29587084         0
08:32:41 AM 1014685240 1011600620  41594936      3.94        24  17764296 221480168     20.80   2836040  29815744         0
08:32:43 AM 1014716496 1011631940  41563680      3.93        24  17734056 221411824     20.80   2836032  29784452         0
08:32:45 AM 1014908256 1011823820  41371920      3.92        24  17654464 221286680     20.78   2836044  29591344         0
08:32:47 AM 1014907268 1011822840  41372908      3.92        24  17654424 221216104     20.78   2836024  29593268         0
08:32:49 AM 1014906048 1011821596  41374128      3.92        24  17654424 221137552     20.77   2836016  29594060         0
08:32:51 AM 1014789428 1011704976  41490748      3.93        24  17769336 221215788     20.78   2836040  29710836         0
08:32:53 AM 1014741388 1011656848  41538788      3.93        24  17769336 221518888     20.81   2836032  29758648         0
08:32:55 AM 1014901680 1011817036  41378496      3.92        24  17654388 221244800     20.78   2836016  29597760         0
08:32:57 AM 1014900376 1011815828  41379800      3.92        24  17654752 221063216     20.76   2836040  29600012         0
08:32:59 AM 1014898652 1011814024  41381524      3.92        24  17654424 221095524     20.77   2836048  29602016         0
08:33:01 AM 1014898524 1011813980  41381652      3.92        24  17655072 221158176     20.77   2836056  29603316         0
08:33:03 AM 1014715636 1011630988  41564540      3.93        24  17720448 221212468     20.78   2836048  29785656         0
08:33:05 AM 1014896300 1011811732  41383876      3.92        24  17654424 221137660     20.77   2836028  29604520         0
08:33:07 AM 1014894776 1011810208  41385400      3.92        24  17654424 221151568     20.77   2836020  29606248         0
08:33:09 AM 1014892640 1011808112  41387536      3.92        24  17654696 221140768     20.77   2836044  29608540         0
08:33:11 AM 1014776172 1011691620  41504004      3.93        24  17769660 221257832     20.78   2836036  29724864         0
08:33:13 AM 1014771976 1011687352  41508200      3.93        24  17654320 221331980     20.79   2836028  29727448         0
08:33:15 AM 1014887632 1011802980  41392544      3.92        24  17654424 221209792     20.78   2836020  29613404         0
08:33:17 AM 1014697980 1011613336  41582196      3.94        24  17727000 221206956     20.78   2836044  29802256         0
08:33:19 AM 1014834172 1011749504  41446004      3.92        24  17654424 221174284     20.77   2836044  29666616         0
08:33:21 AM 1014719892 1011635256  41560284      3.93        24  17702096 221275936     20.78   2836332  29781040         0
08:33:23 AM 1014710460 1011626008  41569716      3.94        24  17709684 221231992     20.78   2836044  29789228         0
08:33:25 AM 1014881144 1011796580  41399032      3.92        24  17654424 221112284     20.77   2836028  29619784         0
08:33:27 AM 1014878052 1011793536  41402124      3.92        24  17654428 221182508     20.77   2836048  29622144         0
08:33:29 AM 1014858920 1011774380  41421256      3.92        24  17654428 221328668     20.79   2836024  29641736         0
08:33:31 AM 1014874764 1011790280  41405412      3.92        24  17654756 221290700     20.78   2836040  29625720         0
08:33:33 AM 1014874016 1011789460  41406160      3.92        24  17653600 221143272     20.77   2836024  29626428         0
08:33:35 AM 1014871672 1011787116  41408504      3.92        24  17654428 221104688     20.77   2836064  29629636         0
08:33:37 AM 1014871616 1011787052  41408560      3.92        24  17654428 221105836     20.77   2836056  29630320         0
08:33:39 AM 1014675348 1011590888  41604828      3.94        24  17769532 221271964     20.78   2891468  29770500         0
08:33:41 AM 1014866388 1011781912  41413788      3.92        24  17654428 221222560     20.78   2836044  29634044         0
08:33:43 AM 1014867132 1011782656  41413044      3.92        24  17654428 221222520     20.78   2836028  29634080         0
08:33:45 AM 1014864728 1011780220  41415448      3.92        24  17654428 221244928     20.78   2836036  29636440         0
08:33:47 AM 1014864464 1011779948  41415712      3.92        24  17654428 221183260     20.77   2836028  29637204         0
08:33:49 AM 1014746364 1011661968  41533812      3.93        24  17769436 221305836     20.79   2836024  29754408         0
08:33:51 AM 1014859724 1011775256  41420452      3.92        24  17654428 221254280     20.78   2836020  29640288         0
08:33:53 AM 1014859288 1011774820  41420888      3.92        24  17654428 221189848     20.78   2836036  29641816         0
08:33:55 AM 1014857500 1011772992  41422676      3.92        24  17654428 221128536     20.77   2836068  29643604         0
08:33:57 AM 1014857292 1011772784  41422884      3.92        24  17654428 221087268     20.77   2836028  29643908         0
08:33:59 AM 1014856068 1011771568  41424108      3.92        24  17654428 221196272     20.78   2836060  29644880         0
08:34:01 AM 1014855080 1011770580  41425096      3.92        24  17654428 221122084     20.77   2836036  29646752         0
08:34:03 AM 1014852836 1011768280  41427340      3.92        24  17653924 221107116     20.77   2836036  29648852         0
08:34:05 AM 1014852180 1011767704  41427996      3.92        24  17654428 221296672     20.79   2836040  29649076         0
08:34:07 AM 1014779996 1011695520  41500180      3.93        24  17654428 221411836     20.80   2836044  29721440         0
08:34:09 AM 1014847392 1011762836  41432784      3.92        24  17654428 221199772     20.78   2836028  29653012         0
08:34:11 AM 1014848588 1011764072  41431588      3.92        24  17654428 221197464     20.78   2836052  29653292         0
08:34:13 AM 1014847348 1011762832  41432828      3.92        24  17654428 221197464     20.78   2836044  29655200         0
08:34:15 AM 1014728192 1011643764  41551984      3.93        24  17770172 221304292     20.79   2836556  29772572         0
08:34:17 AM 1014537452 1011452976  41742724      3.95        24  17655436 221528752     20.81   2836064  29964492         0
08:34:19 AM 1014841464 1011757004  41438712      3.92        24  17654428 221086004     20.77   2836068  29659756         0
08:34:21 AM 1014840644 1011756184  41439532      3.92        24  17654428 221061648     20.76   2836044  29661800         0
08:34:23 AM 1014677024 1011592428  41603152      3.94        24  17700292 221187300     20.78   2836044  29824196         0
08:34:25 AM 1014662656 1011578052  41617520      3.94        24  17714404 221212368     20.78   2836036  29838748         0
08:34:27 AM 1014696948 1011612528  41583228      3.94        24  17677940 221281248     20.78   2836060  29804280         0
08:34:29 AM 1014834568 1011750020  41445608      3.92        24  17654428 221166028     20.77   2836028  29667288         0
08:34:31 AM 1014832124 1011747576  41448052      3.92        24  17654428 221166028     20.77   2836060  29669108         0
08:34:33 AM 1014807556 1011723096  41472620      3.93        24  17654428 221106620     20.77   2836036  29694412         0
08:34:35 AM 1014797104 1011712596  41483072      3.93        24  17654716 221257900     20.78   2836040  29704364         0
08:34:37 AM 1014827708 1011743224  41452468      3.92        24  17654428 221206552     20.78   2836056  29673628         0
08:34:39 AM 1014827640 1011743148  41452536      3.92        24  17654428 221206552     20.78   2836044  29674120         0
08:34:41 AM 1014489688 1011405172  41790488      3.96        24  17760268 221428488     20.80   2836036  30011220         0
08:34:43 AM 1014825364 1011740864  41454812      3.92        24  17654428 221056872     20.76   2836052  29676228         0
08:34:45 AM 1014824324 1011739816  41455852      3.92        24  17654428 221122120     20.77   2836044  29676428         0
08:34:47 AM 1014707144 1011622644  41573032      3.94        24  17769572 221204640     20.78   2836032  29794952         0
08:34:49 AM 1014821188 1011736712  41458988      3.92        24  17654428 221112656     20.77   2836052  29680952         0
08:34:51 AM 1014818560 1011734180  41461616      3.93        24  17654752 221203716     20.78   2836052  29682352         0
08:34:53 AM 1014818424 1011733932  41461752      3.93        24  17654428 221190860     20.78   2836052  29683684         0
08:34:55 AM 1014669868 1011585424  41610308      3.94        24  17685312 221283852     20.78   2836052  29831684         0
08:34:57 AM 1014698008 1011613564  41582168      3.94        24  17767832 221260788     20.78   2836036  29800852         0
08:34:59 AM 1014813524 1011729080  41466652      3.93        24  17654432 221145496     20.77   2836036  29686688         0
08:35:01 AM 1014397436 1011312968  41882740      3.97        24  17835920 221451460     20.80   2836068  30103008         0
08:35:03 AM 1014715528 1011631172  41564648      3.94        24  17654432 221261252     20.78   2836044  29785172         0
08:35:05 AM 1014808372 1011724032  41471804      3.93        24  17654432 221148560     20.77   2836036  29692488         0
08:35:07 AM 1014805764 1011721392  41474412      3.93        24  17653748 221235728     20.78   2836412  29694440         0
08:35:09 AM 1014805728 1011721388  41474448      3.93        24  17654432 221235728     20.78   2836044  29695268         0
08:35:11 AM 1014695952 1011611612  41584224      3.94        24  17654432 221353940     20.79   2836064  29802836         0
08:35:13 AM 1014642848 1011558420  41637328      3.94        24  17698784 221351900     20.79   2836032  29857680         0
08:35:15 AM 1014567308 1011482816  41712868      3.95        24  17769480 221614256     20.82   2836064  29932976         0
08:35:17 AM 1014799460 1011714936  41480716      3.93        24  17654504 221459472     20.80   2836032  29701004         0
08:35:19 AM 1014797496 1011712940  41482680      3.93        24  17654432 221459472     20.80   2836052  29702888         0
08:35:21 AM 1014738092 1011653536  41542084      3.93        24  17654720 221598900     20.81   2836032  29761944         0
08:35:23 AM 1014703884 1011619232  41576292      3.94        24  17654212 221543844     20.81   2836040  29795388         0
08:35:25 AM 1014792456 1011707860  41487720      3.93        24  17654432 221535004     20.81   2836052  29707320         0
08:35:27 AM 1014789904 1011705416  41490272      3.93        24  17654760 221477100     20.80   2836084  29709196         0
08:35:29 AM 1014791084 1011706548  41489092      3.93        24  17654432 221477100     20.80   2836048  29709488         0
08:35:31 AM 1014788420 1011703844  41491756      3.93        24  17654432 221475828     20.80   2836072  29711604         0
08:35:33 AM 1014787904 1011703288  41492272      3.93        24  17654432 221532008     20.81   2836032  29712276         0
08:35:35 AM 1014785624 1011700984  41494552      3.93        24  17654432 221539048     20.81   2836032  29714152         0
08:35:37 AM 1014784768 1011700168  41495408      3.93        24  17654432 221418460     20.80   2836044  29715704         0
08:35:39 AM 1014784316 1011699716  41495860      3.93        24  17654432 221418460     20.80   2836048  29716612         0
08:35:41 AM 1014782736 1011698120  41497440      3.93        24  17654432 221338428     20.79   2836040  29718360         0
08:35:43 AM 1014779112 1011694544  41501064      3.93        24  17654252 221389968     20.79   2836056  29721816         0
08:35:45 AM 1014780528 1011695992  41499648      3.93        24  17654808 221311100     20.79   2836372  29720304         0
08:35:47 AM 1014777412 1011692812  41502764      3.93        24  17654436 221312904     20.79   2836056  29723012         0
08:35:49 AM 1014776956 1011692356  41503220      3.93        24  17654436 221386664     20.79   2836056  29723416         0
08:35:51 AM 1014773512 1011689008  41506664      3.93        24  17654776 221390536     20.79   2836372  29725460         0
08:35:53 AM 1014773688 1011689184  41506488      3.93        24  17653932 221366976     20.79   2836048  29727192         0
08:35:55 AM 1014523752 1011439208  41756424      3.95        24  17786032 221584660     20.81   2857256  29954540         0
08:35:57 AM 1014771616 1011687164  41508560      3.93        24  17654432 221229380     20.78   2836068  29729132         0
08:35:59 AM 1014690064 1011605612  41590112      3.94        24  17654432 221344544     20.79   2836048  29809492         0
08:36:01 AM 1014652656 1011568268  41627520      3.94        24  17769672 221458364     20.80   2836068  29847516         0
08:36:03 AM 1014600868 1011516456  41679308      3.95        24  17704832 221481568     20.80   2836044  29898316         0
08:36:05 AM 1014764352 1011679996  41515824      3.93        24  17654708 221276772     20.78   2836048  29734208         0
08:36:07 AM 1014764392 1011680140  41515784      3.93        24  17654432 221276772     20.78   2836044  29736368         0
08:36:09 AM 1014762472 1011678188  41517704      3.93        24  17654432 221167388     20.77   2836088  29737324         0
08:36:11 AM 1014761116 1011676800  41519060      3.93        24  17654432 221203800     20.78   2836032  29738528         0
08:36:13 AM 1014760084 1011675744  41520092      3.93        24  17654432 221143996     20.77   2836064  29739816         0
08:36:15 AM 1014665732 1011581368  41614444      3.94        24  17654432 221256816     20.78   2836056  29833764         0
08:36:17 AM 1014757944 1011673648  41522232      3.93        24  17654432 221141052     20.77   2836024  29742224         0
08:36:19 AM 1014655924 1011571628  41624252      3.94        24  17755232 221248492     20.78   2936832  29743956         0
08:36:21 AM 1014755816 1011671504  41524360      3.93        24  17654720 221306708     20.79   2836032  29744756         0
08:36:23 AM 1014651832 1011567512  41628344      3.94        24  17653532 221303092     20.79   2836040  29848236         0
08:36:25 AM 1014753280 1011669048  41526896      3.93        24  17654432 221376768     20.79   2836040  29747128         0
08:36:27 AM 1014751600 1011667320  41528576      3.93        24  17654440 221404720     20.80   2836068  29747836         0
08:36:29 AM 1014750872 1011666592  41529304      3.93        24  17654440 221404720     20.80   2836056  29748476         0
08:36:31 AM 1014552380 1011468020  41727796      3.95        24  17734576 221523400     20.81   2836072  29946228         0
08:36:33 AM 1014747376 1011663024  41532800      3.93        24  17654440 221126144     20.77   2836048  29751844         0
08:36:35 AM 1014629952 1011545600  41650224      3.94        24  17769352 221242496     20.78   2836064  29868868         0
08:36:37 AM 1014744360 1011660016  41535816      3.93        24  17654440 221127332     20.77   2836040  29754756         0
08:36:39 AM 1014743176 1011658832  41537000      3.93        24  17654440 221191316     20.78   2836052  29755920         0
08:36:41 AM 1014298504 1011214204  41981672      3.97        24  17828252 221573928     20.81   2836076  30200540         0
08:36:43 AM 1014740484 1011656192  41539692      3.93        24  17654440 221054308     20.76   2836060  29759048         0
08:36:45 AM 1014624744 1011540452  41655432      3.94        24  17769352 221178584     20.77   2836060  29875332         0
