Linux 4.18.0-477.15.1.el8_8.x86_64 (bhm06) 	08/10/2023 	_x86_64_	(56 CPU)

08:14:33 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:18:13 AM     all     10.50      0.00     37.33      0.00      0.00     52.17
08:18:15 AM     all     10.16      0.00     38.18      0.00      0.00     51.67
08:18:17 AM     all     10.68      0.00     38.20      0.00      0.00     51.12
08:18:19 AM     all     10.78      0.00     38.22      0.00      0.00     51.00
08:18:21 AM     all     11.17      0.00     37.09      0.00      0.00     51.74
08:18:23 AM     all     10.57      0.00     37.66      0.00      0.00     51.77
08:18:25 AM     all     10.42      0.00     38.49      0.00      0.00     51.09
08:18:27 AM     all     10.57      0.00     38.16      0.00      0.00     51.27
08:18:29 AM     all     11.11      0.00     36.73      0.00      0.00     52.16
08:18:31 AM     all     10.71      0.00     38.40      0.00      0.00     50.89
08:18:33 AM     all     10.77      0.00     37.65      0.00      0.00     51.58
08:18:35 AM     all     10.24      0.00     37.62      0.00      0.00     52.13
08:18:37 AM     all     10.33      0.00     37.87      0.00      0.00     51.80
08:18:39 AM     all     10.54      0.00     37.63      0.00      0.00     51.83
08:18:41 AM     all     10.92      0.00     37.10      0.00      0.00     51.98
08:18:43 AM     all     10.86      0.00     37.49      0.00      0.00     51.66
08:18:45 AM     all     10.57      0.00     37.99      0.00      0.00     51.43
08:18:47 AM     all     10.56      0.00     38.20      0.00      0.00     51.25
08:18:49 AM     all     10.64      0.00     37.65      0.00      0.00     51.71
08:18:51 AM     all     11.04      0.00     37.93      0.00      0.00     51.03
08:18:53 AM     all     10.62      0.00     38.00      0.00      0.00     51.39
08:18:55 AM     all     10.47      0.00     37.98      0.00      0.00     51.54
08:18:57 AM     all     10.34      0.00     38.13      0.00      0.00     51.53
08:18:59 AM     all     10.27      0.00     38.44      0.00      0.00     51.29
08:19:01 AM     all     10.79      0.00     37.94      0.00      0.00     51.27
08:19:03 AM     all     10.99      0.00     36.70      0.00      0.00     52.30
08:19:05 AM     all     10.60      0.00     37.93      0.00      0.00     51.47
08:19:07 AM     all     10.53      0.00     37.43      0.00      0.00     52.04
08:19:09 AM     all     10.60      0.00     38.05      0.00      0.00     51.35
08:19:11 AM     all     10.99      0.00     37.35      0.00      0.00     51.66
08:19:13 AM     all     10.79      0.00     37.82      0.00      0.00     51.39
08:19:15 AM     all     10.52      0.00     36.58      0.00      0.00     52.90
08:19:17 AM     all     10.20      0.00     38.30      0.00      0.00     51.50
08:19:19 AM     all     10.40      0.00     37.54      0.00      0.00     52.06
08:19:21 AM     all     10.69      0.00     37.71      0.00      0.00     51.59
08:19:23 AM     all     10.85      0.00     37.55      0.00      0.00     51.61
08:19:25 AM     all     10.50      0.00     38.21      0.00      0.00     51.28
08:19:27 AM     all     10.35      0.00     38.31      0.00      0.00     51.34
08:19:29 AM     all     10.31      0.00     37.92      0.00      0.00     51.77
08:19:31 AM     all     10.42      0.00     38.34      0.00      0.00     51.24
08:19:33 AM     all     10.89      0.00     37.20      0.00      0.00     51.91
08:19:35 AM     all     10.72      0.00     37.92      0.00      0.00     51.35
08:19:37 AM     all     10.57      0.00     37.34      0.00      0.00     52.10
08:19:39 AM     all     11.22      0.00     36.40      0.00      0.00     52.38
08:19:41 AM     all     10.94      0.00     37.85      0.00      0.00     51.21
08:19:43 AM     all     10.92      0.00     36.46      0.00      0.00     52.62
08:19:45 AM     all     10.19      0.00     38.29      0.00      0.00     51.52
08:19:47 AM     all     10.74      0.00     37.33      0.00      0.00     51.93
08:19:49 AM     all     10.86      0.00     36.90      0.00      0.00     52.24
08:19:51 AM     all     11.23      0.00     36.68      0.00      0.00     52.10
08:19:53 AM     all     10.33      0.00     38.15      0.00      0.00     51.52
08:19:55 AM     all     10.44      0.00     38.64      0.00      0.00     50.92
08:19:57 AM     all     10.62      0.00     38.44      0.00      0.00     50.94
08:19:59 AM     all     11.28      0.00     36.89      0.00      0.00     51.83
08:20:01 AM     all     10.48      0.00     37.46      0.00      0.00     52.06
08:20:03 AM     all     10.35      0.00     38.04      0.00      0.00     51.61
08:20:05 AM     all     10.27      0.00     38.03      0.00      0.00     51.71
08:20:07 AM     all     10.41      0.00     37.95      0.00      0.00     51.64
08:20:09 AM     all     10.91      0.00     37.47      0.00      0.00     51.62
08:20:11 AM     all     11.12      0.00     37.70      0.00      0.00     51.18
08:20:13 AM     all     10.51      0.00     38.27      0.00      0.00     51.22
08:20:15 AM     all     10.26      0.00     38.58      0.00      0.00     51.17
08:20:17 AM     all     10.67      0.00     37.66      0.00      0.00     51.68
08:20:19 AM     all     11.06      0.00     38.00      0.00      0.00     50.94
08:20:21 AM     all     10.48      0.00     37.84      0.00      0.00     51.68
08:20:23 AM     all     10.07      0.00     38.35      0.00      0.00     51.58
08:20:25 AM     all     10.66      0.00     37.07      0.00      0.00     52.27
08:20:27 AM     all     10.70      0.00     37.46      0.00      0.00     51.84
08:20:29 AM     all     10.89      0.00     36.86      0.00      0.00     52.26
08:20:31 AM     all     10.39      0.00     38.68      0.00      0.00     50.92
08:20:33 AM     all      9.97      0.00     37.69      0.00      0.00     52.34
08:20:35 AM     all     10.68      0.00     37.62      0.00      0.00     51.71
08:20:37 AM     all     10.88      0.00     36.85      0.00      0.00     52.26
08:20:39 AM     all     10.78      0.00     37.66      0.00      0.00     51.56
08:20:41 AM     all     10.69      0.00     37.67      0.00      0.00     51.64
08:20:43 AM     all     10.35      0.00     37.67      0.00      0.00     51.98
08:20:45 AM     all     11.19      0.00     37.08      0.00      0.00     51.73
08:20:47 AM     all     11.04      0.00     37.40      0.00      0.00     51.55
08:20:49 AM     all     10.42      0.00     38.40      0.00      0.00     51.18
08:20:51 AM     all     10.49      0.00     37.90      0.00      0.00     51.61
08:20:53 AM     all     10.54      0.00     37.74      0.00      0.00     51.72
08:20:55 AM     all     10.91      0.00     36.88      0.00      0.00     52.21
08:20:57 AM     all     11.23      0.00     37.30      0.00      0.00     51.47
08:20:59 AM     all     10.34      0.00     38.45      0.00      0.00     51.21
08:21:01 AM     all     10.77      0.00     38.17      0.00      0.00     51.05
08:21:03 AM     all     11.15      0.00     37.98      0.00      0.00     50.87
08:21:05 AM     all     10.79      0.00     38.24      0.00      0.00     50.98
08:21:07 AM     all     10.56      0.00     38.27      0.00      0.00     51.17
08:21:09 AM     all     10.61      0.00     38.15      0.00      0.00     51.24
08:21:11 AM     all     10.49      0.00     37.46      0.00      0.00     52.05
08:21:13 AM     all     11.00      0.00     37.56      0.00      0.00     51.43
08:21:15 AM     all     11.07      0.00     37.63      0.00      0.00     51.30
08:21:17 AM     all     10.38      0.00     37.60      0.00      0.00     52.02
08:21:19 AM     all     10.40      0.00     38.50      0.00      0.00     51.10
08:21:21 AM     all     10.15      0.00     38.31      0.00      0.00     51.55
08:21:23 AM     all     10.80      0.00     37.42      0.00      0.00     51.78
08:21:25 AM     all     11.13      0.00     37.01      0.00      0.00     51.85
08:21:27 AM     all     10.51      0.00     38.39      0.00      0.00     51.10
08:21:29 AM     all     10.12      0.00     38.32      0.00      0.00     51.56
08:21:31 AM     all     10.37      0.00     38.36      0.00      0.00     51.27
08:21:33 AM     all     10.85      0.00     37.69      0.00      0.00     51.46
08:21:35 AM     all     11.05      0.00     37.20      0.00      0.00     51.75
08:21:37 AM     all     10.58      0.00     37.78      0.00      0.00     51.65
08:21:39 AM     all     10.47      0.00     38.14      0.00      0.00     51.39
08:21:41 AM     all     10.71      0.00     37.71      0.00      0.00     51.58
08:21:43 AM     all     10.60      0.00     38.11      0.00      0.00     51.29
08:21:45 AM     all     10.84      0.00     36.68      0.00      0.00     52.48
08:21:47 AM     all     10.17      0.00     37.85      0.00      0.00     51.99
08:21:49 AM     all     10.33      0.00     37.41      0.00      0.00     52.26
08:21:51 AM     all     10.55      0.00     37.54      0.00      0.00     51.91
08:21:53 AM     all     10.81      0.00     37.51      0.00      0.00     51.68
08:21:55 AM     all     11.13      0.00     36.68      0.00      0.00     52.20
08:21:57 AM     all     10.49      0.00     37.88      0.00      0.00     51.63
08:21:59 AM     all     10.29      0.00     38.59      0.00      0.00     51.12
08:22:01 AM     all     10.51      0.00     37.75      0.00      0.00     51.73
08:22:03 AM     all     10.70      0.00     38.80      0.00      0.00     50.50
08:22:05 AM     all     10.82      0.00     38.01      0.00      0.00     51.17
08:22:07 AM     all     10.12      0.00     37.72      0.00      0.00     52.17
08:22:09 AM     all     10.05      0.00     38.23      0.00      0.00     51.72
08:22:11 AM     all     10.94      0.00     37.08      0.00      0.00     51.98
08:22:13 AM     all     10.82      0.00     37.91      0.00      0.00     51.27
08:22:15 AM     all     11.01      0.00     37.36      0.00      0.00     51.63
08:22:17 AM     all     10.39      0.00     38.14      0.00      0.00     51.47
08:22:19 AM     all     10.49      0.00     37.54      0.00      0.00     51.97
08:22:21 AM     all     10.64      0.00     37.49      0.00      0.00     51.87
08:22:23 AM     all     10.98      0.00     37.54      0.00      0.00     51.47
08:22:25 AM     all     10.91      0.00     38.03      0.00      0.00     51.06
08:22:27 AM     all     10.53      0.00     37.93      0.00      0.00     51.55
08:22:29 AM     all     10.08      0.00     38.67      0.00      0.00     51.25
08:22:31 AM     all     11.05      0.00     37.06      0.00      0.00     51.89
08:22:33 AM     all     10.70      0.00     37.72      0.00      0.00     51.58
08:22:35 AM     all     10.58      0.00     38.23      0.00      0.00     51.20
08:22:37 AM     all     10.61      0.00     38.22      0.00      0.00     51.17
08:22:39 AM     all     10.18      0.00     38.77      0.00      0.00     51.05
08:22:41 AM     all     10.87      0.00     37.72      0.00      0.00     51.41
08:22:43 AM     all     10.59      0.00     37.58      0.00      0.00     51.83
08:22:45 AM     all     10.59      0.00     37.78      0.00      0.00     51.63
08:22:47 AM     all     10.38      0.00     38.15      0.00      0.00     51.47
08:22:49 AM     all     10.34      0.00     38.87      0.00      0.00     50.79
08:22:51 AM     all     10.66      0.00     37.76      0.00      0.00     51.58
08:22:53 AM     all     10.89      0.00     37.63      0.00      0.00     51.48
08:22:55 AM     all     11.03      0.00     37.27      0.00      0.00     51.70
08:22:57 AM     all     10.50      0.00     38.55      0.00      0.00     50.95
08:22:59 AM     all     10.49      0.00     38.11      0.00      0.00     51.41
08:23:01 AM     all     10.43      0.00     38.09      0.00      0.00     51.48
08:23:03 AM     all     11.13      0.00     36.93      0.00      0.00     51.93
08:23:05 AM     all     10.68      0.00     38.28      0.00      0.00     51.04
08:23:07 AM     all     10.50      0.00     37.69      0.00      0.00     51.80
08:23:09 AM     all     10.35      0.00     38.14      0.00      0.00     51.50
08:23:11 AM     all     10.94      0.00     37.34      0.00      0.00     51.72
08:23:13 AM     all     10.66      0.00     37.07      0.00      0.00     52.27
08:23:15 AM     all     11.04      0.00     37.42      0.00      0.00     51.54
08:23:17 AM     all     10.48      0.00     38.49      0.00      0.00     51.03
08:23:19 AM     all     10.24      0.00     37.87      0.00      0.00     51.89
08:23:21 AM     all     10.60      0.00     37.79      0.00      0.00     51.60
08:23:23 AM     all     10.97      0.00     37.40      0.00      0.00     51.63
08:23:25 AM     all     10.47      0.00     37.46      0.00      0.00     52.06
08:23:27 AM     all     10.50      0.00     38.60      0.00      0.00     50.90
08:23:29 AM     all     10.28      0.00     37.59      0.00      0.00     52.13
08:23:31 AM     all     10.36      0.00     37.59      0.00      0.00     52.04
08:23:33 AM     all     10.22      0.00     38.28      0.00      0.00     51.51
08:23:35 AM     all     10.98      0.00     37.49      0.00      0.00     51.53
08:23:37 AM     all     10.25      0.00     38.22      0.00      0.00     51.52
08:23:39 AM     all     10.71      0.00     37.36      0.00      0.00     51.93
08:23:41 AM     all     10.71      0.00     38.19      0.00      0.00     51.10
08:23:43 AM     all     10.77      0.00     37.79      0.00      0.00     51.43
08:23:45 AM     all     10.91      0.00     37.72      0.00      0.00     51.36
08:23:47 AM     all     10.47      0.00     37.96      0.00      0.00     51.56
08:23:49 AM     all     10.23      0.00     38.16      0.00      0.00     51.61
08:23:51 AM     all     10.79      0.00     37.61      0.00      0.00     51.60
08:23:53 AM     all     11.10      0.00     36.75      0.00      0.00     52.14
08:23:55 AM     all     10.56      0.00     38.56      0.00      0.00     50.89
08:23:57 AM     all     10.41      0.00     37.81      0.00      0.00     51.77
08:23:59 AM     all     10.71      0.00     37.80      0.00      0.00     51.49
08:24:01 AM     all     10.04      0.00     38.07      0.00      0.00     51.89
08:24:03 AM     all     10.62      0.00     36.97      0.00      0.00     52.41
08:24:05 AM     all     11.02      0.00     36.62      0.00      0.00     52.36
08:24:07 AM     all     10.50      0.00     38.33      0.00      0.00     51.17
08:24:09 AM     all     10.42      0.00     38.67      0.00      0.00     50.91
08:24:11 AM     all     10.54      0.00     36.58      0.00      0.00     52.88
08:24:13 AM     all     10.83      0.00     37.66      0.00      0.00     51.51
08:24:15 AM     all     10.59      0.00     38.53      0.00      0.00     50.88
08:24:17 AM     all     10.35      0.00     37.88      0.00      0.00     51.77
08:24:19 AM     all     10.52      0.00     37.22      0.00      0.00     52.26
08:24:21 AM     all     10.32      0.00     38.12      0.00      0.00     51.55
08:24:23 AM     all     11.14      0.00     36.96      0.00      0.00     51.89
08:24:25 AM     all     10.71      0.00     38.17      0.00      0.00     51.12
08:24:27 AM     all     10.50      0.00     38.41      0.00      0.00     51.09
08:24:29 AM     all     10.45      0.00     38.66      0.00      0.00     50.89
08:24:31 AM     all     10.37      0.00     37.45      0.00      0.00     52.17
08:24:33 AM     all     10.54      0.00     37.96      0.00      0.00     51.50
08:24:35 AM     all     11.11      0.00     36.84      0.00      0.00     52.05
08:24:37 AM     all     10.63      0.00     37.84      0.00      0.00     51.53
08:24:39 AM     all     10.13      0.00     37.62      0.00      0.00     52.25
08:24:41 AM     all     10.10      0.00     38.59      0.00      0.00     51.31
08:24:43 AM     all     10.71      0.00     36.88      0.00      0.00     52.41
08:24:45 AM     all     10.83      0.00     38.13      0.00      0.00     51.04
08:24:47 AM     all     10.84      0.00     37.71      0.00      0.00     51.45
08:24:49 AM     all     10.56      0.00     37.87      0.00      0.00     51.57
08:24:51 AM     all     10.30      0.00     37.94      0.00      0.00     51.76
08:24:53 AM     all     10.93      0.00     37.92      0.00      0.00     51.14
08:24:55 AM     all     11.12      0.00     37.82      0.00      0.00     51.06
08:24:57 AM     all     10.50      0.00     37.82      0.00      0.00     51.68
08:24:59 AM     all     10.66      0.00     37.53      0.00      0.00     51.81
08:25:01 AM     all     10.37      0.00     38.31      0.00      0.00     51.32
08:25:03 AM     all     10.98      0.00     36.99      0.00      0.00     52.03
08:25:05 AM     all     11.17      0.00     37.63      0.00      0.00     51.21
08:25:07 AM     all     10.97      0.00     37.64      0.00      0.00     51.39
08:25:09 AM     all     10.14      0.00     38.24      0.00      0.00     51.62
08:25:11 AM     all     10.80      0.00     38.06      0.00      0.00     51.15
08:25:13 AM     all     10.71      0.00     37.54      0.00      0.00     51.74
08:25:15 AM     all     11.12      0.00     37.24      0.00      0.00     51.64
08:25:17 AM     all     10.53      0.00     38.00      0.00      0.00     51.46
08:25:19 AM     all     10.45      0.00     38.26      0.00      0.00     51.29
08:25:21 AM     all     10.60      0.00     37.52      0.00      0.00     51.88
08:25:23 AM     all     10.46      0.00     38.05      0.00      0.00     51.49
08:25:25 AM     all     11.02      0.00     37.21      0.00      0.00     51.78
08:25:27 AM     all     10.33      0.00     38.17      0.00      0.00     51.50
08:25:29 AM     all     10.49      0.00     38.89      0.00      0.00     50.62
08:25:31 AM     all     10.59      0.00     38.22      0.00      0.00     51.18
08:25:33 AM     all     10.93      0.00     37.44      0.00      0.00     51.63
08:25:35 AM     all     10.88      0.00     36.69      0.00      0.00     52.44
08:25:37 AM     all     10.25      0.00     37.59      0.00      0.00     52.16
08:25:39 AM     all     10.70      0.00     37.27      0.00      0.00     52.03
08:25:41 AM     all     10.59      0.00     37.86      0.00      0.00     51.55
08:25:43 AM     all     10.69      0.00     37.80      0.00      0.00     51.51
08:25:45 AM     all     10.84      0.00     37.72      0.00      0.00     51.44
08:25:47 AM     all     10.59      0.00     37.66      0.00      0.00     51.75
08:25:49 AM     all     10.12      0.00     38.27      0.00      0.00     51.60
08:25:51 AM     all     11.03      0.00     37.69      0.00      0.00     51.29
08:25:53 AM     all     11.12      0.00     37.61      0.00      0.00     51.27
08:25:55 AM     all     10.67      0.00     37.95      0.00      0.00     51.38
08:25:57 AM     all     10.34      0.00     38.23      0.00      0.00     51.44
08:25:59 AM     all     10.40      0.00     38.62      0.00      0.00     50.98
08:26:01 AM     all     10.94      0.00     37.11      0.00      0.00     51.95
08:26:03 AM     all     10.96      0.00     37.43      0.00      0.00     51.61
08:26:05 AM     all     10.33      0.00     37.91      0.00      0.00     51.76
08:26:07 AM     all     10.32      0.00     38.40      0.00      0.00     51.28
08:26:09 AM     all     10.31      0.00     37.73      0.00      0.00     51.95
08:26:11 AM     all     10.27      0.00     38.13      0.00      0.00     51.60
08:26:13 AM     all     10.79      0.00     37.98      0.00      0.00     51.22
08:26:15 AM     all     10.62      0.00     37.77      0.00      0.00     51.60
08:26:17 AM     all     10.50      0.00     38.21      0.00      0.00     51.29
08:26:19 AM     all     10.33      0.00     37.82      0.00      0.00     51.85
08:26:21 AM     all     10.32      0.00     37.62      0.00      0.00     52.06
08:26:23 AM     all     10.80      0.00     37.45      0.00      0.00     51.76
08:26:25 AM     all     10.56      0.00     38.35      0.00      0.00     51.09
08:26:27 AM     all     10.62      0.00     38.06      0.00      0.00     51.32
08:26:29 AM     all     10.48      0.00     37.74      0.00      0.00     51.78
08:26:31 AM     all     10.62      0.00     37.98      0.00      0.00     51.40
08:26:33 AM     all     10.20      0.00     38.42      0.00      0.00     51.38
08:26:35 AM     all     10.90      0.00     36.98      0.00      0.00     52.13
08:26:37 AM     all     10.89      0.00     37.60      0.00      0.00     51.51
08:26:39 AM     all     10.37      0.00     38.00      0.00      0.00     51.63
08:26:41 AM     all     10.67      0.00     37.18      0.00      0.00     52.15
08:26:43 AM     all     10.25      0.00     38.49      0.00      0.00     51.26
08:26:45 AM     all     10.58      0.00     37.27      0.00      0.00     52.15
08:26:47 AM     all     10.70      0.00     38.10      0.00      0.00     51.20
08:26:49 AM     all     10.57      0.00     38.10      0.00      0.00     51.34
08:26:51 AM     all     10.84      0.00     37.60      0.00      0.00     51.56
08:26:53 AM     all     10.31      0.00     38.32      0.00      0.00     51.38
08:26:55 AM     all     11.35      0.00     36.34      0.00      0.00     52.31
08:26:57 AM     all     11.01      0.00     37.27      0.00      0.00     51.72
08:26:59 AM     all     10.39      0.00     38.44      0.00      0.00     51.17
08:27:01 AM     all     10.61      0.00     37.78      0.00      0.00     51.61
08:27:03 AM     all     10.66      0.00     38.07      0.00      0.00     51.27
08:27:05 AM     all     10.78      0.00     37.53      0.00      0.00     51.69
08:27:07 AM     all     10.75      0.00     37.05      0.00      0.00     52.21
08:27:09 AM     all     10.39      0.00     38.12      0.00      0.00     51.48
08:27:11 AM     all     10.60      0.00     37.84      0.00      0.00     51.56
08:27:13 AM     all     10.85      0.00     37.84      0.00      0.00     51.31
08:27:15 AM     all     11.03      0.00     37.52      0.00      0.00     51.44
08:27:17 AM     all     10.66      0.00     37.80      0.00      0.00     51.54
08:27:19 AM     all     10.11      0.00     38.44      0.00      0.00     51.45
08:27:21 AM     all     10.48      0.00     38.07      0.00      0.00     51.45
08:27:23 AM     all     11.08      0.00     37.29      0.00      0.00     51.63
08:27:25 AM     all     10.70      0.00     37.60      0.00      0.00     51.70
08:27:27 AM     all     10.33      0.00     37.74      0.00      0.00     51.93
08:27:29 AM     all     10.62      0.00     37.81      0.00      0.00     51.58
08:27:31 AM     all     10.73      0.00     37.91      0.00      0.00     51.36
08:27:33 AM     all     10.90      0.00     37.67      0.00      0.00     51.43
08:27:35 AM     all     10.36      0.00     37.99      0.00      0.00     51.65
08:27:37 AM     all     10.32      0.00     38.27      0.00      0.00     51.41
08:27:39 AM     all     10.56      0.00     36.95      0.00      0.00     52.49
08:27:41 AM     all     10.57      0.00     38.16      0.00      0.00     51.27
