Linux 4.18.0-477.15.1.el8_8.x86_64 (tbm03) 	08/10/2023 	_x86_64_	(32 CPU)

11:55:57 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
12:23:59 PM 491419508 492501968  36094564      6.84        24  14216616  71530928     13.35   3550328  24424020         0
12:24:01 PM 491418480 492501800  36095592      6.84        24  14217508  71744420     13.39   3551184  24423640         0
12:24:03 PM 491376208 492459504  36137864      6.85        24  14255148  71690544     13.38   3551228  24465516         0
12:24:05 PM 491413860 492497148  36100212      6.84        24  14217504  71501976     13.34   3551180  24428392         0
12:24:07 PM 491372116 492455380  36141956      6.85        24  14255148  71651824     13.37   3551220  24470440         0
12:24:09 PM 491405932 492489252  36108140      6.84        24  14217508  71614932     13.36   3551220  24436360         0
12:24:11 PM 491404048 492487360  36110024      6.85        24  14217848  71647296     13.37   3551212  24438624         0
12:24:13 PM 491362252 492445600  36151820      6.85        24  14255144  71705456     13.38   3551244  24480040         0
12:24:15 PM 491397284 492480608  36116788      6.85        24  14217500  71892696     13.42   3551200  24444892         0
12:24:17 PM 491393776 492477052  36120296      6.85        24  14217848  71702484     13.38   3551228  24448964         0
12:24:19 PM 491390644 492473968  36123428      6.85        24  14217504  71724760     13.38   3551208  24451756         0
12:24:21 PM 491387136 492470388  36126936      6.85        24  14217508  71765224     13.39   3551284  24455200         0
12:24:23 PM 491346944 492430196  36167128      6.86        24  14255136  71727628     13.38   3551240  24495688         0
12:24:25 PM 491383352 492466588  36130720      6.85        24  14217508  71739012     13.39   3551208  24459564         0
12:24:27 PM 491380352 492463612  36133720      6.85        24  14217852  71669780     13.37   3551208  24462760         0
12:24:29 PM 491367552 492450852  36146520      6.85        24  14225236  71627272     13.37   3551200  24474468         0
12:24:31 PM 491372232 492455588  36141840      6.85        24  14217508  71695544     13.38   3551188  24470312         0
12:24:33 PM 491329820 492413192  36184252      6.86        24  14255148  71720296     13.38   3551248  24512588         0
12:24:35 PM 491365268 492448712  36148804      6.85        24  14217508  71834360     13.40   3551200  24476400         0
12:24:37 PM 491361504 492444836  36152568      6.85        24  14217548  71628928     13.37   3551592  24480244         0
12:24:39 PM 491327496 492410828  36186576      6.86        24  14247416  71571976     13.36   3551196  24514804         0
12:24:41 PM 491353524 492436832  36160548      6.85        24  14217508  71669304     13.37   3551204  24489144         0
12:24:43 PM 491313768 492397156  36200304      6.86        24  14255148  71780220     13.39   3551220  24528952         0
12:24:45 PM 491347340 492430612  36166732      6.86        24  14217680  71738792     13.39   3551220  24495400         0
12:24:47 PM 491345352 492428664  36168720      6.86        24  14217508  71665252     13.37   3551188  24497424         0
12:24:49 PM 491303392 492386668  36210680      6.86        24  14255148  71822748     13.40   3551220  24539228         0
12:24:51 PM 491337784 492421084  36176288      6.86        24  14217508  71641608     13.37   3551196  24504472         0
12:24:53 PM 491295856 492379156  36218216      6.87        24  14255156  71767728     13.39   3551260  24546144         0
12:24:55 PM 491306636 492389888  36207436      6.86        24  14217680  71744624     13.39   3551212  24535516         0
12:24:57 PM 491328408 492411748  36185664      6.86        24  14217852  71780072     13.39   3551220  24513920         0
12:24:59 PM 491286788 492370080  36227284      6.87        24  14255320  71722820     13.38   3551228  24555200         0
12:25:01 PM 491322864 492406132  36191208      6.86        24  14217508  71743732     13.39   3551192  24519636         0
12:25:03 PM 491280700 492363968  36233372      6.87        24  14254976  71787804     13.40   3551232  24561280         0
12:25:05 PM 491317204 492400472  36196868      6.86        24  14217680  71653768     13.37   3551200  24525276         0
12:25:07 PM 491312868 492396136  36201204      6.86        24  14217848  71760976     13.39   3551208  24529248         0
12:25:09 PM 491271672 492354964  36242400      6.87        24  14255488  71613596     13.36   3551216  24570048         0
12:25:11 PM 491306492 492389768  36207580      6.86        24  14217844  71653264     13.37   3551200  24535688         0
12:25:13 PM 491266972 492350236  36247100      6.87        24  14255148  71650496     13.37   3551224  24575576         0
12:25:15 PM 491303620 492386884  36210452      6.86        24  14217504  71664796     13.37   3551200  24538844         0
12:25:17 PM 491302868 492386132  36211204      6.86        24  14217676  71576956     13.36   3551192  24540196         0
12:25:19 PM 491259896 492343152  36254176      6.87        24  14254976  71626732     13.37   3551232  24582548         0
12:25:21 PM 491295972 492379268  36218100      6.87        24  14217504  71607404     13.36   3551192  24546468         0
12:25:23 PM 491293300 492376652  36220772      6.87        24  14217852  71822848     13.40   3551240  24549188         0
12:25:25 PM 491287684 492371008  36226388      6.87        24  14221204  71604632     13.36   3551208  24555092         0
12:25:27 PM 491288016 492371324  36226056      6.87        24  14217508  71611672     13.36   3551208  24554888         0
12:25:29 PM 491246228 492329528  36267844      6.88        24  14255160  71722328     13.38   3551216  24596432         0
12:25:31 PM 491280032 492363356  36234040      6.87        24  14217692  71568392     13.35   3551224  24562792         0
12:25:33 PM 491276428 492359752  36237644      6.87        24  14217696  71791200     13.40   3551244  24565440         0
12:25:35 PM 491253956 492337248  36260116      6.87        24  14238356  71725928     13.38   3551204  24588248         0
12:25:37 PM 491271612 492354928  36242460      6.87        24  14217692  71549660     13.35   3551220  24571100         0
12:25:39 PM 491231260 492314608  36282812      6.88        24  14254992  71686976     13.38   3551228  24611648         0
12:25:41 PM 491265952 492349268  36248120      6.87        24  14217860  71708240     13.38   3551212  24576712         0
12:25:43 PM 491260456 492343724  36253616      6.87        24  14217868  71590736     13.36   3551228  24581880         0
12:25:45 PM 491240336 492323588  36273736      6.88        24  14238860  71759268     13.39   3551224  24602996         0
12:25:47 PM 491258708 492341952  36255364      6.87        24  14217520  71755392     13.39   3551192  24584568         0
12:25:49 PM 491217276 492300512  36296796      6.88        24  14255332  71702192     13.38   3551224  24626212         0
12:25:51 PM 491252204 492335456  36261868      6.87        24  14217692  71636268     13.37   3551200  24591432         0
12:25:53 PM 491247740 492331016  36266332      6.87        24  14217860  71942336     13.42   3551248  24595608         0
12:25:55 PM 491208968 492292260  36305104      6.88        24  14255152  71818468     13.40   3551200  24634688         0
12:25:57 PM 491243000 492326244  36271072      6.88        24  14217508  71672792     13.37   3551192  24600404         0
12:25:59 PM 491202080 492285388  36311992      6.88        24  14255156  71687312     13.38   3551208  24640652         0
12:26:01 PM 491235880 492319260  36278192      6.88        24  14217684  71695628     13.38   3551188  24607228         0
12:26:03 PM 491230976 492314492  36283096      6.88        24  14217856  71819552     13.40   3551216  24611960         0
12:26:05 PM 491192772 492276192  36321300      6.89        24  14255156  71882140     13.41   3551216  24650792         0
12:26:07 PM 491227708 492311044  36286364      6.88        24  14217512  71775996     13.39   3551188  24615704         0
12:26:09 PM 491186864 492270168  36327208      6.89        24  14255144  71663548     13.37   3551204  24656884         0
12:26:11 PM 491222176 492305472  36291896      6.88        24  14217684  71509160     13.34   3551196  24621336         0
12:26:13 PM 491217216 492300476  36296856      6.88        24  14217332  71532812     13.35   3551200  24625796         0
12:26:15 PM 491178136 492261368  36335936      6.89        24  14255140  71908004     13.42   3551188  24665060         0
12:26:17 PM 491212956 492296152  36301116      6.88        24  14217460  71603896     13.36   3551160  24630404         0
12:26:19 PM 491175444 492258648  36338628      6.89        24  14254764  71749260     13.39   3551152  24668008         0
12:26:21 PM 491208524 492291736  36305548      6.88        24  14217804  71676340     13.37   3551160  24634544         0
12:26:23 PM 491204184 492287396  36309888      6.88        24  14217460  71629860     13.37   3551152  24638408         0
12:26:25 PM 491163232 492246524  36350840      6.89        24  14255096  71787396     13.40   3551152  24679644         0
12:26:27 PM 491199164 492282416  36314908      6.88        24  14217456  71637740     13.37   3551128  24643968         0
12:26:29 PM 491159044 492242280  36355028      6.89        24  14246032  71835836     13.40   3579416  24647332         0
12:26:31 PM 491193484 492276760  36320588      6.89        24  14217632  71704552     13.38   3551140  24649284         0
12:26:33 PM 491189764 492272872  36324308      6.89        24  14217492  71624872     13.37   3551016  24653120         0
12:26:35 PM 491150660 492233728  36363412      6.89        24  14254924  71642852     13.37   3550976  24692324         0
12:26:37 PM 491184048 492267092  36330024      6.89        24  14217456  71608452     13.36   3550984  24659000         0
12:26:39 PM 491182180 492265256  36331892      6.89        24  14217624  71721364     13.38   3550960  24661336         0
12:26:41 PM 491183148 492250284  36330924      6.89        24  14212952  71643892     13.37   3535052  24676368         0
12:26:43 PM 491191720 492258616  36322352      6.89        24  14201496  71652588     13.37   3534860  24667588         0
12:26:45 PM 491151116 492217940  36362956      6.89        24  14238712  71720808     13.38   3534780  24707440         0
12:26:47 PM 491186036 492252888  36328036      6.89        24  14201168  71552932     13.35   3534700  24673256         0
12:26:49 PM 491184364 492249528  36329708      6.89        24  14199708  71677092     13.38   3533064  24676156         0
12:26:51 PM 491160580 492225220  36353492      6.89        24  14221068  71764788     13.39   3532588  24701812         0
12:26:53 PM 491180036 492244572  36334036      6.89        24  14198804  71765352     13.39   3532500  24681352         0
12:26:55 PM 491139936 492204488  36374136      6.90        24  14236448  71850144     13.41   3532524  24722044         0
12:26:57 PM 491175576 492239956  36338496      6.89        24  14198652  71733476     13.39   3532336  24687124         0
12:26:59 PM 491174448 492235020  36339624      6.89        24  14195176  71792824     13.40   3528528  24691476         0
12:27:01 PM 491155960 492216468  36358112      6.89        24  14210244  71657984     13.37   3528476  24709648         0
12:27:03 PM 491168320 492228820  36345752      6.89        24  14194780  71855492     13.41   3528488  24697140         0
12:27:05 PM 491129080 492189596  36384992      6.90        24  14232248  71680152     13.38   3528464  24736272         0
12:27:07 PM 491162904 492223412  36351168      6.89        24  14194952  71918488     13.42   3528480  24702916         0
12:27:09 PM 491160468 492220968  36353604      6.89        24  14194780  71931628     13.42   3528456  24705784         0
12:27:11 PM 491136248 492196772  36377824      6.90        24  14217128  71682352     13.38   3528480  24730432         0
12:27:13 PM 491153864 492214400  36360208      6.89        24  14195120  71721288     13.38   3528484  24711892         0
12:27:15 PM 491115684 492174872  36398388      6.90        24  14231252  71866012     13.41   3527164  24751240         0
12:27:17 PM 491151024 492210116  36363048      6.89        24  14193500  71676944     13.38   3527020  24715700         0
12:27:19 PM 491149548 492206896  36364524      6.89        24  14191776  71799736     13.40   3525312  24719160         0
12:27:21 PM 491110920 492168208  36403152      6.90        24  14226496  71901592     13.42   3525244  24758172         0
12:27:23 PM 491142568 492199840  36371504      6.89        24  14191720  71848000     13.41   3525252  24725804         0
12:27:25 PM 491105152 492160796  36408920      6.90        24  14227572  71752760     13.39   3523640  24765328         0
12:27:27 PM 491139124 492194792  36374948      6.90        24  14190104  71709344     13.38   3523640  24731040         0
12:27:29 PM 491137740 492193140  36376332      6.90        24  14190012  71514164     13.34   3523356  24733480         0
12:27:31 PM 491097864 492153252  36416208      6.90        24  14227296  71570360     13.36   3523364  24773564         0
12:27:33 PM 491131984 492187132  36382088      6.90        24  14189428  71583068     13.36   3523128  24739632         0
12:27:35 PM 491091960 492147108  36422112      6.90        24  14227068  71515692     13.34   3523144  24780092         0
12:27:37 PM 491128256 492183348  36385816      6.90        24  14189552  71600696     13.36   3523064  24743724         0
12:27:39 PM 491126192 492181136  36387880      6.90        24  14189572  71554952     13.35   3522908  24745740         0
12:27:41 PM 491086832 492141796  36427240      6.91        24  14226704  71685472     13.38   3522936  24785336         0
12:27:43 PM 491118492 492173408  36395580      6.90        24  14189340  71650956     13.37   3522880  24753072         0
12:27:45 PM 491080764 492135284  36433308      6.91        24  14226288  71588788     13.36   3522508  24791692         0
12:27:47 PM 491114248 492168632  36399824      6.90        24  14188780  71598580     13.36   3522316  24758444         0
12:27:49 PM 491113308 492167520  36400764      6.90        24  14188412  71549600     13.35   3522088  24759612         0
12:27:51 PM 491071156 492125324  36442916      6.91        24  14225848  71616212     13.36   3522092  24800572         0
12:27:53 PM 491107172 492160988  36406900      6.90        24  14188104  71637008     13.37   3521788  24765928         0
12:27:55 PM 491091792 492145708  36422280      6.90        24  14191460  71772888     13.39   3525336  24769944         0
12:27:57 PM 491094880 492147692  36419192      6.90        24  14194620  71518428     13.35   3520760  24779148         0
12:27:59 PM 491104772 492151368  36409300      6.90        24  14181180  71620972     13.36   3514528  24774684         0
12:28:01 PM 491064020 492110600  36450052      6.91        24  14218572  71686812     13.38   3514468  24815824         0
12:28:03 PM 491099476 492146016  36414596      6.90        24  14180760  71638888     13.37   3514456  24780352         0
12:28:05 PM 491097996 492144120  36416076      6.90        24  14180896  71749816     13.39   3514096  24782800         0
12:28:07 PM 491080764 492126588  36433308      6.91        24  14195388  71693664     13.38   3513804  24800232         0
12:28:09 PM 491092860 492138448  36421212      6.90        24  14180016  71443204     13.33   3513544  24788292         0
12:28:11 PM 491053388 492098700  36460684      6.91        24  14217212  71582212     13.36   3513284  24828428         0
12:28:13 PM 491086988 492132052  36427084      6.91        24  14179448  71519712     13.35   3512988  24794420         0
12:28:15 PM 491085288 492129740  36428784      6.91        24  14179048  71633328     13.37   3512396  24796812         0
12:28:17 PM 491068320 492112736  36445752      6.91        24  14193296  71689064     13.38   3512208  24814256         0
12:28:19 PM 491080696 492124872  36433376      6.91        24  14178396  71622428     13.36   3512072  24801960         0
12:28:21 PM 491039260 492083228  36474812      6.91        24  14215524  71656524     13.37   3511936  24842584         0
12:28:23 PM 491074880 492118532  36439192      6.91        24  14178256  71820316     13.40   3511620  24807932         0
12:28:25 PM 491071736 492115172  36442336      6.91        24  14178068  71558976     13.35   3511436  24811384         0
12:28:27 PM 491045808 492089244  36468264      6.91        24  14202764  71582864     13.36   3511416  24837804         0
12:28:29 PM 491066200 492108956  36447872      6.91        24  14176852  71666640     13.37   3510696  24816652         0
12:28:31 PM 491035308 492070452  36478764      6.92        24  14207056  71626220     13.37   3503088  24855616         0
12:28:33 PM 491069152 492103840  36444920      6.91        24  14169020  71569980     13.36   3502708  24822284         0
12:28:35 PM 491059796 492094196  36454276      6.91        24  14168916  71602116     13.36   3502428  24823948         0
12:28:37 PM 491027316 492061544  36486756      6.92        24  14206392  71482092     13.34   3502280  24864092         0
12:28:39 PM 491061456 492094676  36452616      6.91        24  14167532  71574588     13.36   3501224  24831320         0
12:28:41 PM 491021300 492054536  36492772      6.92        24  14205128  71659624     13.37   3501184  24871580         0
12:28:43 PM 491055984 492088432  36458088      6.91        24  14166808  71575556     13.36   3500500  24838088         0
12:28:45 PM 491054920 492086136  36459152      6.91        24  14165908  71677008     13.38   3499236  24840544         0
12:28:47 PM 491014916 492046184  36499156      6.92        24  14202460  71557640     13.35   3499188  24879988         0
12:28:49 PM 491050396 492081476  36463676      6.91        24  14165336  71532696     13.35   3499020  24844448         0
12:28:51 PM 491009944 492040260  36504128      6.92        24  14201976  71554072     13.35   3498208  24885764         0
12:28:53 PM 491043992 492074056  36470080      6.91        24  14164516  71376380     13.32   3498036  24852144         0
12:28:55 PM 491042664 492071464  36471408      6.91        24  14163488  71523192     13.35   3496836  24854712         0
12:28:57 PM 491003968 492032728  36510104      6.92        24  14200788  71530212     13.35   3496836  24893584         0
12:28:59 PM 491039176 492067840  36474896      6.91        24  14163056  71644668     13.37   3496748  24858160         0
12:29:01 PM 490999940 492028572  36514132      6.92        24  14200508  71561484     13.35   3496712  24897484         0
12:29:03 PM 491033844 492062200  36480228      6.92        24  14162788  71330328     13.31   3496488  24864072         0
12:29:05 PM 491032564 492060588  36481508      6.92        24  14162816  71494544     13.34   3496156  24866248         0
12:29:07 PM 490991420 492018944  36522652      6.92        24  14199608  71375600     13.32   3495680  24907368         0
12:29:09 PM 491027700 492055008  36486372      6.92        24  14161924  71545692     13.35   3495440  24871932         0
12:29:11 PM 490986160 492013376  36527912      6.92        24  14199308  71428020     13.33   3495356  24913108         0
12:29:13 PM 491021360 492048584  36492712      6.92        24  14161668  71541960     13.35   3495348  24877696         0
12:29:15 PM 491018108 492045224  36495964      6.92        24  14161548  71711248     13.38   3495232  24881312         0
12:29:17 PM 490979512 492006560  36534560      6.93        24  14199276  71600144     13.36   3495152  24920256         0
12:29:19 PM 491013164 492040044  36500908      6.92        24  14161484  71657140     13.37   3495012  24886924         0
12:29:21 PM 491007556 492034396  36506516      6.92        24  14165136  71651816     13.37   3499044  24889092         0
12:29:23 PM 491009116 492035828  36504956      6.92        24  14161136  71438940     13.33   3494828  24891372         0
12:29:25 PM 491006692 492032552  36507380      6.92        24  14160340  71689080     13.38   3494032  24894384         0
12:29:27 PM 490967612 491992920  36546460      6.93        24  14197436  71525124     13.35   3493504  24934380         0
12:29:29 PM 491000872 492026128  36513200      6.92        24  14160072  71488456     13.34   3493432  24900140         0
12:29:31 PM 490998444 492023488  36515628      6.92        24  14159832  71731108     13.39   3493176  24903328         0
12:29:33 PM 490974952 491999740  36539120      6.93        24  14179712  71675880     13.37   3492916  24926972         0
12:29:35 PM 490994212 492018692  36519860      6.92        24  14158900  71531584     13.35   3492576  24907552         0
12:29:37 PM 490954608 491978596  36559464      6.93        24  14195876  71668320     13.37   3492112  24948032         0
12:29:39 PM 490988004 492011836  36526068      6.92        24  14158248  71563404     13.35   3491936  24914432         0
12:29:41 PM 490984776 492007972  36529296      6.92        24  14157612  71732808     13.39   3491308  24917612         0
12:29:43 PM 490944112 491967052  36569960      6.93        24  14195152  71847776     13.41   3491060  24958860         0
12:29:45 PM 490979836 492002520  36534236      6.93        24  14157148  71720008     13.38   3490836  24923656         0
12:29:47 PM 490940480 491962956  36573592      6.93        24  14194580  71736152     13.39   3490628  24963288         0
12:29:49 PM 490975188 491997488  36538884      6.93        24  14156584  71727712     13.38   3490428  24928532         0
12:29:51 PM 490973496 491995688  36540576      6.93        24  14157000  71669220     13.37   3490344  24931080         0
12:29:53 PM 490932476 491954428  36581596      6.93        24  14192372  71747472     13.39   3490128  24971768         0
12:29:55 PM 490970452 491992380  36543620      6.93        24  14156384  71685164     13.38   3490056  24934352         0
12:29:57 PM 490930040 491951848  36584032      6.94        24  14193740  71513364     13.34   3489976  24974356         0
12:29:59 PM 490963900 491985520  36550172      6.93        24  14156244  71544044     13.35   3489740  24939820         0
12:30:01 PM 490959588 491981044  36554484      6.93        24  14156292  71477680     13.34   3489720  24944496         0
12:30:03 PM 490920464 491941860  36593608      6.94        24  14193192  71529696     13.35   3489588  24982980         0
12:30:05 PM 490956268 491977552  36557804      6.93        24  14155620  71512804     13.34   3489468  24948000         0
12:30:07 PM 490917464 491938708  36596608      6.94        24  14193276  71603564     13.36   3489324  24987536         0
12:30:09 PM 490949460 491970540  36564612      6.93        24  14157200  71640348     13.37   3489208  24955400         0
12:30:11 PM 490949372 491970400  36564700      6.93        24  14155480  71651692     13.37   3489156  24955804         0
12:30:13 PM 490909796 491930696  36604276      6.94        24  14193200  71710456     13.38   3489120  24995924         0
12:30:15 PM 490946800 491967700  36567272      6.93        24  14155560  71422872     13.33   3489064  24959340         0
12:30:17 PM 490906016 491926804  36608056      6.94        24  14192932  71788160     13.40   3490504  24998492         0
12:30:19 PM 490933288 491954084  36580784      6.93        24  14163028  71441812     13.33   3488976  24972708         0
12:30:21 PM 490937456 491958208  36576616      6.93        24  14155600  71602412     13.36   3488952  24968320         0
12:30:23 PM 490895388 491916104  36618684      6.94        24  14192816  71814180     13.40   3488908  25010140         0
12:30:25 PM 490931080 491951816  36582992      6.93        24  14155168  71637296     13.37   3488848  24974360         0
12:30:27 PM 490928888 491949260  36585184      6.94        24  14155208  71668160     13.37   3488572  24976928         0
12:30:29 PM 490923104 491943260  36590968      6.94        24  14157868  71660164     13.37   3488392  24982916         0
12:30:31 PM 490928212 491944592  36585860      6.94        24  14150792  71693936     13.38   3484476  24981812         0
12:30:33 PM 490887596 491903912  36626476      6.94        24  14188772  71692196     13.38   3484504  25022548         0
12:30:35 PM 490915560 491931668  36598512      6.94        24  14150632  71668992     13.37   3484320  24987100         0
12:30:37 PM 490922168 491938240  36591904      6.94        24  14151072  71642500     13.37   3484252  24989064         0
12:30:39 PM 490918316 491928968  36595756      6.94        24  14151696  71668372     13.37   3478844  24998340         0
12:30:41 PM 490921816 491932408  36592256      6.94        24  14145092  71641680     13.37   3478760  24994600         0
12:30:43 PM 490880576 491891152  36633496      6.94        24  14182684  71658560     13.37   3478764  25035612         0
12:30:45 PM 490916912 491927472  36597160      6.94        24  14145212  71757948     13.39   3478720  24999388         0
12:30:47 PM 490912904 491923552  36601168      6.94        24  14145352  71729472     13.38   3478716  25003068         0
12:30:49 PM 490888916 491899588  36625156      6.94        24  14165168  71754536     13.39   3478688  25026296         0
12:30:51 PM 490906520 491917060  36607552      6.94        24  14144924  71707992     13.38   3478628  25009204         0
12:30:53 PM 490867328 491877696  36646744      6.95        24  14182488  71524248     13.35   3478560  25048964         0
12:30:55 PM 490901612 491911860  36612460      6.94        24  14144780  71631820     13.37   3478480  25013824         0
12:30:57 PM 490899440 491909500  36614632      6.94        24  14144680  71799824     13.40   3478188  25016968         0
12:30:59 PM 490866116 491875932  36647956      6.95        24  14173216  71724996     13.38   3478016  25050224         0
12:31:01 PM 490894144 491903936  36619928      6.94        24  14144316  71738880     13.39   3477988  25021648         0
12:31:03 PM 490853200 491862816  36660872      6.95        24  14181724  71855688     13.41   3477816  25063148         0
12:31:05 PM 490889940 491899520  36624132      6.94        24  14144416  71612860     13.36   3477764  25026952         0
12:31:07 PM 490885800 491895388  36628272      6.94        24  14144416  71772520     13.39   3477788  25030608         0
12:31:09 PM 490854360 491862220  36659712      6.95        24  14173948  71710632     13.38   3476060  25064492         0
12:31:11 PM 490882492 491890256  36631580      6.94        24  14142300  71611996     13.36   3476004  25036180         0
12:31:13 PM 490842944 491850516  36671128      6.95        24  14179744  71807688     13.40   3475812  25075576         0
12:31:15 PM 490876608 491884284  36637464      6.95        24  14142356  71836272     13.40   3475732  25041412         0
12:31:17 PM 490875808 491883356  36638264      6.95        24  14142124  71778840     13.39   3475640  25042672         0
12:31:19 PM 490835052 491842240  36679020      6.95        24  14179452  71841660     13.41   3475356  25083664         0
12:31:21 PM 490793240 491875464  36720832      6.96        24  14216732  71819452     13.40   3550396  25049852         0
12:31:23 PM 490754020 491837072  36760052      6.97        24  14255516  71698928     13.38   3551252  25088292         0
12:31:25 PM 490791648 491874748  36722424      6.96        24  14217536  71643924     13.37   3551204  25051368         0
12:31:27 PM 490787132 491870248  36726940      6.96        24  14217876  71793348     13.40   3551236  25055328         0
12:31:29 PM 490747556 491830720  36766516      6.97        24  14255184  71819720     13.40   3551224  25094924         0
12:31:31 PM 490781740 491864968  36732332      6.96        24  14217544  71752624     13.39   3551208  25060280         0
12:31:33 PM 490742512 491825804  36771560      6.97        24  14255352  71799796     13.40   3551232  25099608         0
12:31:35 PM 490777024 491860268  36737048      6.96        24  14217716  71682052     13.38   3551232  25064968         0
12:31:37 PM 490775284 491858432  36738788      6.96        24  14217888  71784288     13.40   3551224  25067248         0
12:31:39 PM 490733856 491817028  36780216      6.97        24  14255528  71647412     13.37   3551248  25109252         0
12:31:41 PM 490768876 491852008  36745196      6.97        24  14217540  71724332     13.38   3551208  25073620         0
12:31:43 PM 490728128 491811204  36785944      6.97        24  14255180  71792824     13.40   3551240  25114492         0
12:31:45 PM 490763624 491846708  36750448      6.97        24  14217712  71825556     13.40   3551224  25079288         0
12:31:47 PM 490762040 491845124  36752032      6.97        24  14217716  71755544     13.39   3551240  25080936         0
12:31:49 PM 490721828 491804936  36792244      6.97        24  14255356  71727452     13.38   3551248  25120924         0
12:31:51 PM 490757468 491840704  36756604      6.97        24  14217544  71823176     13.40   3551224  25085808         0
12:31:53 PM 490718548 491801832  36795524      6.98        24  14251152  71845860     13.41   3585016  25090224         0
12:31:55 PM 490742740 491825976  36771332      6.97        24  14226280  71741984     13.39   3551216  25100448         0
12:31:57 PM 490748248 491831428  36765824      6.97        24  14217708  71699496     13.38   3551224  25094552         0
12:31:59 PM 490707872 491791044  36806200      6.98        24  14255188  71705212     13.38   3551240  25135688         0
12:32:01 PM 490743660 491826732  36770412      6.97        24  14217548  71584588     13.36   3551236  25099708         0
12:32:03 PM 490740596 491823628  36773476      6.97        24  14217892  71583572     13.36   3551240  25103480         0
12:32:05 PM 490736860 491819868  36777212      6.97        24  14219228  71487024     13.34   3551208  25106888         0
12:32:07 PM 490735484 491818484  36778588      6.97        24  14217548  71439768     13.33   3551224  25108280         0
12:32:09 PM 490694856 491777848  36819216      6.98        24  14255360  71398596     13.32   3551256  25148464         0
12:32:11 PM 490731552 491814584  36782520      6.97        24  14217548  71469968     13.34   3551168  25112516         0
12:32:13 PM 490727076 491810076  36786996      6.97        24  14217552  71584216     13.36   3551264  25116292         0
12:32:15 PM 490706264 491789296  36807808      6.98        24  14236700  71638136     13.37   3551208  25136940         0
12:32:17 PM 490722264 491805264  36791808      6.97        24  14217724  71608752     13.36   3551228  25120748         0
12:32:19 PM 490684380 491767432  36829692      6.98        24  14255192  71568024     13.35   3551224  25160028         0
12:32:21 PM 490717348 491800416  36796724      6.98        24  14217724  71612184     13.36   3551244  25126076         0
12:32:23 PM 490713540 491796544  36800532      6.98        24  14217896  71470644     13.34   3551236  25129568         0
12:32:25 PM 490680080 491763108  36833992      6.98        24  14246452  71593776     13.36   3551236  25163700         0
12:32:27 PM 490706608 491789660  36807464      6.98        24  14217380  71490256     13.34   3551204  25136904         0
12:32:29 PM 490662368 491745364  36851704      6.99        24  14255028  71609216     13.36   3551244  25181104         0
12:32:31 PM 490696184 491779204  36817888      6.98        24  14217720  71550420     13.35   3551212  25147180         0
12:32:33 PM 490691548 491774536  36822524      6.98        24  14217724  71571080     13.36   3551264  25151260         0
12:32:35 PM 490672144 491755124  36841928      6.98        24  14236200  71591220     13.36   3551216  25171000         0
12:32:37 PM 490687988 491771060  36826084      6.98        24  14217556  71583952     13.36   3551244  25155336         0
12:32:39 PM 490648900 491732020  36865172      6.99        24  14255196  71666024     13.37   3551236  25194196         0
12:32:41 PM 490683104 491766080  36830968      6.98        24  14217556  71530824     13.35   3551236  25160312         0
12:32:43 PM 490680988 491764148  36833084      6.98        24  14217900  71653280     13.37   3551252  25162296         0
12:32:45 PM 490640416 491723464  36873656      6.99        24  14254688  71536996     13.35   3551244  25202352         0
12:32:47 PM 490677416 491760440  36836656      6.98        24  14217552  71489672     13.34   3551208  25165744         0
12:32:49 PM 490635056 491718136  36879016      6.99        24  14255024  71749572     13.39   3551252  25208000         0
12:32:51 PM 490670328 491753440  36843744      6.98        24  14217728  71564172     13.35   3551252  25172348         0
12:32:53 PM 490666400 491749496  36847672      6.99        24  14217896  71592328     13.36   3551232  25175680         0
12:32:55 PM 490629104 491712120  36884968      6.99        24  14254864  71840364     13.41   3551244  25213960         0
12:32:57 PM 490664604 491747604  36849468      6.99        24  14217728  71581100     13.36   3551228  25179564         0
12:32:59 PM 490623972 491706932  36890100      6.99        24  14254872  71556680     13.35   3551260  25218972         0
12:33:01 PM 490658624 491741608  36855448      6.99        24  14217568  71662456     13.37   3551236  25184864         0
12:33:03 PM 490655148 491738108  36858924      6.99        24  14217908  71607244     13.36   3551268  25187636         0
12:33:05 PM 490616748 491699700  36897324      6.99        24  14255372  71562616     13.35   3551236  25226656         0
12:33:07 PM 490651700 491734660  36862372      6.99        24  14217736  71517480     13.35   3551244  25191768         0
12:33:09 PM 490611752 491694768  36902320      7.00        24  14255208  71739856     13.39   3551252  25232332         0
12:33:11 PM 490632956 491716028  36881116      6.99        24  14230340  71853860     13.41   3551252  25210804         0
12:33:13 PM 490642092 491725132  36871980      6.99        24  14217904  71941948     13.42   3551764  25201128         0
12:33:15 PM 490603192 491686224  36910880      7.00        24  14255208  71755792     13.39   3551268  25240464         0
12:33:17 PM 490638012 491721028  36876060      6.99        24  14217908  71570100     13.36   3551244  25205540         0
12:33:19 PM 490635116 491718084  36878956      6.99        24  14217912  71551036     13.35   3551252  25208472         0
12:33:21 PM 490629164 491712108  36884908      6.99        24  14221596  71552808     13.35   3551220  25214592         0
12:33:23 PM 490630640 491713672  36883432      6.99        24  14217564  71645088     13.37   3551268  25212696         0
