Linux 4.18.0-477.15.1.el8_8.x86_64 (tbm03) 	08/10/2023 	_x86_64_	(32 CPU)

11:55:57 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
12:09:57 PM 492925748 494009380  34588324      6.56        24  14255404  71681000     13.38   3575984  22892176         0
12:09:59 PM 492958536 494042188  34555536      6.55        24  14217600  71734688     13.39   3551284  22883912         0
12:10:01 PM 492954356 494038096  34559716      6.55        24  14217772  71758688     13.39   3551280  22888272         0
12:10:03 PM 492911112 493994820  34602960      6.56        24  14255408  71678428     13.38   3551332  22931520         0
12:10:05 PM 492946344 494030052  34567728      6.55        24  14217940  71751124     13.39   3551292  22896660         0
12:10:07 PM 492939832 494023540  34574240      6.55        24  14217944  71819280     13.40   3551308  22902888         0
12:10:09 PM 492929128 494012780  34584944      6.56        24  14226672  71767644     13.39   3551276  22914264         0
12:10:11 PM 492935408 494019052  34578664      6.56        24  14217596  71771620     13.39   3551276  22907500         0
12:10:13 PM 492894420 493978056  34619652      6.56        24  14255248  71702236     13.38   3551332  22948604         0
12:10:15 PM 492927292 494010952  34586780      6.56        24  14217772  71845144     13.41   3551288  22915520         0
12:10:17 PM 492923416 494007132  34590656      6.56        24  14217944  71779340     13.39   3551300  22919564         0
12:10:19 PM 492900796 493984472  34613276      6.56        24  14234736  71720116     13.38   3551300  22942300         0
12:10:21 PM 492914668 493998280  34599404      6.56        24  14217596  71688848     13.38   3551276  22928772         0
12:10:23 PM 492869004 493952688  34645068      6.57        24  14255240  71689444     13.38   3551324  22973824         0
12:10:25 PM 492903000 493986700  34611072      6.56        24  14217768  71989004     13.43   3551292  22939660         0
12:10:27 PM 492899196 493982896  34614876      6.56        24  14217940  71815176     13.40   3551300  22943608         0
12:10:29 PM 492895192 493978808  34618880      6.56        24  14218448  71715864     13.38   3551276  22947684         0
12:10:31 PM 492890856 493974464  34623216      6.56        24  14217776  71715696     13.38   3551284  22951916         0
12:10:33 PM 492849976 493933584  34664096      6.57        24  14255248  71588528     13.36   3551312  22992608         0
12:10:35 PM 492884752 493968320  34629320      6.56        24  14217780  71662844     13.37   3551288  22958568         0
12:10:37 PM 492880596 493964180  34633476      6.57        24  14217944  71657780     13.37   3551280  22962568         0
12:10:39 PM 492873744 493957352  34640328      6.57        24  14218620  71522388     13.35   3551296  22969020         0
12:10:41 PM 492872260 493955844  34641812      6.57        24  14217608  71511644     13.34   3551280  22970800         0
12:10:43 PM 492828300 493911924  34685772      6.58        24  14255252  71718204     13.38   3551336  23014152         0
12:10:45 PM 492862660 493946284  34651412      6.57        24  14217784  71460932     13.33   3551296  22979812         0
12:10:47 PM 492858004 493941572  34656068      6.57        24  14217952  71759108     13.39   3551300  22984220         0
12:10:49 PM 492854112 493937696  34659960      6.57        24  14217792  71636632     13.37   3551324  22988508         0
12:10:51 PM 492849368 493932960  34664704      6.57        24  14217616  71530372     13.35   3551300  22992568         0
12:10:53 PM 492806964 493890556  34707108      6.58        24  14255260  71565512     13.35   3551348  23035880         0
12:10:55 PM 492841148 493924748  34672924      6.57        24  14217792  71443180     13.33   3551316  23001860         0
12:10:57 PM 492837332 493920916  34676740      6.57        24  14217960  71667592     13.37   3551324  23005528         0
12:10:59 PM 492821504 493905096  34692568      6.58        24  14229884  71681844     13.38   3551308  23020664         0
12:11:01 PM 492828372 493912020  34685700      6.58        24  14217616  71752176     13.39   3551300  23013408         0
12:11:03 PM 492784268 493867892  34729804      6.58        24  14255260  71648468     13.37   3551324  23057592         0
12:11:05 PM 492818216 493901832  34695856      6.58        24  14217616  71651812     13.37   3551292  23023772         0
12:11:07 PM 492814628 493898220  34699444      6.58        24  14217960  71746600     13.39   3551308  23027980         0
12:11:09 PM 492802792 493886468  34711280      6.58        24  14225848  71620968     13.36   3551300  23040180         0
12:11:11 PM 492805432 493889068  34708640      6.58        24  14217612  71559172     13.35   3551276  23036248         0
12:11:13 PM 492760740 493844392  34753332      6.59        24  14255092  71596652     13.36   3551340  23081344         0
12:11:15 PM 492794104 493877772  34719968      6.58        24  14217620  71559576     13.35   3551288  23048012         0
12:11:17 PM 492790596 493874344  34723476      6.58        24  14217964  71563808     13.35   3551324  23052132         0
12:11:19 PM 492775768 493859436  34738304      6.59        24  14229556  71538532     13.35   3551316  23067360         0
12:11:21 PM 492782160 493865828  34731912      6.58        24  14217792  71752856     13.39   3551332  23061104         0
12:11:23 PM 492741152 493824828  34772920      6.59        24  14255436  71849340     13.41   3551340  23102452         0
12:11:25 PM 492773636 493857324  34740436      6.59        24  14217788  71611140     13.36   3551316  23069648         0
12:11:27 PM 492770324 493853988  34743748      6.59        24  14217964  71675604     13.37   3551308  23073088         0
12:11:29 PM 492752196 493835844  34761876      6.59        24  14230896  71634728     13.37   3551316  23091284         0
12:11:31 PM 492762404 493846148  34751668      6.59        24  14217616  71816008     13.40   3551276  23080924         0
12:11:33 PM 492718780 493802500  34795292      6.60        24  14254916  71868752     13.41   3551316  23124076         0
12:11:35 PM 492754220 493837900  34759852      6.59        24  14217788  71548104     13.35   3551292  23089084         0
12:11:37 PM 492748820 493832524  34765252      6.59        24  14217788  71802960     13.40   3551308  23093900         0
12:11:39 PM 492729444 493813180  34784628      6.59        24  14234924  71676836     13.37   3551292  23114352         0
12:11:41 PM 492740752 493824440  34773320      6.59        24  14217960  71550000     13.35   3551324  23101812         0
12:11:43 PM 492700256 493783952  34813816      6.60        24  14255260  71781256     13.39   3551324  23142952         0
12:11:45 PM 492733464 493817216  34780608      6.59        24  14217620  71643592     13.37   3551308  23109468         0
12:11:47 PM 492730120 493813840  34783952      6.59        24  14217792  71505692     13.34   3551300  23113316         0
12:11:49 PM 492710720 493794448  34803352      6.60        24  14232408  71593356     13.36   3551316  23132364         0
12:11:51 PM 492722568 493806312  34791504      6.60        24  14217620  71592796     13.36   3551292  23120696         0
12:11:53 PM 492677376 493761120  34836696      6.60        24  14255240  71605868     13.36   3551316  23165832         0
12:11:55 PM 492713184 493796924  34800888      6.60        24  14217596  71635612     13.37   3551272  23130548         0
12:11:57 PM 492706628 493790380  34807444      6.60        24  14217932  71603936     13.36   3551268  23136004         0
12:11:59 PM 492677428 493761148  34836644      6.60        24  14244992  71533444     13.35   3551276  23165692         0
12:12:01 PM 492700588 493784340  34813484      6.60        24  14217608  71601732     13.36   3551296  23142540         0
12:12:03 PM 492658864 493742576  34855208      6.61        24  14255592  71797652     13.40   3551332  23184648         0
12:12:05 PM 492692916 493776476  34821156      6.60        24  14217792  71599968     13.36   3551124  23150692         0
12:12:07 PM 492689048 493772624  34825024      6.60        24  14217792  71644744     13.37   3551124  23154540         0
12:12:09 PM 492661108 493744720  34852964      6.61        24  14239800  71548948     13.35   3551152  23182112         0
12:12:11 PM 492680676 493764248  34833396      6.60        24  14217584  71586720     13.36   3551020  23163208         0
12:12:13 PM 492637856 493721428  34876216      6.61        24  14255228  71795508     13.40   3551136  23205400         0
12:12:15 PM 492672508 493756088  34841564      6.60        24  14217584  71767580     13.39   3551084  23170796         0
12:12:17 PM 492663692 493747280  34850380      6.61        24  14217756  71670576     13.37   3551116  23176668         0
12:12:19 PM 492626152 493709684  34887920      6.61        24  14254988  71728448     13.38   3551032  23217412         0
12:12:21 PM 492657708 493741344  34856364      6.61        24  14217640  71792232     13.40   3550984  23185136         0
12:12:23 PM 492616576 493700156  34897496      6.62        24  14254936  71764884     13.39   3551020  23226792         0
12:12:25 PM 492651348 493734880  34862724      6.61        24  14217300  71709960     13.38   3550968  23192096         0
12:12:27 PM 492646288 493729824  34867784      6.61        24  14217640  71715052     13.38   3551004  23196868         0
12:12:29 PM 492610024 493693488  34904048      6.62        24  14249684  71630244     13.37   3550956  23232220         0
12:12:31 PM 492638884 493722360  34875188      6.61        24  14217228  71650136     13.37   3550908  23203404         0
12:12:33 PM 492596264 493679716  34917808      6.62        24  14254868  71767760     13.39   3550936  23245956         0
12:12:35 PM 492631680 493714096  34882392      6.61        24  14216216  71613416     13.36   3549900  23212076         0
12:12:37 PM 492627884 493710224  34886188      6.61        24  14216516  71689664     13.38   3549856  23216336         0
12:12:39 PM 492586752 493668984  34927320      6.62        24  14253532  71601108     13.36   3549764  23257120         0
12:12:41 PM 492621796 493702840  34892276      6.61        24  14214892  71529212     13.35   3548560  23223312         0
12:12:43 PM 492590104 493658880  34923968      6.62        24  14240232  71684360     13.38   3536316  23267052         0
12:12:45 PM 492625368 493694060  34888704      6.61        24  14202708  71631484     13.37   3536204  23231812         0
12:12:47 PM 492621420 493689944  34892652      6.61        24  14202404  71551904     13.35   3536096  23236128         0
12:12:49 PM 492580352 493648756  34933720      6.62        24  14240032  71779596     13.39   3535912  23276940         0
12:12:51 PM 492613432 493681728  34900640      6.62        24  14202152  71524300     13.35   3535836  23243940         0
12:12:53 PM 492571484 493639696  34942588      6.62        24  14239472  71674296     13.37   3535696  23285880         0
12:12:55 PM 492605300 493673508  34908772      6.62        24  14201960  71613632     13.36   3535636  23252580         0
12:12:57 PM 492602296 493670492  34911776      6.62        24  14202096  71669512     13.37   3535600  23255556         0
12:12:59 PM 492563364 493629672  34950708      6.63        24  14237540  71700248     13.38   3533768  23296588         0
12:13:01 PM 492597428 493663412  34916644      6.62        24  14199768  71662444     13.37   3533432  23262568         0
12:13:03 PM 492553776 493619720  34960296      6.63        24  14237404  71775312     13.39   3551620  23288008         0
12:13:05 PM 492589116 493654800  34924956      6.62        24  14199516  71562416     13.35   3533184  23270720         0
12:13:07 PM 492586468 493650556  34927604      6.62        24  14198092  71581068     13.36   3531620  23275252         0
12:13:09 PM 492546660 493610492  34967412      6.63        24  14235268  71592300     13.36   3531308  23315044         0
12:13:11 PM 492580168 493643952  34933904      6.62        24  14197796  71522504     13.35   3531316  23282040         0
12:13:13 PM 492575840 493639564  34938232      6.62        24  14197884  71633892     13.37   3531240  23286324         0
12:13:15 PM 492571228 493634608  34942844      6.62        24  14197736  71527700     13.35   3530908  23290808         0
12:13:17 PM 492569000 493632192  34945072      6.62        24  14197224  71747192     13.39   3530724  23293336         0
12:13:19 PM 492524668 493587804  34989404      6.63        24  14234640  71646808     13.37   3530716  23337356         0
12:13:21 PM 492563264 493624688  34950808      6.63        24  14195288  71660348     13.37   3528948  23301236         0
12:13:23 PM 492558840 493620156  34955232      6.63        24  14195520  71489532     13.34   3528888  23305988         0
12:13:25 PM 492533432 493594548  34980640      6.63        24  14216828  71632708     13.37   3528648  23331004         0
12:13:27 PM 492550200 493610976  34963872      6.63        24  14194640  71507044     13.34   3528316  23314232         0
12:13:29 PM 492509056 493569312  35005016      6.64        24  14231752  71641244     13.37   3527784  23355232         0
12:13:31 PM 492546440 493602336  34967632      6.63        24  14189924  71707284     13.38   3523444  23322684         0
12:13:33 PM 492542144 493597828  34971928      6.63        24  14189880  71879600     13.41   3523232  23326596         0
12:13:35 PM 492511912 493567404  35002160      6.64        24  14217408  71857052     13.41   3523036  23357312         0
12:13:37 PM 492536176 493591536  34977896      6.63        24  14189404  71837100     13.40   3522932  23333600         0
12:13:39 PM 492495380 493550732  35018692      6.64        24  14226536  71812684     13.40   3522932  23374480         0
12:13:41 PM 492527808 493583096  34986264      6.63        24  14189336  71787244     13.40   3522852  23342208         0
12:13:43 PM 492524084 493578880  34989988      6.63        24  14188980  71724868     13.38   3522336  23345980         0
12:13:45 PM 492497788 493547904  35016284      6.64        24  14211392  71613620     13.36   3517684  23377004         0
12:13:47 PM 492521540 493571588  34992532      6.63        24  14184112  71571580     13.36   3517612  23353568         0
12:13:49 PM 492479100 493528964  35034972      6.64        24  14221536  71814940     13.40   3517428  23395820         0
12:13:51 PM 492514300 493563820  34999772      6.63        24  14183760  71632064     13.37   3517100  23361488         0
12:13:53 PM 492509540 493558996  35004532      6.64        24  14183672  71700380     13.38   3517028  23365648         0
12:13:55 PM 492477500 493526704  35036572      6.64        24  14213780  71801532     13.40   3516704  23398308         0
12:13:57 PM 492503668 493552596  35010404      6.64        24  14182948  71717344     13.38   3516468  23372200         0
12:13:59 PM 492462348 493510736  35051724      6.64        24  14219880  71706588     13.38   3515920  23414184         0
12:14:01 PM 492494600 493542904  35019472      6.64        24  14182348  71655716     13.37   3515868  23381956         0
12:14:03 PM 492495144 493539436  35018928      6.64        24  14178204  71686092     13.38   3511888  23385704         0
12:14:05 PM 492452844 493497156  35061228      6.65        24  14216128  71723308     13.38   3511836  23428428         0
12:14:07 PM 492488760 493532088  35025312      6.64        24  14177376  71644528     13.37   3510876  23393440         0
12:14:09 PM 492445668 493488844  35068404      6.65        24  14214688  71594940     13.36   3510756  23436276         0
12:14:11 PM 492480488 493523656  35033584      6.64        24  14177048  71597712     13.36   3510716  23401728         0
12:14:13 PM 492474416 493517380  35039656      6.64        24  14177024  71596024     13.36   3510568  23407380         0
12:14:15 PM 492435988 493478768  35078084      6.65        24  14214304  71561584     13.35   3510340  23446900         0
12:14:17 PM 492469296 493511828  35044776      6.64        24  14176444  71660192     13.37   3510128  23413440         0
12:14:19 PM 492434816 493471140  35079256      6.65        24  14207872  71592180     13.36   3503912  23454484         0
12:14:21 PM 492479924 493516180  35034148      6.64        24  14170492  71566424     13.35   3503836  23409764         0
12:14:23 PM 492475364 493511512  35038708      6.64        24  14170076  71648848     13.37   3503760  23414108         0
12:14:25 PM 492434556 493469948  35079516      6.65        24  14206956  71672956     13.37   3503004  23456088         0
12:14:27 PM 492468652 493503944  35045420      6.64        24  14169216  71615744     13.36   3502888  23421752         0
12:14:29 PM 492436364 493471252  35077708      6.65        24  14196548  71545336     13.35   3530236  23426304         0
12:14:31 PM 492460560 493494828  35053512      6.65        24  14168536  71662492     13.37   3501876  23430092         0
12:14:33 PM 492455464 493488060  35058608      6.65        24  14166864  71588324     13.36   3500236  23436612         0
12:14:35 PM 492415448 493447788  35098624      6.65        24  14203888  71635708     13.37   3499956  23477456         0
12:14:37 PM 492448068 493480300  35066004      6.65        24  14166308  71659800     13.37   3499808  23445304         0
12:14:39 PM 492449372 493475568  35064700      6.65        24  14160456  71600376     13.36   3493812  23449828         0
12:14:41 PM 492445088 493471148  35068984      6.65        24  14160984  71749124     13.39   3493660  23454064         0
12:14:43 PM 492440836 493466820  35073236      6.65        24  14159892  71642196     13.37   3493596  23458392         0
12:14:45 PM 492402228 493427664  35111844      6.66        24  14197160  71586288     13.36   3493044  23497320         0
12:14:47 PM 492435704 493460944  35078368      6.65        24  14159484  71586356     13.36   3492844  23464488         0
12:14:49 PM 492437300 493458076  35076772      6.65        24  14155024  71588020     13.36   3488364  23467484         0
12:14:51 PM 492426420 493446956  35087652      6.65        24  14161676  71612216     13.36   3488156  23478248         0
12:14:53 PM 492428616 493449032  35085456      6.65        24  14154332  71562672     13.35   3488020  23476180         0
12:14:55 PM 492387860 493408256  35126212      6.66        24  14191928  71712112     13.38   3487984  23516836         0
12:14:57 PM 492423360 493443616  35090712      6.65        24  14154328  71665656     13.37   3487828  23482104         0
12:14:59 PM 492418388 493438228  35095684      6.65        24  14154108  71619536     13.36   3487456  23487012         0
12:15:01 PM 492401784 493421084  35112288      6.66        24  14168172  71653104     13.37   3486892  23505128         0
12:15:03 PM 492409928 493429148  35104144      6.65        24  14153304  71705204     13.38   3486848  23496048         0
12:15:05 PM 492368684 493387664  35145388      6.66        24  14190536  71728740     13.38   3486600  23537256         0
12:15:07 PM 492403852 493422760  35110220      6.66        24  14152984  71774084     13.39   3486504  23502444         0
12:15:09 PM 492400316 493418544  35113756      6.66        24  14152380  71717144     13.38   3485744  23506420         0
12:15:11 PM 492373368 493391476  35140704      6.66        24  14175484  71599908     13.36   3485664  23533476         0
12:15:13 PM 492391916 493409920  35122156      6.66        24  14152064  71724076     13.38   3485616  23515016         0
12:15:15 PM 492351708 493369488  35162364      6.67        24  14189472  71634712     13.37   3485340  23555600         0
12:15:17 PM 492385456 493403040  35128616      6.66        24  14151652  71848336     13.41   3485156  23521812         0
12:15:19 PM 492381960 493399484  35132112      6.66        24  14151788  71744540     13.39   3485136  23525568         0
12:15:21 PM 492342952 493360212  35171120      6.67        24  14186964  71705588     13.38   3484864  23564988         0
12:15:23 PM 492375668 493392128  35138404      6.66        24  14150376  71767836     13.39   3484064  23533180         0
12:15:25 PM 492335152 493351352  35178920      6.67        24  14187424  71676996     13.38   3483828  23573692         0
12:15:27 PM 492369924 493386028  35144148      6.66        24  14150044  71636104     13.37   3483716  23539592         0
12:15:29 PM 492365256 493381284  35148816      6.66        24  14150276  71656888     13.37   3483640  23544576         0
12:15:31 PM 492325500 493341312  35188572      6.67        24  14187336  71823604     13.40   3483384  23584324         0
12:15:33 PM 492355672 493371384  35158400      6.66        24  14150000  71642908     13.37   3483388  23553624         0
12:15:35 PM 492317392 493333136  35196680      6.67        24  14187280  71647912     13.37   3483332  23592868         0
12:15:37 PM 492350492 493365624  35163580      6.67        24  14149116  71591600     13.36   3482816  23560204         0
12:15:39 PM 492348288 493363360  35165784      6.67        24  14149196  71532704     13.35   3482708  23562892         0
12:15:41 PM 492305276 493320336  35208796      6.67        24  14186952  71556956     13.35   3482680  23605744         0
12:15:43 PM 492336324 493351276  35177748      6.67        24  14149276  71629076     13.37   3482640  23573844         0
12:15:45 PM 492298860 493313520  35215212      6.68        24  14186316  71591436     13.36   3482364  23612440         0
12:15:47 PM 492333320 493347900  35180752      6.67        24  14148696  71659072     13.37   3482212  23578196         0
12:15:49 PM 492329744 493343456  35184328      6.67        24  14147928  71634204     13.37   3481444  23581988         0
12:15:51 PM 492288488 493302084  35225584      6.68        24  14185264  71653960     13.37   3481332  23624400         0
12:15:53 PM 492321548 493335056  35192524      6.67        24  14147544  71695380     13.38   3481236  23591072         0
12:15:55 PM 492298364 493311644  35215708      6.68        24  14168300  71589076     13.36   3501664  23594000         0
12:15:57 PM 492315448 493328668  35198624      6.67        24  14147420  71608728     13.36   3480948  23597364         0
12:15:59 PM 492312512 493325792  35201560      6.67        24  14147252  71677612     13.38   3480940  23600724         0
12:16:01 PM 492270972 493284196  35243100      6.68        24  14184980  71788568     13.40   3480880  23642300         0
12:16:03 PM 492303104 493316216  35210968      6.67        24  14147324  71706160     13.38   3480864  23609544         0
12:16:05 PM 492300228 493313412  35213844      6.68        24  14147104  71871916     13.41   3480776  23612756         0
12:16:07 PM 492294592 493307720  35219480      6.68        24  14148612  71697232     13.38   3480792  23619108         0
12:16:09 PM 492292440 493305516  35221632      6.68        24  14147064  71688852     13.38   3480748  23620276         0
12:16:11 PM 492251528 493264540  35262544      6.68        24  14184704  71755012     13.39   3480772  23661784         0
12:16:13 PM 492285764 493298844  35228308      6.68        24  14147232  71700440     13.38   3480760  23627356         0
12:16:15 PM 492281456 493294352  35232616      6.68        24  14147076  71662248     13.37   3480604  23631684         0
12:16:17 PM 492268004 493280648  35246068      6.68        24  14159840  71608196     13.36   3480404  23645956         0
12:16:19 PM 492274460 493287124  35239612      6.68        24  14147048  71672928     13.37   3480400  23639084         0
12:16:21 PM 492235988 493247208  35278084      6.69        24  14182664  71712044     13.38   3478884  23678768         0
12:16:23 PM 492267468 493278488  35246604      6.68        24  14145236  71671920     13.37   3478788  23647168         0
12:16:25 PM 492264528 493275436  35249544      6.68        24  14145288  71717596     13.38   3478652  23650684         0
12:16:27 PM 492235512 493245120  35278560      6.69        24  14170924  71650696     13.37   3477392  23681060         0
12:16:29 PM 492257708 493267340  35256364      6.68        24  14144056  71644568     13.37   3477420  23658528         0
12:16:31 PM 492217516 493227080  35296556      6.69        24  14181236  71780248     13.39   3477296  23698708         0
12:16:33 PM 492250536 493260004  35263536      6.68        24  14143472  71783072     13.39   3477176  23665252         0
12:16:35 PM 492248248 493257604  35265824      6.69        24  14143604  71557480     13.35   3477112  23668432         0
12:16:37 PM 492208200 493217228  35305872      6.69        24  14180596  71783692     13.39   3476808  23708576         0
12:16:39 PM 492242880 493251892  35271192      6.69        24  14143124  71603508     13.36   3476800  23673764         0
12:16:41 PM 492200976 493209876  35313096      6.69        24  14180604  71552912     13.35   3476688  23715644         0
12:16:43 PM 492236084 493244652  35277988      6.69        24  14142636  71661332     13.37   3476324  23681172         0
12:16:45 PM 492231928 493240552  35282144      6.69        24  14142812  71769132     13.39   3476336  23685248         0
12:16:47 PM 492192280 493200488  35321792      6.70        24  14179720  71654548     13.37   3475940  23725724         0
12:16:49 PM 492224272 493232512  35289800      6.69        24  14142412  71809276     13.40   3475956  23693368         0
12:16:51 PM 492183200 493191092  35330872      6.70        24  14179548  71601664     13.36   3475616  23735188         0
12:16:53 PM 492216112 493223836  35297960      6.69        24  14141708  71736964     13.39   3475432  23701780         0
12:16:55 PM 492214056 493221828  35300016      6.69        24  14141876  71838460     13.41   3475396  23704204         0
12:16:57 PM 492171680 493179240  35342392      6.70        24  14179364  71877692     13.41   3475268  23746248         0
12:16:59 PM 492208304 493215764  35305768      6.69        24  14141476  71770512     13.39   3475168  23710320         0
12:17:01 PM 492166368 493173804  35347704      6.70        24  14179112  71599548     13.36   3475176  23752388         0
12:17:03 PM 492198096 493205472  35315976      6.69        24  14141472  71505268     13.34   3475212  23719596         0
12:17:05 PM 492196856 493204196  35317216      6.70        24  14141780  71545676     13.35   3475144  23722124         0
12:17:07 PM 492155020 493162300  35359052      6.70        24  14179200  71706344     13.38   3475108  23763452         0
12:17:09 PM 492188616 493195692  35325456      6.70        24  14141368  71695660     13.38   3474964  23730360         0
12:17:11 PM 492183148 493190124  35330924      6.70        24  14142936  71694492     13.38   3476316  23734484         0
12:17:13 PM 492180804 493187856  35333268      6.70        24  14141580  71858104     13.41   3474800  23738428         0
12:17:15 PM 492178992 493185664  35335080      6.70        24  14140976  71568564     13.35   3474552  23740780         0
12:17:17 PM 492138184 493144736  35375888      6.71        24  14177952  71647364     13.37   3474376  23781548         0
12:17:19 PM 492170868 493177336  35343204      6.70        24  14140584  71689512     13.38   3474288  23748576         0
12:17:21 PM 492159964 493166212  35354108      6.70        24  14140624  71801936     13.40   3473964  23751996         0
12:17:23 PM 492159908 493166092  35354164      6.70        24  14143984  71715872     13.38   3474012  23760312         0
12:17:25 PM 492160160 493166376  35353912      6.70        24  14140628  71504252     13.34   3473980  23759864         0
12:17:27 PM 492117932 493124092  35396140      6.71        24  14177816  71620092     13.36   3473916  23801964         0
12:17:29 PM 492153132 493159284  35360940      6.70        24  14140176  71636936     13.37   3473860  23766032         0
12:17:31 PM 492148260 493154452  35365812      6.70        24  14140340  71806156     13.40   3473876  23770760         0
12:17:33 PM 492128472 493134552  35385600      6.71        24  14156472  71604948     13.36   3473884  23791364         0
12:17:35 PM 492140752 493146772  35373320      6.71        24  14140080  71560436     13.35   3473784  23777664         0
12:17:37 PM 492100248 493106220  35413824      6.71        24  14177724  71625724     13.37   3473784  23818688         0
12:17:39 PM 492134116 493140112  35379956      6.71        24  14140080  71826712     13.40   3473768  23785608         0
12:17:41 PM 492130320 493136236  35383752      6.71        24  14140424  71627192     13.37   3473776  23788736         0
12:17:43 PM 492097544 493103356  35416528      6.71        24  14169052  71682120     13.38   3473712  23821772         0
12:17:45 PM 492124412 493130164  35389660      6.71        24  14139904  71691700     13.38   3473592  23794872         0
12:17:47 PM 492082504 493088184  35431568      6.72        24  14177496  71823720     13.40   3473572  23837412         0
12:17:49 PM 492116988 493122668  35397084      6.71        24  14140196  71645936     13.37   3473540  23802784         0
12:17:51 PM 492115812 493117660  35398260      6.71        24  14136364  71724248     13.38   3469724  23807272         0
12:17:53 PM 492075480 493077328  35438592      6.72        24  14173664  71742792     13.39   3469748  23848352         0
12:17:55 PM 492110092 493111932  35403980      6.71        24  14136196  71761160     13.39   3469732  23813796         0
12:17:57 PM 492061748 493070436  35452324      6.72        24  14180632  71973476     13.43   3476540  23854264         0
12:17:59 PM 492022384 493105724  35491688      6.73        24  14217616  71616540     13.36   3551124  23819940         0
12:18:01 PM 492019512 493102948  35494560      6.73        24  14217780  71678880     13.38   3551088  23822716         0
12:18:03 PM 491976216 493059604  35537856      6.74        24  14255420  71723352     13.38   3551128  23865620         0
12:18:05 PM 492012520 493095924  35501552      6.73        24  14217784  71821928     13.40   3551096  23829696         0
12:18:07 PM 491970700 493054064  35543372      6.74        24  14255076  71695864     13.38   3551108  23871404         0
12:18:09 PM 492004476 493087864  35509596      6.73        24  14217444  71658156     13.37   3551116  23837460         0
12:18:11 PM 492000232 493083612  35513840      6.73        24  14217788  71684980     13.38   3551116  23841284         0
12:18:13 PM 491958160 493041508  35555912      6.74        24  14255252  71641160     13.37   3551140  23883968         0
12:18:15 PM 491994388 493077720  35519684      6.73        24  14217440  71520476     13.35   3551088  23847444         0
12:18:17 PM 491952976 493036284  35561096      6.74        24  14255084  71685716     13.38   3551128  23889360         0
12:18:19 PM 491987484 493070720  35526588      6.73        24  14217616  71542044     13.35   3551100  23854888         0
12:18:21 PM 491982696 493065928  35531376      6.74        24  14217784  71689808     13.38   3551100  23859452        16
12:18:23 PM 491942116 493025388  35571956      6.74        24  14255084  71615652     13.36   3551140  23900520        16
12:18:25 PM 491976508 493059772  35537564      6.74        24  14217444  71558888     13.35   3551108  23865924         0
12:18:27 PM 491972844 493056052  35541228      6.74        24  14217784  71561296     13.35   3551124  23869908         0
12:18:29 PM 491967800 493051076  35546272      6.74        24  14218796  71565836     13.35   3551108  23874512         0
12:18:31 PM 491966644 493049968  35547428      6.74        24  14217444  71456772     13.33   3551084  23876648         0
12:18:33 PM 491924508 493007768  35589564      6.75        24  14255088  71550320     13.35   3551148  23918620         0
12:18:35 PM 491959256 493042460  35554816      6.74        24  14217448  71397672     13.32   3551100  23883652         0
12:18:37 PM 491955952 493039236  35558120      6.74        24  14217788  71560548     13.35   3551108  23887740         0
12:18:39 PM 491949272 493032500  35564800      6.74        24  14221320  71465172     13.34   3551112  23893896         0
12:18:41 PM 491948992 493032252  35565080      6.74        24  14217448  71793964     13.40   3551112  23894572         0
12:18:43 PM 491907292 492990576  35606780      6.75        24  14255260  71678588     13.38   3551136  23936232         0
12:18:45 PM 491942580 493025752  35571492      6.74        24  14217280  71556052     13.35   3551128  23900704        16
12:18:47 PM 491940028 493023244  35574044      6.74        24  14217796  71436684     13.33   3551104  23904004        16
12:18:49 PM 491912872 492996104  35601200      6.75        24  14239628  71692312     13.38   3551112  23930464        16
12:18:51 PM 491933128 493016320  35580944      6.75        24  14217624  71600504     13.36   3551104  23911020         0
12:18:53 PM 491889600 492972800  35624472      6.75        24  14255260  71654924     13.37   3551140  23954440         0
12:18:55 PM 491925700 493008972  35588372      6.75        24  14217616  71763060     13.39   3551092  23918136         0
12:18:57 PM 491921476 493004684  35592596      6.75        24  14217796  71675512     13.37   3551132  23922740         0
12:18:59 PM 491889380 492972668  35624692      6.75        24  14245172  71389556     13.32   3551100  23954248         0
12:19:01 PM 491912436 492995716  35601636      6.75        24  14217456  71540060     13.35   3551132  23930728        16
12:19:03 PM 491869972 492953200  35644100      6.76        24  14255096  71691536     13.38   3551156  23973184        16
12:19:05 PM 491908292 492991504  35605780      6.75        24  14217456  71469224     13.34   3551124  23935268         0
12:19:07 PM 491905008 492988212  35609064      6.75        24  14217800  71473956     13.34   3551140  23938648         0
12:19:09 PM 491866852 492950056  35647220      6.76        24  14252572  71698972     13.38   3551132  23977024         0
12:19:11 PM 491898540 492981768  35615532      6.75        24  14217628  71521504     13.35   3551120  23944864         0
12:19:13 PM 491855560 492938820  35658512      6.76        24  14255096  71464032     13.34   3551160  23987816         0
12:19:15 PM 491890944 492974148  35623128      6.75        24  14217456  71472928     13.34   3551128  23952696         0
12:19:17 PM 491886320 492969540  35627752      6.75        24  14217800  71444700     13.33   3551120  23956976         0
12:19:19 PM 491844404 492927712  35669668      6.76        24  14255092  71653552     13.37   3551128  23998668         0
12:19:21 PM 491880428 492963664  35633644      6.76        24  14217456  71611400     13.36   3551112  23962636         0
