[0] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   28 / 165 W |     0 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  36 % (E:   0 %  D:   0 %),   67 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   55 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  54 % (E:   0 %  D:   0 %),   55 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   55 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  38 % (E:   0 %  D:   0 %),   66 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  34 % (E:   0 %  D:   0 %),  166 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  70 % (E:   0 %  D:   0 %),  144 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  14 % (E:   0 %  D:   0 %),   55 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  76 % (E:   0 %  D:   0 %),   61 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  64 % (E:   0 %  D:   0 %),   58 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  48 % (E:   0 %  D:   0 %),   76 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 48°C,  ?? %,  43 % (E:   0 %  D:   0 %),   85 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  79 % (E:   0 %  D:   0 %),   53 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  47 % (E:   0 %  D:   0 %),   62 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  35 % (E:   0 %  D:   0 %),   70 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  71 % (E:   0 %  D:   0 %),   57 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   55 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  34 % (E:   0 %  D:   0 %),   55 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  66 % (E:   0 %  D:   0 %),   55 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  21 % (E:   0 %  D:   0 %),   35 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  66 % (E:   0 %  D:   0 %),  153 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  55 % (E:   0 %  D:   0 %),  118 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  59 % (E:   0 %  D:   0 %),   55 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   55 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  35 % (E:   0 %  D:   0 %),  124 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  94 % (E:   0 %  D:   0 %),   59 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  69 % (E:   0 %  D:   0 %),   58 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  66 % (E:   0 %  D:   0 %),   78 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   55 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  63 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 48°C,  ?? %,  50 % (E:   0 %  D:   0 %),  121 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  64 % (E:   0 %  D:   0 %),   55 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  49 % (E:   0 %  D:   0 %),   63 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  47 % (E:   0 %  D:   0 %),   56 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   35 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  67 % (E:   0 %  D:   0 %),   61 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 48°C,  ?? %,  28 % (E:   0 %  D:   0 %),  148 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   55 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  32 % (E:   0 %  D:   0 %),   40 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  38 % (E:   0 %  D:   0 %),   83 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  59 % (E:   0 %  D:   0 %),   58 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  57 % (E:   0 %  D:   0 %),   95 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   35 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  67 % (E:   0 %  D:   0 %),  170 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 48°C,  ?? %,  13 % (E:   0 %  D:   0 %),  179 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  58 % (E:   0 %  D:   0 %),  137 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 48°C,  ?? %,  32 % (E:   0 %  D:   0 %),  160 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   35 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  64 % (E:   0 %  D:   0 %),   89 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  36 % (E:   0 %  D:   0 %),   60 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,  47 % (E:   0 %  D:   0 %),   91 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  33 % (E:   0 %  D:   0 %),   55 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   35 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  22 % (E:   0 %  D:   0 %),  170 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  74 % (E:   0 %  D:   0 %),  124 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  13 % (E:   0 %  D:   0 %),   56 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  48 % (E:   0 %  D:   0 %),   74 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  65 % (E:   0 %  D:   0 %),  118 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  60 % (E:   0 %  D:   0 %),  178 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  89 % (E:   0 %  D:   0 %),  122 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  37 % (E:   0 %  D:   0 %),   60 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  39 % (E:   0 %  D:   0 %),   67 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  52 % (E:   0 %  D:   0 %),  180 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  68 % (E:   0 %  D:   0 %),  173 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  61 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  63 % (E:   0 %  D:   0 %),   57 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  13 % (E:   0 %  D:   0 %),  114 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  30 % (E:   0 %  D:   0 %),  124 / 165 W | 14401 / 24576 MB | jgong:python/509402(14382M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
