Linux 4.18.0-477.15.1.el8_8.x86_64 (bhm06) 	08/10/2023 	_x86_64_	(56 CPU)

05:19:00 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
05:39:32 AM 1020278744 1017276272  36001432      3.41        24  14751840 216156408     20.30   3219544  24052340         0
05:39:34 AM 1020247404 1017244772  36032772      3.41        24  14828332 216006656     20.29   3219552  24084452         0
05:39:36 AM 1020323824 1017321168  35956352      3.40        24  14751840 215928848     20.28   3219544  24007940         0
05:39:38 AM 1020323852 1017321180  35956324      3.40        24  14751840 215933856     20.28   3219536  24008948         0
05:39:40 AM 1020207992 1017205372  36072184      3.42        24  14789136 216072812     20.29   3219536  24124160         0
05:39:42 AM 1020321172 1017318544  35959004      3.40        24  14751840 216149240     20.30   3219552  24011612         0
05:39:44 AM 1020319512 1017316936  35960664      3.40        24  14751840 216175492     20.30   3219544  24013176         0
05:39:46 AM 1020318104 1017315604  35962072      3.40        24  14751840 216177984     20.30   3219544  24014464         0
05:39:48 AM 1020162336 1017159924  36117840      3.42        24  14786832 216366788     20.32   3219556  24168864         0
05:39:50 AM 1020315100 1017312672  35965076      3.40        24  14751840 216171144     20.30   3219556  24017364         0
05:39:52 AM 1020207512 1017205140  36072664      3.42        24  14780568 216249712     20.31   3219548  24123952         0
05:39:54 AM 1020311320 1017308976  35968856      3.41        24  14751840 216172932     20.30   3219548  24020060         0
05:39:56 AM 1020310148 1017307716  35970028      3.41        24  14752080 216229872     20.31   3220048  24021892         0
05:39:58 AM 1020309008 1017306572  35971168      3.41        24  14751840 216366860     20.32   3219536  24022308         0
05:40:00 AM 1020307636 1017305228  35972540      3.41        24  14751840 216289712     20.32   3219552  24024184         0
05:40:02 AM 1020306368 1017304044  35973808      3.41        24  14751840 216243996     20.31   3219148  24025196         0
05:40:04 AM 1020304904 1017302660  35975272      3.41        24  14751840 216144292     20.30   3219544  24026628         0
05:40:06 AM 1020302916 1017300812  35977260      3.41        24  14751840 216288568     20.32   3219536  24028124         0
05:40:08 AM 1020223636 1017221620  36056540      3.41        24  14828664 216442360     20.33   3219560  24106756         0
05:40:10 AM 1020299304 1017297360  35980872      3.41        24  14751840 216402624     20.33   3219536  24031360         0
05:40:12 AM 1020177676 1017175176  36102500      3.42        24  14796192 216409472     20.33   3219536  24153364         0
05:40:14 AM 1020277004 1017274524  36003172      3.41        24  14751840 216404236     20.33   3219544  24054840         0
05:40:16 AM 1020296436 1017294120  35983740      3.41        24  14751840 216470176     20.33   3219536  24034980         0
05:40:18 AM 1020295092 1017292904  35985084      3.41        24  14751840 216269604     20.31   3219552  24036796         0
05:40:20 AM 1020294072 1017291740  35986104      3.41        24  14751840 216288044     20.32   3219544  24037864         0
05:40:22 AM 1020182852 1017180408  36097324      3.42        24  14785084 216451404     20.33   3219516  24148772         0
05:40:24 AM 1020268484 1017265796  36011692      3.41        24  14774500 216521848     20.34   3242716  24040960         0
05:40:26 AM 1020237332 1017234560  36042844      3.41        24  14751820 216362868     20.32   3219524  24094928         0
05:40:28 AM 1020289276 1017286460  35990900      3.41        24  14751820 216285444     20.31   3219540  24043636         0
05:40:30 AM 1020168136 1017165320  36112040      3.42        24  14794156 216305608     20.32   3219532  24164064         0
05:40:32 AM 1020286628 1017283392  35993548      3.41        24  14750628 216362308     20.32   3218236  24046752         0
05:40:34 AM 1020286524 1017283112  35993652      3.41        24  14750484 216359160     20.32   3218188  24047452         0
05:40:36 AM 1020284876 1017281464  35995300      3.41        24  14750484 216359160     20.32   3218188  24048692         0
05:40:38 AM 1020284300 1017280928  35995876      3.41        24  14750488 216243432     20.31   3218196  24049548         0
05:40:40 AM 1020282400 1017279036  35997776      3.41        24  14750488 216041248     20.29   3218196  24051128         0
05:40:42 AM 1020204836 1017201472  36075340      3.42        24  14827096 216157288     20.30   3249940  24097664         0
05:40:44 AM 1020280304 1017276988  35999872      3.41        24  14750488 216068080     20.29   3218196  24053376         0
05:40:46 AM 1020271960 1017268612  36008216      3.41        24  14750492 216171520     20.30   3218196  24062804         0
05:40:48 AM 1020277436 1017274112  36002740      3.41        24  14750500 216312692     20.32   3218192  24055576         0
05:40:50 AM 1020276284 1017272960  36003892      3.41        24  14750500 216312692     20.32   3218208  24057188         0
05:40:52 AM 1020258904 1017255532  36021272      3.41        24  14750500 216277100     20.31   3218204  24074928         0
05:40:54 AM 1020272084 1017268752  36008092      3.41        24  14750500 216054760     20.29   3218212  24061084         0
05:40:56 AM 1020271216 1017267852  36008960      3.41        24  14750500 216048208     20.29   3218192  24062312         0
05:40:58 AM 1020205540 1017202336  36074636      3.42        24  14750500 216180576     20.30   3218192  24128052         0
05:41:00 AM 1020269192 1017265932  36010984      3.41        24  14750500 216131300     20.30   3218200  24064904         0
05:41:02 AM 1020268072 1017264812  36012104      3.41        24  14750500 216180872     20.31   3218208  24066240         0
05:41:04 AM 1020264784 1017261540  36015392      3.41        24  14750500 216220256     20.31   3218712  24068520         0
05:41:06 AM 1020157804 1017154488  36122372      3.42        24  14780780 216368596     20.32   3218032  24175816         0
05:41:08 AM 1020263848 1017260444  36016328      3.41        24  14750324 216297084     20.32   3218024  24070324         0
05:41:10 AM 1020251044 1017247640  36029132      3.41        24  14750324 216149200     20.30   3218024  24084080         0
05:41:12 AM 1020261100 1017257568  36019076      3.41        24  14750324 216227204     20.31   3218024  24072728         0
05:41:14 AM 1020259580 1017256104  36020596      3.41        24  14750324 216077796     20.30   3218016  24074032         0
05:41:16 AM 1020262152 1017256672  36018024      3.41        24  14746376 216057880     20.29   3213868  24075320         0
05:41:18 AM 1020142396 1017136916  36137780      3.42        24  14787992 216097108     20.30   3213880  24195716         0
05:41:20 AM 1020259744 1017254312  36020432      3.41        24  14746372 215997616     20.29   3213872  24077848         0
05:41:22 AM 1020134784 1017129280  36145392      3.42        24  14794040 216115864     20.30   3213880  24204312         0
05:41:24 AM 1020257320 1017251776  36022856      3.41        24  14746080 216033592     20.29   3213776  24081104         0
05:41:26 AM 1020095780 1017090228  36184396      3.43        24  14778024 216326048     20.32   3214188  24243476         0
05:41:28 AM 1020254324 1017248804  36025852      3.41        24  14746080 216174280     20.30   3213784  24084028         0
05:41:30 AM 1020253408 1017247888  36026768      3.41        24  14746080 216022068     20.29   3213784  24085588         0
05:41:32 AM 1020174860 1017169436  36105316      3.42        24  14822500 216135364     20.30   3213776  24163748         0
05:41:34 AM 1020173064 1017167568  36107112      3.42        24  14822688 216133768     20.30   3251584  24127012         0
05:41:36 AM 1020248848 1017243264  36031328      3.41        24  14746080 216112388     20.30   3213784  24089652         0
05:41:38 AM 1020248188 1017242620  36031988      3.41        24  14746048 216108252     20.30   3213760  24090908         0
05:41:40 AM 1020246140 1017240604  36034036      3.41        24  14746048 216133544     20.30   3213752  24091980         0
05:41:42 AM 1020245320 1017239808  36034856      3.41        24  14746148 216186756     20.31   3214212  24093640         0
05:41:44 AM 1020245308 1017239660  36034868      3.41        24  14746048 216256228     20.31   3213744  24094628         0
05:41:46 AM 1020241824 1017236232  36038352      3.41        24  14746048 216248032     20.31   3213744  24096692         0
05:41:48 AM 1020240024 1017234408  36040152      3.41        24  14746048 216357184     20.32   3213748  24097888         0
05:41:50 AM 1020238452 1017232868  36041724      3.41        24  14745764 216301516     20.32   3213740  24099456         0
05:41:52 AM 1020152964 1017147460  36127212      3.42        24  14790064 216379512     20.32   3258380  24139984         0
05:41:54 AM 1020236868 1017231356  36043308      3.41        24  14745920 216303184     20.32   3213744  24102308         0
05:41:56 AM 1020235892 1017230316  36044284      3.41        24  14746264 216303784     20.32   3213768  24102924         0
05:41:58 AM 1020234784 1017229072  36045392      3.41        24  14746048 216345928     20.32   3213752  24104296         0
05:42:00 AM 1020233696 1017227928  36046480      3.41        24  14746048 216350620     20.32   3213760  24105804         0
05:42:02 AM 1020232660 1017226844  36047516      3.41        24  14746052 216424648     20.33   3213760  24106652         0
05:42:04 AM 1020229720 1017223868  36050456      3.41        24  14746260 216333448     20.32   3213760  24109044         0
05:42:06 AM 1020153004 1017147000  36127172      3.42        24  14822388 216428480     20.33   3213480  24186660         0
05:42:08 AM 1020229116 1017223092  36051060      3.41        24  14745780 216351716     20.32   3213496  24110776         0
05:42:10 AM 1020227852 1017221764  36052324      3.41        24  14745608 216351172     20.32   3213308  24112112         0
05:42:12 AM 1020226516 1017220424  36053660      3.41        24  14745608 216352340     20.32   3213308  24113440         0
05:42:14 AM 1020224804 1017218728  36055372      3.41        24  14745540 216392172     20.32   3213240  24114864         0
05:42:16 AM 1020223072 1017217072  36057104      3.41        24  14745540 216328460     20.32   3213240  24116288         0
05:42:18 AM 1020212092 1017206096  36068084      3.41        24  14745544 216523636     20.34   3213244  24126180         0
05:42:20 AM 1019963232 1016957292  36316944      3.44        24  14848360 216537348     20.34   3213244  24374792         0
05:42:22 AM 1020218648 1017212836  36061528      3.41        24  14745544 216126040     20.30   3213252  24120112         0
05:42:24 AM 1020217332 1017211460  36062844      3.41        24  14745544 216188416     20.31   3213256  24121208         0
05:42:26 AM 1020200308 1017194520  36079868      3.42        24  14745544 216315620     20.32   3213252  24138688         0
05:42:28 AM 1020215656 1017209852  36064520      3.41        24  14745544 216267220     20.31   3213252  24123276         0
05:42:30 AM 1020213676 1017207940  36066500      3.41        24  14745596 216259052     20.31   3213260  24124176         0
05:42:32 AM 1020212788 1017207120  36067388      3.41        24  14745440 216394912     20.33   3213156  24125692         0
05:42:34 AM 1020094860 1017089252  36185316      3.43        24  14822048 216477168     20.33   3213148  24242136         0
05:42:36 AM 1020209500 1017203884  36070676      3.41        24  14745440 216326084     20.32   3213148  24127960         0
05:42:38 AM 1020208024 1017202488  36072152      3.42        24  14745440 216251984     20.31   3213164  24129332         0
05:42:40 AM 1020208156 1017202008  36072020      3.42        24  14744416 216251888     20.31   3211916  24130420         0
05:42:42 AM 1020207196 1017201032  36072980      3.42        24  14744200 216210668     20.31   3211900  24131404         0
05:42:44 AM 1020068280 1017062160  36211896      3.43        24  14880280 216284456     20.31   3271388  24210068         0
05:42:46 AM 1020205068 1017199040  36075108      3.42        24  14744104 216050620     20.29   3211924  24133952         0
05:42:48 AM 1020125980 1017120200  36154196      3.42        24  14821024 216051596     20.29   3275936  24148348         0
05:42:50 AM 1020202328 1017196584  36077848      3.42        24  14744200 215973660     20.29   3211912  24136612         0
05:42:52 AM 1020199736 1017194080  36080440      3.42        24  14743564 216151036     20.30   3211808  24137720         0
05:42:54 AM 1020035268 1017029564  36244908      3.43        24  14753680 216227740     20.31   3211816  24302184         0
05:42:56 AM 1020199616 1017192884  36080560      3.42        24  14741836 216142980     20.30   3209552  24140296         0
05:42:58 AM 1020120836 1017114092  36159340      3.42        24  14818660 216150040     20.30   3220128  24207312         0
05:43:00 AM 1020196840 1017190028  36083336      3.42        24  14741836 216079540     20.30   3209552  24142720         0
05:43:02 AM 1020196656 1017189924  36083520      3.42        24  14741836 216083788     20.30   3209544  24143924         0
05:43:04 AM 1020194700 1017187932  36085476      3.42        24  14741756 216128428     20.30   3209464  24144932         0
05:43:06 AM 1020116212 1017109532  36163964      3.42        24  14818364 216210012     20.31   3209464  24223184         0
05:43:08 AM 1020192252 1017185572  36087924      3.42        24  14741756 216065900     20.29   3209464  24147284         0
05:43:10 AM 1020190880 1017184220  36089296      3.42        24  14742020 216067092     20.29   3209456  24148916         0
05:43:12 AM 1020189604 1017182904  36090572      3.42        24  14741612 216143108     20.30   3209320  24149704         0
05:43:14 AM 1020056244 1017049508  36223932      3.43        24  14798564 216219692     20.31   3211832  24282184         0
05:43:16 AM 1020187552 1017180912  36092624      3.42        24  14741612 216066112     20.29   3209312  24152048         0
05:43:18 AM 1020185448 1017178796  36094728      3.42        24  14741612 216155928     20.30   3209328  24153588         0
05:43:20 AM 1020183724 1017177184  36096452      3.42        24  14741912 216253068     20.31   3209336  24155020         0
05:43:22 AM 1020183040 1017176416  36097136      3.42        24  14741828 216332896     20.32   3209336  24155968         0
05:43:24 AM 1020182564 1017175848  36097612      3.42        24  14741612 216258964     20.31   3209320  24156796         0
05:43:26 AM 1020105168 1017098472  36175008      3.42        24  14741612 216258944     20.31   3209320  24234508         0
05:43:28 AM 1020179560 1017172888  36100616      3.42        24  14741612 216200084     20.31   3209324  24159256         0
05:43:30 AM 1020178860 1017172216  36101316      3.42        24  14741612 216125868     20.30   3209316  24160104         0
05:43:32 AM 1020177648 1017171008  36102528      3.42        24  14741576 216206512     20.31   3209288  24161304         0
05:43:34 AM 1020099484 1017092896  36180692      3.43        24  14818612 216134120     20.30   3209328  24239680         0
05:43:36 AM 1020040760 1017033996  36239416      3.43        24  14799120 216131240     20.30   3209296  24298304         0
05:43:38 AM 1020173784 1017167048  36106392      3.42        24  14741560 216057192     20.29   3209280  24165332         0
05:43:40 AM 1020173204 1017166452  36106972      3.42        24  14741536 216054252     20.29   3209248  24166032         0
05:43:42 AM 1020173080 1017166332  36107096      3.42        24  14741752 216046364     20.29   3209240  24167332         0
05:43:44 AM 1020170424 1017163628  36109752      3.42        24  14741276 215970284     20.29   3208984  24168540         0
05:43:46 AM 1020170336 1017163604  36109840      3.42        24  14741372 216045704     20.29   3208992  24170092         0
05:43:48 AM 1020169108 1017162384  36111068      3.42        24  14741280 216201616     20.31   3208984  24170704         0
05:43:50 AM 1020168064 1017161368  36112112      3.42        24  14741656 216126664     20.30   3208992  24171940         0
05:43:52 AM 1020167636 1017160980  36112540      3.42        24  14741280 216199096     20.31   3208992  24172996         0
05:43:54 AM 1020166376 1017159796  36113800      3.42        24  14741280 216129116     20.30   3208984  24173960         0
05:43:56 AM 1020150556 1017144092  36129620      3.42        24  14754276 216052828     20.29   3222064  24175980         0
05:43:58 AM 1020094768 1017088376  36185408      3.43        24  14809712 216046084     20.29   3277456  24176800         0
05:44:00 AM 1020162008 1017155724  36118168      3.42        24  14741204 215995432     20.29   3208912  24177740         0
05:44:02 AM 1020159964 1017153692  36120212      3.42        24  14741632 215920064     20.28   3208952  24179564         0
05:44:04 AM 1020159636 1017153220  36120540      3.42        24  14741420 215964528     20.28   3208944  24180680         0
05:44:06 AM 1020158720 1017152388  36121456      3.42        24  14741156 216014640     20.29   3208856  24181448         0
05:44:08 AM 1020157732 1017151384  36122444      3.42        24  14741156 216141220     20.30   3208880  24182500         0
05:44:10 AM 1020095152 1017088844  36185024      3.43        24  14741372 216368776     20.32   3208880  24244388         0
05:44:12 AM 1020078304 1017071752  36201872      3.43        24  14817176 216369948     20.32   3208324  24262304         0
05:44:14 AM 1020154684 1017148152  36125492      3.42        24  14740608 216369948     20.32   3208316  24185888         0
05:44:16 AM 1020151840 1017145328  36128336      3.42        24  14740760 216222568     20.31   3208456  24187108         0
05:44:18 AM 1020073444 1017066924  36206732      3.43        24  14817080 216414952     20.33   3208208  24265608         0
05:44:20 AM 1020150224 1017143576  36129952      3.42        24  14740212 216262260     20.31   3208120  24189576         0
05:44:22 AM 1020150940 1017143272  36129236      3.42        24  14738408 216174684     20.30   3206104  24190392         0
05:44:24 AM 1020072612 1017064800  36207564      3.43        24  14814648 216139452     20.30   3205752  24269136         0
05:44:26 AM 1020149932 1017141376  36130244      3.42        24  14736616 216205544     20.31   3204316  24193128         0
05:44:28 AM 1020148852 1017140308  36131324      3.42        24  14736616 216266512     20.31   3204328  24194508         0
05:44:30 AM 1020147096 1017138576  36133080      3.42        24  14736616 216341516     20.32   3204320  24196292         0
05:44:32 AM 1020139092 1017130696  36141084      3.42        24  14736616 216403368     20.33   3204320  24204196         0
05:44:34 AM 1020144456 1017136044  36135720      3.42        24  14736556 216343316     20.32   3204268  24198536         0
05:44:36 AM 1020143948 1017135580  36136228      3.42        24  14736556 216276568     20.31   3204260  24199532         0
05:44:38 AM 1020143504 1017135084  36136672      3.42        24  14736556 216254372     20.31   3204260  24200808         0
05:44:40 AM 1020141360 1017133032  36138816      3.42        24  14736556 216251260     20.31   3204252  24201748         0
05:44:42 AM 1020140228 1017131916  36139948      3.42        24  14736556 216314012     20.32   3204260  24202932         0
05:44:44 AM 1020101364 1017093024  36178812      3.43        24  14736556 216309868     20.32   3204252  24241620         0
05:44:46 AM 1020070800 1017062412  36209376      3.43        24  14736556 216330292     20.32   3204260  24273740         0
05:44:48 AM 1020135876 1017127540  36144300      3.42        24  14736672 216135288     20.30   3204264  24206720         0
05:44:50 AM 1020135704 1017127340  36144472      3.42        24  14736556 216057796     20.29   3204264  24207540         0
05:44:52 AM 1020108988 1017100640  36171188      3.42        24  14761756 216124868     20.30   3229464  24209264         0
05:44:54 AM 1020056324 1017048044  36223852      3.43        24  14813592 216219448     20.31   3204296  24286960         0
05:44:56 AM 1019996376 1016988068  36283800      3.44        24  14795020 216141084     20.30   3204264  24346424         0
05:44:58 AM 1020130128 1017121816  36150048      3.42        24  14736556 215966052     20.28   3204272  24213104         0
05:45:00 AM 1020051644 1017043336  36228532      3.43        24  14813352 216146952     20.30   3204112  24291052         0
05:45:02 AM 1020127828 1017119404  36152348      3.42        24  14736396 216016860     20.29   3204112  24215316         0
05:45:04 AM 1020126104 1017117764  36154072      3.42        24  14736568 216152380     20.30   3204088  24216580         0
05:45:06 AM 1020126180 1017117856  36153996      3.42        24  14736356 216119940     20.30   3204064  24217360         0
05:45:08 AM 1020124148 1017115872  36156028      3.42        24  14736356 216249548     20.31   3204064  24218832         0
05:45:10 AM 1020124488 1017116252  36155688      3.42        24  14736356 216314324     20.32   3204064  24219620         0
05:45:12 AM 1020122240 1017114008  36157936      3.42        24  14736228 216239896     20.31   3203936  24221328         0
05:45:14 AM 1020120540 1017112352  36159636      3.42        24  14736228 216103052     20.30   3203928  24222368         0
05:45:16 AM 1020082672 1017074392  36197504      3.43        24  14736148 216182744     20.31   3203856  24260336         0
05:45:18 AM 1020117576 1017109220  36162600      3.42        24  14735952 216230936     20.31   3203660  24224972         0
05:45:20 AM 1020115776 1017107552  36164400      3.42        24  14735952 216313124     20.32   3203660  24226516         0
05:45:22 AM 1020114572 1017106220  36165604      3.42        24  14735620 216313124     20.32   3203328  24228076         0
05:45:24 AM 1020123352 1017109880  36156824      3.42        24  14725172 216033488     20.29   3192880  24229172         0
05:45:26 AM 1020122412 1017108828  36157764      3.42        24  14725172 216161644     20.30   3192884  24230544         0
05:45:28 AM 1020121072 1017107508  36159104      3.42        24  14725116 216161668     20.30   3192836  24232540         0
05:45:30 AM 1020003940 1016990396  36276236      3.43        24  14755860 216246868     20.31   3192820  24348728         0
05:45:32 AM 1019998764 1016985152  36281412      3.43        24  14767868 216214972     20.31   3192724  24354564         0
05:45:34 AM 1020116872 1017103248  36163304      3.42        24  14725244 216066832     20.29   3192908  24235576         0
05:45:36 AM 1020063816 1017050168  36216360      3.43        24  14777660 216141320     20.30   3245172  24237060         0
05:45:38 AM 1020055852 1017042320  36224324      3.43        24  14725028 216220524     20.31   3192748  24297088         0
05:45:40 AM 1019982808 1016968036  36297368      3.44        24  14778832 216223788     20.31   3190088  24373124         0
05:45:42 AM 1019968668 1016953944  36311508      3.44        24  14790928 216224184     20.31   3190088  24386132         0
05:45:44 AM 1019968912 1016954192  36311264      3.44        24  14789728 216143484     20.30   3189884  24386864         0
05:45:46 AM 1020035508 1017020804  36244668      3.43        24  14799300 216266836     20.31   3190172  24321200         0
05:45:48 AM 1020033184 1017018476  36246992      3.43        24  14798596 215994700     20.29   3243784  24268740         0
05:45:50 AM 1020032016 1017017368  36248160      3.43        24  14722164 216003496     20.29   3189864  24324568         0
05:45:52 AM 1020107308 1017092676  36172868      3.42        24  14722140 215997424     20.29   3189840  24248720         0
05:45:54 AM 1020106496 1017091832  36173680      3.42        24  14722136 215883804     20.28   3189848  24249996         0
05:45:56 AM 1020104764 1017090056  36175412      3.42        24  14722028 215887128     20.28   3189740  24251232         0
05:45:58 AM 1020026756 1017012064  36253420      3.43        24  14798132 216005548     20.29   3189744  24328740         0
05:46:00 AM 1020026216 1017011544  36253960      3.43        24  14722028 216033588     20.29   3189728  24329864         0
05:46:02 AM 1020103040 1017088316  36177136      3.42        24  14721792 215879936     20.28   3189508  24254416         0
05:46:04 AM 1019977352 1016962708  36302824      3.44        24  14769672 216042012     20.29   3189508  24380064         0
05:46:06 AM 1020099944 1017085268  36180232      3.43        24  14721792 216038864     20.29   3189508  24257260         0
05:46:08 AM 1020097824 1017083176  36182352      3.43        24  14721792 216037056     20.29   3189500  24258840         0
05:46:10 AM 1020009724 1016995076  36270452      3.43        24  14731692 216174380     20.30   3189328  24346592         0
05:46:12 AM 1020095340 1017080524  36184836      3.43        24  14720996 215989940     20.29   3188716  24260924         0
05:46:14 AM 1019996232 1016981260  36283944      3.44        24  14720428 216147052     20.30   3188132  24360596         0
05:46:16 AM 1019880224 1016865276  36399952      3.45        24  14856508 216219724     20.31   3188140  24476176         0
05:46:18 AM 1020069632 1017051464  36210544      3.43        24  14714028 216167556     20.30   3181724  24292684         0
05:46:20 AM 1019960724 1016942272  36319452      3.44        24  14773096 216232884     20.31   3181328  24401964         0
05:46:22 AM 1020096120 1017077728  36184056      3.43        24  14713624 216153376     20.30   3181328  24266984         0
05:46:24 AM 1020095180 1017076724  36184996      3.43        24  14713512 216241824     20.31   3181208  24267720         0
05:46:26 AM 1019985196 1016966744  36294980      3.44        24  14746020 216316576     20.32   3181464  24378420         0
05:46:28 AM 1020093108 1017074548  36187068      3.43        24  14713512 216370692     20.32   3181204  24270116         0
05:46:30 AM 1020092556 1017073576  36187620      3.43        24  14712860 216334136     20.32   3180372  24271660         0
05:46:32 AM 1020091768 1017072760  36188408      3.43        24  14712712 216287596     20.32   3180408  24272692         0
05:46:34 AM 1019972120 1016953140  36308056      3.44        24  14723824 216217768     20.31   3180224  24392136         0
05:46:36 AM 1019900228 1016881388  36379948      3.44        24  14770480 216213380     20.31   3180232  24463484         0
05:46:38 AM 1020088272 1017069320  36191904      3.43        24  14712416 216132808     20.30   3180120  24275652         0
05:46:40 AM 1019845452 1016826016  36434724      3.45        24  14800740 216288208     20.32   3179244  24520024         0
05:46:42 AM 1020096560 1017073140  36183616      3.43        24  14703684 216077636     20.30   3171392  24277684         0
05:46:44 AM 1020095176 1017071696  36185000      3.43        24  14703684 216028832     20.29   3171384  24278932         0
05:46:46 AM 1020094112 1017070636  36186064      3.43        24  14703640 215804672     20.27   3171356  24280140         0
05:46:48 AM 1020091076 1017067676  36189100      3.43        24  14703856 215892120     20.28   3171372  24281448         0
05:46:50 AM 1020090904 1017067460  36189272      3.43        24  14703576 216006728     20.29   3171288  24282592         0
05:46:52 AM 1020090048 1017066628  36190128      3.43        24  14703576 216006728     20.29   3171280  24283328         0
05:46:54 AM 1020088532 1017065064  36191644      3.43        24  14703420 216062272     20.29   3171144  24284784         0
05:46:56 AM 1020086500 1017063100  36193676      3.43        24  14703396 216065012     20.29   3171116  24286044         0
05:46:58 AM 1020086048 1017062664  36194128      3.43        24  14703360 216065012     20.29   3171072  24286688         0
05:47:00 AM 1020084236 1017060904  36195940      3.43        24  14703292 215986316     20.29   3171088  24288356         0
05:47:02 AM 1020006484 1016983228  36273692      3.43        24  14780396 216100532     20.30   3204376  24332052         0
05:47:04 AM 1020082412 1017059068  36197764      3.43        24  14703320 215949492     20.28   3171032  24289992         0
05:47:06 AM 1020196760 1017100752  36083416      3.42        24  14558748 216075300     20.30   3026460  24320836         0
05:47:08 AM 1020147784 1017051784  36132392      3.42        24  14635616 216320708     20.32   3039320  24356224         0
05:47:10 AM 1020224760 1017128604  36055416      3.41        24  14558408 216166340     20.30   3026120  24293012         0
05:47:12 AM 1020223432 1017127192  36056744      3.41        24  14558188 216166340     20.30   3025896  24294884         0
05:47:14 AM 1020221312 1017125040  36058864      3.41        24  14558164 216283388     20.31   3025880  24296552         0
05:47:16 AM 1020219764 1017123524  36060412      3.41        24  14558380 216395400     20.33   3025896  24298596         0
05:47:18 AM 1020108964 1017011140  36171212      3.42        24  14591720 216424144     20.33   3022640  24412856         0
05:47:20 AM 1020222420 1017124224  36057756      3.41        24  14554116 216274884     20.31   3021828  24300152         0
05:47:22 AM 1020143608 1017045424  36136568      3.42        24  14631060 216357836     20.32   3021796  24378688         0
05:47:24 AM 1020219836 1017121712  36060340      3.41        24  14554056 216282180     20.31   3021780  24302388         0
05:47:26 AM 1020220408 1017122320  36059768      3.41        24  14554040 216231624     20.31   3021760  24303428         0
05:47:28 AM 1020218024 1017119872  36062152      3.41        24  14553696 216160660     20.30   3021408  24304640         0
05:47:30 AM 1020218060 1017118960  36062116      3.41        24  14551756 216081144     20.30   3019468  24307912         0
05:47:32 AM 1020216500 1017117152  36063676      3.41        24  14551224 216080540     20.30   3018936  24309500         0
05:47:34 AM 1020216188 1017116920  36063988      3.41        24  14551196 216091448     20.30   3018960  24310428         0
05:47:36 AM 1020079156 1016979840  36201020      3.43        24  14608680 216228120     20.31   3018936  24445900         0
05:47:38 AM 1020212364 1017113004  36067812      3.41        24  14551132 216210640     20.31   3018844  24312708         0
05:47:40 AM 1020154836 1017055508  36125340      3.42        24  14607076 216181500     20.31   3074788  24314132         0
05:47:42 AM 1020132544 1017033236  36147632      3.42        24  14627740 216082096     20.30   3018844  24392192         0
05:47:44 AM 1020120096 1017021148  36160080      3.42        24  14628232 216220620     20.31   3038536  24385476         0
05:47:46 AM 1020146456 1017047704  36133720      3.42        24  14552044 216124652     20.30   3019732  24377828         0
05:47:48 AM 1020108812 1017009576  36171364      3.42        24  14550960 216243676     20.31   3018660  24416892         0
05:47:50 AM 1020057832 1016958304  36222344      3.43        24  14550260 216222728     20.31   3017972  24467280         0
05:47:52 AM 1020286968 1017167812  35993208      3.41        24  14510932 216211092     20.31   2978644  24277476         0
05:47:54 AM 1020329072 1017209908  35951104      3.40        24  14510932 216031992     20.29   2978644  24235628         0
05:47:56 AM 1020365104 1017246028  35915072      3.40        24  14510956 215937752     20.28   2978660  24199100         0
05:47:58 AM 1020397568 1017278540  35882608      3.40        24  14510956 215918084     20.28   2978668  24167196         0
05:48:00 AM 1020291004 1017172040  35989172      3.41        24  14527084 216068896     20.29   2978668  24272440         0
05:48:02 AM 1020214348 1017095364  36065828      3.41        24  14639788 216077412     20.30   3064652  24263536         0
05:48:04 AM 1020275836 1017156936  36004340      3.41        24  14510752 216039852     20.29   2978464  24287864         0
05:48:06 AM 1020213024 1017094208  36067152      3.41        24  14510776 216041528     20.29   2978480  24351224         0
05:48:08 AM 1020111572 1016992856  36168604      3.42        24  14510776 216101292     20.30   2978484  24452028         0
05:48:10 AM 1019315780 1016197708  36964396      3.50        24  15257328 217274340     20.41   2978484  25234704         0
05:48:12 AM 1018794532 1015677468  37485644      3.55        24  15821612 217649540     20.44   2978600  25738216         0
05:48:14 AM 1018793388 1015676348  37486788      3.55        24  15821644 217649540     20.44   2978636  25740100         0
05:48:16 AM 1018793168 1015676152  37487008      3.55        24  15821644 217649540     20.44   2978636  25740912         0
05:48:18 AM 1018792128 1015675128  37488048      3.55        24  15821568 217588184     20.44   2978632  25742676         0
05:48:20 AM 1018598512 1015481560  37681664      3.57        24  15893724 217550400     20.43   2978648  25934724         0
05:48:22 AM 1018789552 1015672656  37490624      3.55        24  15821652 217550156     20.43   2978648  25744860         0
05:48:24 AM 1018787932 1015671076  37492244      3.55        24  15821652 217621028     20.44   2978640  25745488         0
05:48:26 AM 1018694488 1015577684  37585688      3.56        24  15837276 217650712     20.44   2978632  25839208         0
05:48:28 AM 1018785616 1015668892  37494560      3.55        24  15821652 217659648     20.44   2978640  25747156         0
05:48:30 AM 1018646060 1015529348  37634116      3.56        24  15884192 217607632     20.44   2978656  25887508         0
05:48:32 AM 1018736120 1015619348  37544056      3.55        24  15869180 217500044     20.43   3026040  25750100         0
05:48:34 AM 1018783316 1015666536  37496860      3.55        24  15821652 217501172     20.43   2978656  25750684         0
